d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,coordinates of geographic center,population
2373,47003,TN,Bedford County,6,6885,Point(-86.3505 35.858),6600299
2374,18139,IN,Rush County,6,2277,Point(-86.2816 39.8942),6619680
2375,40067,OK,Jefferson County,8,1346,Point(-97.4943 35.5889),3911338
2376,48457,TX,Tyler County,6,3548,Point(-99.3312 31.4757),27469114
2377,1085,AL,Lowndes County,2,3252,Point(-86.8287 32.7794),4858979
2378,40097,OK,Mayes County,6,7066,Point(-97.4943 35.5889),3911338
2379,6047,CA,Merced County,3,53417,Point(-119.4696 37.1841),39144818
2380,28157,MS,Wilkinson County,8,2798,Point(-89.6678 32.7364),2992333
2381,39127,OH,Perry County,6,6029,Point(-82.7937 40.2862),11613423
2382,2016,AK,Aleutians West Census Area,7,438,Point(-152.2782 64.0685),738432
2383,36107,NY,Tioga County,2,6141,Point(-75.5268 42.9538),19795791
2384,47137,TN,Pickett County,9,856,Point(-86.3505 35.858),6600299
2385,41059,OR,Umatilla County,5,11369,Point(-120.5583 43.9336),4028977
2386,5063,AR,Independence County,7,5727,Point(-92.4426 34.8938),2978204
2387,19027,IA,Carroll County,7,1762,Point(-93.496 42.0751),3046355
2388,40111,OK,Okmulgee County,2,7817,Point(-97.4943 35.5889),3911338
2389,40007,OK,Beaver County,9,614,Point(-97.4943 35.5889),3911338
2390,18135,IN,Randolph County,6,3801,Point(-86.2816 39.8942),6619680
2391,15001,HI,Hawaii County,5,29962,Point(-157.5 20.5),1431603
2392,21065,KY,Estill County,6,3852,Point(-85.3021 37.5347),4425092
2393,46089,SD,McPherson County,9,340,,1394928
2394,5119,AR,Pulaski County,2,66302,Point(-92.4426 34.8938),2978204
2395,8017,CO,Cheyenne County,9,252,Point(-105.5478 38.9972),5456574
2396,27047,MN,Freeborn County,7,3267,Point(-94.3053 46.2807),5489594
2397,38067,ND,Pembina County,9,629,Point(-100.4659 47.4501),756927
2398,13131,GA,Grady County,6,5169,Point(-83.437611111 32.662027777),10214860
2399,27101,MN,Murray County,9,757,Point(-94.3053 46.2807),5489594
2400,40041,OK,Delaware County,6,7294,Point(-97.4943 35.5889),3911338
2401,27043,MN,Faribault County,7,1584,Point(-94.3053 46.2807),5489594
2402,55001,WI,Adams County,8,2624,Point(-89.9941 44.6243),5771337
2403,40051,OK,Grady County,1,7032,Point(-97.4943 35.5889),3911338
2404,13107,GA,Emanuel County,7,5911,Point(-83.437611111 32.662027777),10214860
2405,39171,OH,Williams County,7,3496,Point(-82.7937 40.2862),11613423
2406,16065,ID,Madison County,6,9274,Point(-114.613 44.3509),1654930
2407,48141,TX,El Paso County,2,186707,Point(-99.3312 31.4757),27469114
2408,51111,VA,Lunenburg County,9,2231,Point(-78.8537 37.5215),8382993
2409,36053,NY,Madison County,2,7421,Point(-75.5268 42.9538),19795791
2410,18143,IN,Scott County,6,3690,Point(-86.2816 39.8942),6619680
2411,13013,GA,Barrow County,1,9888,Point(-83.437611111 32.662027777),10214860
2412,6109,CA,Tuolumne County,4,7781,Point(-119.4696 37.1841),39144818
2413,48421,TX,Sherman County,9,397,Point(-99.3312 31.4757),27469114
2414,38001,ND,Adams County,9,216,Point(-100.4659 47.4501),756927
2415,8055,CO,Huerfano County,6,1425,Point(-105.5478 38.9972),5456574
2416,18159,IN,Tipton County,3,1268,Point(-86.2816 39.8942),6619680
2417,40081,OK,Lincoln County,1,5477,Point(-97.4943 35.5889),3911338
2418,13113,GA,Fayette County,1,6671,Point(-83.437611111 32.662027777),10214860
2419,17169,IL,Schuyler County,7,823,Point(-89.1965 40.0417),12859995
2420,8019,CO,Clear Creek County,1,753,Point(-105.5478 38.9972),5456574
2421,40153,OK,Woodward County,7,2451,Point(-97.4943 35.5889),3911338
2422,29197,MO,Schuyler County,9,852,Point(-92.458 38.3566),6083672
2423,40035,OK,Craig County,6,2423,Point(-97.4943 35.5889),3911338
2424,39089,OH,Licking County,1,19680,Point(-82.7937 40.2862),11613423
2425,48447,TX,Throckmorton County,9,228,Point(-99.3312 31.4757),27469114
2426,48343,TX,Morris County,6,2489,Point(-99.3312 31.4757),27469114
2427,51107,VA,Loudoun County,1,13511,Point(-78.8537 37.5215),8382993
2428,13135,GA,Gwinnett County,1,102033,Point(-83.437611111 32.662027777),10214860
2429,28149,MS,Warren County,4,11200,Point(-89.6678 32.7364),2992333
2430,18051,IN,Gibson County,2,3532,Point(-86.2816 39.8942),6619680
2431,47175,TN,Van Buren County,9,1063,Point(-86.3505 35.858),6600299
2432,48441,TX,Taylor County,3,22228,Point(-99.3312 31.4757),27469114
2433,39023,OH,Clark County,3,20643,Point(-82.7937 40.2862),11613423
2434,37035,NC,Catawba County,2,19537,Point(-79.5 35.5),10042802
2435,22123,LA,West Carroll Parish,9,2535,,3976322
2436,2170,AK,Matanuska-Susitna Borough,2,9641,Point(-152.2782 64.0685),738432
2437,48499,TX,Wood County,6,5559,Point(-99.3312 31.4757),27469114
2438,28131,MS,Stone County,3,3367,Point(-89.6678 32.7364),2992333
2439,37019,NC,Brunswick County,2,17406,Point(-79.5 35.5),10042802
2440,31041,NE,Custer County,7,1236,Point(-99.7951 41.5378),1896190
2441,38033,ND,Golden Valley County,9,173,Point(-100.4659 47.4501),756927
2442,13189,GA,McDuffie County,2,4824,Point(-83.437611111 32.662027777),10214860
2443,13275,GA,Thomas County,4,9359,Point(-83.437611111 32.662027777),10214860
2444,13047,GA,Catoosa County,2,8505,Point(-83.437611111 32.662027777),10214860
2445,13005,GA,Bacon County,7,2524,Point(-83.437611111 32.662027777),10214860
2446,48061,TX,Cameron County,2,121665,Point(-99.3312 31.4757),27469114
2447,40055,OK,Greer County,7,1295,Point(-97.4943 35.5889),3911338
2448,30083,MT,Richland County,7,859,Point(-109.6333 47.0527),1032949
2449,54005,WV,Boone County,2,5466,Point(-80.6227 38.6409),1844128
2450,17199,IL,Williamson County,5,10423,Point(-89.1965 40.0417),12859995
2451,26031,MI,Cheboygan County,7,4486,Point(-85.4102 44.3467),9922576
2452,1125,AL,Tuscaloosa County,3,34384,Point(-86.8287 32.7794),4858979
2453,19139,IA,Muscatine County,4,4540,Point(-93.496 42.0751),3046355
2454,51135,VA,Nottoway County,6,3042,Point(-78.8537 37.5215),8382993
2455,48153,TX,Floyd County,6,1339,Point(-99.3312 31.4757),27469114
2456,26075,MI,Jackson County,3,20352,Point(-85.4102 44.3467),9922576
2457,6085,CA,Santa Clara County,1,175627,Point(-119.4696 37.1841),39144818
2458,40137,OK,Stephens County,4,7254,Point(-97.4943 35.5889),3911338
2459,12117,FL,Seminole County,1,51750,Point(-82.4497 28.6305),20271272
2460,36005,NY,Bronx County,1,405516,Point(-75.5268 42.9538),19795791
2461,48277,TX,Lamar County,4,9751,Point(-99.3312 31.4757),27469114
2462,54027,WV,Hampshire County,3,3585,Point(-80.6227 38.6409),1844128
2463,48403,TX,Sabine County,9,1779,Point(-99.3312 31.4757),27469114
2464,50019,VT,Orleans County,7,4029,Point(-72.6658 44.0687),626042
2465,1019,AL,Cherokee County,8,4273,Point(-86.8287 32.7794),4858979
2466,37121,NC,Mitchell County,9,2444,Point(-79.5 35.5),10042802
2467,36033,NY,Franklin County,5,8235,Point(-75.5268 42.9538),19795791
2468,18035,IN,Delaware County,3,23202,Point(-86.2816 39.8942),6619680
2469,8031,CO,Denver County,1,95232,Point(-105.5478 38.9972),5456574
2470,30051,MT,Liberty County,9,467,Point(-109.6333 47.0527),1032949
2471,13015,GA,Bartow County,1,15442,Point(-83.437611111 32.662027777),10214860
2472,29211,MO,Sullivan County,9,1049,Point(-92.458 38.3566),6083672
2473,20085,KS,Jackson County,3,1173,Point(-98.3804 38.4937),2911641
2474,38105,ND,Williams County,7,2292,Point(-100.4659 47.4501),756927
2475,47185,TN,White County,7,4624,Point(-86.3505 35.858),6600299
2476,25027,MA,Worcester County,2,75902,Point(-71.8083 42.2596),6794422
2477,37125,NC,Moore County,4,10766,Point(-79.5 35.5),10042802
2478,18097,IN,Marion County,1,173996,Point(-86.2816 39.8942),6619680
2479,1081,AL,Lee County,3,28139,Point(-86.8287 32.7794),4858979
2480,19171,IA,Tama County,6,2063,Point(-93.496 42.0751),3046355
2481,13319,GA,Wilkinson County,8,1875,Point(-83.437611111 32.662027777),10214860
2482,48223,TX,Hopkins County,6,5492,Point(-99.3312 31.4757),27469114
2483,27127,MN,Redwood County,7,1359,Point(-94.3053 46.2807),5489594
2484,22077,LA,Pointe Coupee Parish,2,4332,,3976322
2485,21089,KY,Greenup County,2,6131,Point(-85.3021 37.5347),4425092
2486,12115,FL,Sarasota County,2,43904,Point(-82.4497 28.6305),20271272
2487,17157,IL,Randolph County,6,3850,Point(-89.1965 40.0417),12859995
2488,12086,FL,Miami-Dade County,1,487700,Point(-82.4497 28.6305),20271272
2489,20171,KS,Scott County,7,370,Point(-98.3804 38.4937),2911641
2490,27091,MN,Martin County,7,2363,Point(-94.3053 46.2807),5489594
2491,21097,KY,Harrison County,6,2820,Point(-85.3021 37.5347),4425092
2492,13179,GA,Liberty County,3,9184,Point(-83.437611111 32.662027777),10214860
2493,28003,MS,Alcorn County,7,6175,Point(-89.6678 32.7364),2992333
2494,48453,TX,Travis County,1,143948,Point(-99.3312 31.4757),27469114
2495,29145,MO,Newton County,3,8251,Point(-92.458 38.3566),6083672
2496,26063,MI,Huron County,7,4409,Point(-85.4102 44.3467),9922576
2497,39115,OH,Morgan County,6,2714,Point(-82.7937 40.2862),11613423
2498,29157,MO,Perry County,7,1941,Point(-92.458 38.3566),6083672
2499,48385,TX,Real County,9,609,Point(-99.3312 31.4757),27469114
2500,26051,MI,Gladwin County,6,4459,Point(-85.4102 44.3467),9922576
2501,31103,NE,Keya Paha County,9,127,Point(-99.7951 41.5378),1896190
2502,26055,MI,Grand Traverse County,5,8985,Point(-85.4102 44.3467),9922576
2503,51510,VA,Alexandria city,1,16096,Point(-78.8537 37.5215),8382993
2504,2150,AK,Kodiak Island Borough,7,991,Point(-152.2782 64.0685),738432
2505,23003,ME,Aroostook County,7,10804,Point(-69.2428 45.3695),1328361
2506,19063,IA,Emmet County,7,1002,Point(-93.496 42.0751),3046355
2507,36061,NY,New York County,1,274651,Point(-75.5268 42.9538),19795791
2508,41037,OR,Lake County,7,1122,Point(-120.5583 43.9336),4028977
2509,48471,TX,Walker County,4,12123,Point(-99.3312 31.4757),27469114
2510,39137,OH,Putnam County,6,2796,Point(-82.7937 40.2862),11613423
2511,5055,AR,Greene County,6,6709,Point(-92.4426 34.8938),2978204
2512,22067,LA,Morehouse Parish,6,7237,,3976322
2513,20103,KS,Leavenworth County,1,6464,Point(-98.3804 38.4937),2911641
2514,20093,KS,Kearny County,9,444,Point(-98.3804 38.4937),2911641
2515,19081,IA,Hancock County,7,947,Point(-93.496 42.0751),3046355
2516,29109,MO,Lawrence County,6,5613,Point(-92.458 38.3566),6083672
2517,25007,MA,Dukes County,7,1302,Point(-71.8083 42.2596),6794422
2518,13249,GA,Schley County,8,942,Point(-83.437611111 32.662027777),10214860
2519,55115,WI,Shawano County,6,4794,Point(-89.9941 44.6243),5771337
2520,46081,SD,Lawrence County,6,2907,,1394928
2521,38025,ND,Dunn County,9,420,Point(-100.4659 47.4501),756927
2522,47025,TN,Claiborne County,6,7735,Point(-86.3505 35.858),6600299
2523,37149,NC,Polk County,8,2912,Point(-79.5 35.5),10042802
2524,27153,MN,Todd County,6,2978,Point(-94.3053 46.2807),5489594
2525,20025,KS,Clark County,9,231,Point(-98.3804 38.4937),2911641
2526,19091,IA,Humboldt County,7,928,Point(-93.496 42.0751),3046355
2527,55021,WI,Columbia County,2,4561,Point(-89.9941 44.6243),5771337
2528,48013,TX,Atascosa County,1,7867,Point(-99.3312 31.4757),27469114
2529,31071,NE,Garfield County,9,249,Point(-99.7951 41.5378),1896190
2530,48355,TX,Nueces County,2,53441,Point(-99.3312 31.4757),27469114
2531,48323,TX,Maverick County,5,13759,Point(-99.3312 31.4757),27469114
2532,48227,TX,Howard County,5,5478,Point(-99.3312 31.4757),27469114
2533,17127,IL,Massac County,7,2972,Point(-89.1965 40.0417),12859995
2534,5133,AR,Sevier County,7,3465,Point(-92.4426 34.8938),2978204
2535,1077,AL,Lauderdale County,3,13739,Point(-86.8287 32.7794),4858979
2536,54009,WV,Brooke County,3,2955,Point(-80.6227 38.6409),1844128
2537,18045,IN,Fountain County,6,2145,Point(-86.2816 39.8942),6619680
2538,2290,AK,Yukon-Koyukuk Census Area,8,1266,Point(-152.2782 64.0685),738432
2539,55091,WI,Pepin County,8,823,Point(-89.9941 44.6243),5771337
2540,24039,MD,Somerset County,3,4992,Point(-76.7909 39.055),6006401
2541,48147,TX,Fannin County,6,5015,Point(-99.3312 31.4757),27469114
2542,48377,TX,Presidio County,7,1677,Point(-99.3312 31.4757),27469114
2543,36011,NY,Cayuga County,4,9236,Point(-75.5268 42.9538),19795791
2544,22097,LA,St. Landry Parish,4,21994,,3976322
2545,27033,MN,Cottonwood County,7,1346,Point(-94.3053 46.2807),5489594
2546,6071,CA,San Bernardino County,1,369012,Point(-119.4696 37.1841),39144818
2547,13261,GA,Sumter County,6,8290,Point(-83.437611111 32.662027777),10214860
2548,31065,NE,Furnas County,9,656,Point(-99.7951 41.5378),1896190
2549,13239,GA,Quitman County,9,632,Point(-83.437611111 32.662027777),10214860
2550,48159,TX,Franklin County,8,1659,Point(-99.3312 31.4757),27469114
2551,36069,NY,Ontario County,1,10240,Point(-75.5268 42.9538),19795791
2552,27161,MN,Waseca County,7,1661,Point(-94.3053 46.2807),5489594
2553,29085,MO,Hickory County,8,1767,Point(-92.458 38.3566),6083672
2554,46063,SD,Harding County,9,143,,1394928
2555,51071,VA,Giles County,3,2032,Point(-78.8537 37.5215),8382993
2556,39079,OH,Jackson County,7,5780,Point(-82.7937 40.2862),11613423
2557,29127,MO,Marion County,5,4000,Point(-92.458 38.3566),6083672
2558,25013,MA,Hampden County,2,74898,Point(-71.8083 42.2596),6794422
2559,28043,MS,Grenada County,7,4720,Point(-89.6678 32.7364),2992333
2560,41031,OR,Jefferson County,6,3838,Point(-120.5583 43.9336),4028977
2561,48241,TX,Jasper County,6,6652,Point(-99.3312 31.4757),27469114
2562,31057,NE,Dundy County,9,223,Point(-99.7951 41.5378),1896190
2563,24023,MD,Garrett County,6,3692,Point(-76.7909 39.055),6006401
2564,29131,MO,Miller County,6,4040,Point(-92.458 38.3566),6083672
2565,48045,TX,Briscoe County,9,226,Point(-99.3312 31.4757),27469114
2566,20143,KS,Ottawa County,9,618,Point(-98.3804 38.4937),2911641
2567,18119,IN,Owen County,3,2827,Point(-86.2816 39.8942),6619680
2568,6107,CA,Tulare County,2,112387,Point(-119.4696 37.1841),39144818
2569,18083,IN,Knox County,4,5952,Point(-86.2816 39.8942),6619680
2570,56029,WY,Park County,7,3173,Point(-107.5512 42.9957),586107
2571,22099,LA,St. Martin Parish,3,9830,,3976322
2572,53039,WA,Klickitat County,6,3269,Point(-120.4472 47.3826),7170351
2573,47047,TN,Fayette County,1,5655,Point(-86.3505 35.858),6600299
2574,24047,MD,Worcester County,4,5792,Point(-76.7909 39.055),6006401
2575,21157,KY,Marshall County,7,3734,Point(-85.3021 37.5347),4425092
2576,40063,OK,Hughes County,7,2978,Point(-97.4943 35.5889),3911338
2577,21151,KY,Madison County,4,17680,Point(-85.3021 37.5347),4425092
2578,22121,LA,West Baton Rouge Parish,2,4231,,3976322
2579,29031,MO,Cape Girardeau County,5,11371,Point(-92.458 38.3566),6083672
2580,48149,TX,Fayette County,6,2750,Point(-99.3312 31.4757),27469114
2581,20005,KS,Atchison County,6,2398,Point(-98.3804 38.4937),2911641
2582,5075,AR,Lawrence County,6,3207,Point(-92.4426 34.8938),2978204
2583,55067,WI,Langlade County,6,2681,Point(-89.9941 44.6243),5771337
2584,19135,IA,Monroe County,7,968,Point(-93.496 42.0751),3046355
2585,18053,IN,Grant County,4,12585,Point(-86.2816 39.8942),6619680
2586,53049,WA,Pacific County,7,3578,Point(-120.4472 47.3826),7170351
2587,47161,TN,Stewart County,3,2144,Point(-86.3505 35.858),6600299
2588,8049,CO,Grand County,8,1220,Point(-105.5478 38.9972),5456574
2589,2100,AK,Haines Borough,9,257,Point(-152.2782 64.0685),738432
2590,47141,TN,Putnam County,4,14046,Point(-86.3505 35.858),6600299
2591,13027,GA,Brooks County,3,3854,Point(-83.437611111 32.662027777),10214860
2592,48297,TX,Live Oak County,6,1874,Point(-99.3312 31.4757),27469114
2593,41045,OR,Malheur County,6,6222,Point(-120.5583 43.9336),4028977
2594,51683,VA,Manassas city,1,3980,Point(-78.8537 37.5215),8382993
2595,13029,GA,Bryan County,2,3456,Point(-83.437611111 32.662027777),10214860
2596,27115,MN,Pine County,6,3306,Point(-94.3053 46.2807),5489594
2597,48203,TX,Harrison County,4,11328,Point(-99.3312 31.4757),27469114
2598,37039,NC,Cherokee County,9,5057,Point(-79.5 35.5),10042802
2599,17013,IL,Calhoun County,1,585,Point(-89.1965 40.0417),12859995
2600,39145,OH,Scioto County,4,16051,Point(-82.7937 40.2862),11613423
2601,26143,MI,Roscommon County,7,4129,Point(-85.4102 44.3467),9922576
2602,35061,NM,Valencia County,2,13746,Point(-106.1126 34.4071),2085109
2603,19179,IA,Wapello County,5,5634,Point(-93.496 42.0751),3046355
2604,55003,WI,Ashland County,7,2179,Point(-89.9941 44.6243),5771337
2605,45033,SC,Dillon County,6,7757,Point(-80.8964 33.9169),4896146
2606,29143,MO,New Madrid County,7,4381,Point(-92.458 38.3566),6083672
2607,1073,AL,Jefferson County,1,98463,Point(-86.8287 32.7794),4858979
2608,48257,TX,Kaufman County,1,13328,Point(-99.3312 31.4757),27469114
2609,40037,OK,Creek County,2,10895,Point(-97.4943 35.5889),3911338
2610,48319,TX,Mason County,9,543,Point(-99.3312 31.4757),27469114
2611,20191,KS,Sumner County,2,3091,Point(-98.3804 38.4937),2911641
2612,29187,MO,St. Francois County,4,9726,Point(-92.458 38.3566),6083672
2613,22031,LA,De Soto Parish,2,5669,,3976322
2614,42003,PA,Allegheny County,1,137017,Point(-77.7996 40.8781),12802503
2615,47165,TN,Sumner County,1,17288,Point(-86.3505 35.858),6600299
2616,37017,NC,Bladen County,6,8794,Point(-79.5 35.5),10042802
2617,17173,IL,Shelby County,6,2521,Point(-89.1965 40.0417),12859995
2618,18075,IN,Jay County,6,2878,Point(-86.2816 39.8942),6619680
2619,13063,GA,Clayton County,1,57057,Point(-83.437611111 32.662027777),10214860
2620,29079,MO,Grundy County,7,1680,Point(-92.458 38.3566),6083672
2621,31003,NE,Antelope County,9,707,Point(-99.7951 41.5378),1896190
2622,19085,IA,Harrison County,2,1518,Point(-93.496 42.0751),3046355
2623,17055,IL,Franklin County,5,8276,Point(-89.1965 40.0417),12859995
2624,5017,AR,Chicot County,7,3066,Point(-92.4426 34.8938),2978204
2625,13073,GA,Columbia County,2,10512,Point(-83.437611111 32.662027777),10214860
2626,30067,MT,Park County,7,1877,Point(-109.6333 47.0527),1032949
2627,55059,WI,Kenosha County,1,21222,Point(-89.9941 44.6243),5771337
2628,2282,AK,Yakutat Borough,9,101,Point(-152.2782 64.0685),738432
2629,39091,OH,Logan County,4,5420,Point(-82.7937 40.2862),11613423
2630,18125,IN,Pike County,6,1392,Point(-86.2816 39.8942),6619680
2631,48059,TX,Callahan County,3,2032,Point(-99.3312 31.4757),27469114
2632,30077,MT,Powell County,7,929,Point(-109.6333 47.0527),1032949
2633,1023,AL,Choctaw County,9,2910,Point(-86.8287 32.7794),4858979
2634,47045,TN,Dyer County,5,7402,Point(-86.3505 35.858),6600299
2635,8089,CO,Otero County,6,4209,Point(-105.5478 38.9972),5456574
2636,21159,KY,Martin County,8,4115,Point(-85.3021 37.5347),4425092
2637,24011,MD,Caroline County,6,4955,Point(-76.7909 39.055),6006401
2638,28091,MS,Marion County,6,6614,Point(-89.6678 32.7364),2992333
2639,51690,VA,Martinsville city,4,3035,Point(-78.8537 37.5215),8382993
2640,51685,VA,Manassas Park city,1,1231,Point(-78.8537 37.5215),8382993
2641,51047,VA,Culpeper County,6,4766,Point(-78.8537 37.5215),8382993
2642,29183,MO,St. Charles County,1,20198,Point(-92.458 38.3566),6083672
2643,47011,TN,Bradley County,3,14448,Point(-86.3505 35.858),6600299
2644,48361,TX,Orange County,2,11751,Point(-99.3312 31.4757),27469114
2645,31079,NE,Hall County,5,7652,Point(-99.7951 41.5378),1896190
2646,19137,IA,Montgomery County,6,1287,Point(-93.496 42.0751),3046355
2647,41011,OR,Coos County,5,10946,Point(-120.5583 43.9336),4028977
2648,20027,KS,Clay County,7,819,Point(-98.3804 38.4937),2911641
2649,13233,GA,Polk County,6,7609,Point(-83.437611111 32.662027777),10214860
2650,44001,RI,Bristol County,1,3833,Point(-71.5562 41.6762),1056298
2651,34029,NJ,Ocean County,1,64493,Point(-74.6728 40.1907),8958013
2652,12043,FL,Glades County,6,2672,Point(-82.4497 28.6305),20271272
2653,13271,GA,Telfair County,7,3916,Point(-83.437611111 32.662027777),10214860
2654,27081,MN,Lincoln County,9,721,Point(-94.3053 46.2807),5489594
2655,21057,KY,Cumberland County,9,1679,Point(-85.3021 37.5347),4425092
2656,51750,VA,Radford city,3,3931,Point(-78.8537 37.5215),8382993
2657,51710,VA,Norfolk city,1,45219,Point(-78.8537 37.5215),8382993
2658,34027,NJ,Morris County,1,26615,Point(-74.6728 40.1907),8958013
2659,48105,TX,Crockett County,7,612,Point(-99.3312 31.4757),27469114
2660,34035,NJ,Somerset County,1,17318,Point(-74.6728 40.1907),8958013
2661,39067,OH,Harrison County,6,2521,Point(-82.7937 40.2862),11613423
2662,12085,FL,Martin County,2,17584,Point(-82.4497 28.6305),20271272
2663,53069,WA,Wahkiakum County,8,523,Point(-120.4472 47.3826),7170351
2664,27009,MN,Benton County,3,3345,Point(-94.3053 46.2807),5489594
2665,30087,MT,Rosebud County,9,1525,Point(-109.6333 47.0527),1032949
2666,16011,ID,Bingham County,6,6181,Point(-114.613 44.3509),1654930
2667,46067,SD,Hutchinson County,8,872,,1394928
2668,47115,TN,Marion County,2,5157,Point(-86.3505 35.858),6600299
2669,48009,TX,Archer County,3,909,Point(-99.3312 31.4757),27469114
2670,42055,PA,Franklin County,4,13779,Point(-77.7996 40.8781),12802503
2671,26005,MI,Allegan County,4,10303,Point(-85.4102 44.3467),9922576
2672,50011,VT,Franklin County,3,5053,Point(-72.6658 44.0687),626042
2673,20151,KS,Pratt County,7,1048,Point(-98.3804 38.4937),2911641
2674,34011,NJ,Cumberland County,3,26321,Point(-74.6728 40.1907),8958013
2675,40033,OK,Cotton County,6,994,Point(-97.4943 35.5889),3911338
2676,21043,KY,Carter County,6,5932,Point(-85.3021 37.5347),4425092
2677,21211,KY,Shelby County,1,5178,Point(-85.3021 37.5347),4425092
2678,51183,VA,Sussex County,1,2070,Point(-78.8537 37.5215),8382993
2679,21019,KY,Boyd County,2,8356,Point(-85.3021 37.5347),4425092
2680,31063,NE,Frontier County,9,312,Point(-99.7951 41.5378),1896190
2681,5095,AR,Monroe County,7,1909,Point(-92.4426 34.8938),2978204
2682,51530,VA,Buena Vista city,6,975,Point(-78.8537 37.5215),8382993
2683,16071,ID,Oneida County,8,563,Point(-114.613 44.3509),1654930
2684,28151,MS,Washington County,5,15883,Point(-89.6678 32.7364),2992333
2685,18025,IN,Crawford County,8,1797,Point(-86.2816 39.8942),6619680
2686,25003,MA,Berkshire County,3,13182,Point(-71.8083 42.2596),6794422
2687,20029,KS,Cloud County,7,1142,Point(-98.3804 38.4937),2911641
2688,13215,GA,Muscogee County,2,41006,Point(-83.437611111 32.662027777),10214860
2689,16029,ID,Caribou County,6,769,Point(-114.613 44.3509),1654930
2690,22069,LA,Natchitoches Parish,6,11773,,3976322
2691,22025,LA,Catahoula Parish,9,2485,,3976322
2692,13265,GA,Taliaferro County,8,457,Point(-83.437611111 32.662027777),10214860
2693,17089,IL,Kane County,1,55134,Point(-89.1965 40.0417),12859995
2694,48375,TX,Potter County,3,25040,Point(-99.3312 31.4757),27469114
2695,31033,NE,Cheyenne County,7,935,Point(-99.7951 41.5378),1896190
2696,21051,KY,Clay County,7,7945,Point(-85.3021 37.5347),4425092
2697,37095,NC,Hyde County,9,1067,Point(-79.5 35.5),10042802
2698,22087,LA,St. Bernard Parish,1,10604,,3976322
2699,51730,VA,Petersburg city,1,7884,Point(-78.8537 37.5215),8382993
2700,5021,AR,Clay County,7,2807,Point(-92.4426 34.8938),2978204
2701,18099,IN,Marshall County,6,5490,Point(-86.2816 39.8942),6619680
2702,51161,VA,Roanoke County,2,6774,Point(-78.8537 37.5215),8382993
2703,37181,NC,Vance County,4,10552,Point(-79.5 35.5),10042802
2704,21189,KY,Owsley County,9,1980,Point(-85.3021 37.5347),4425092
2705,35039,NM,Rio Arriba County,6,8953,Point(-106.1126 34.4071),2085109
2706,19095,IA,Iowa County,8,1156,Point(-93.496 42.0751),3046355
2707,5027,AR,Columbia County,7,5330,Point(-92.4426 34.8938),2978204
2708,17135,IL,Montgomery County,6,4220,Point(-89.1965 40.0417),12859995
2709,51093,VA,Isle of Wight County,1,3430,Point(-78.8537 37.5215),8382993
2710,51007,VA,Amelia County,1,1328,Point(-78.8537 37.5215),8382993
2711,55045,WI,Green County,6,3002,Point(-89.9941 44.6243),5771337
2712,17093,IL,Kendall County,1,5778,Point(-89.1965 40.0417),12859995
2713,12109,FL,St. Johns County,1,17838,Point(-82.4497 28.6305),20271272
2714,8057,CO,Jackson County,9,191,Point(-105.5478 38.9972),5456574
2715,48373,TX,Polk County,6,8845,Point(-99.3312 31.4757),27469114
2716,1093,AL,Marion County,8,5386,Point(-86.8287 32.7794),4858979
2717,21009,KY,Barren County,6,9397,Point(-85.3021 37.5347),4425092
2718,19187,IA,Webster County,5,4874,Point(-93.496 42.0751),3046355
2719,18165,IN,Vermillion County,3,2039,Point(-86.2816 39.8942),6619680
2720,25017,MA,Middlesex County,1,117964,Point(-71.8083 42.2596),6794422
2721,22039,LA,Evangeline Parish,6,9463,,3976322
2722,1009,AL,Blount County,1,8033,Point(-86.8287 32.7794),4858979
2723,30007,MT,Broadwater County,9,604,Point(-109.6333 47.0527),1032949
2724,45003,SC,Aiken County,2,28039,Point(-80.8964 33.9169),4896146
2725,54033,WV,Harrison County,5,9851,Point(-80.6227 38.6409),1844128
2726,47139,TN,Polk County,3,2670,Point(-86.3505 35.858),6600299
2727,21181,KY,Nicholas County,8,1376,Point(-85.3021 37.5347),4425092
2728,19109,IA,Kossuth County,7,1696,Point(-93.496 42.0751),3046355
2729,17185,IL,Wabash County,6,1529,Point(-89.1965 40.0417),12859995
2730,31135,NE,Perkins County,9,301,Point(-99.7951 41.5378),1896190
2731,45085,SC,Sumter County,3,21320,Point(-80.8964 33.9169),4896146
2732,48201,TX,Harris County,1,752261,Point(-99.3312 31.4757),27469114
2733,46013,SD,Brown County,5,4025,,1394928
2734,40145,OK,Wagoner County,2,8725,Point(-97.4943 35.5889),3911338
2735,22083,LA,Richland Parish,6,5299,,3976322
2736,16059,ID,Lemhi County,7,1351,Point(-114.613 44.3509),1654930
2737,1101,AL,Montgomery County,2,40760,Point(-86.8287 32.7794),4858979
2738,19141,IA,O'Brien County,7,1381,Point(-93.496 42.0751),3046355
2739,37197,NC,Yadkin County,2,5202,Point(-79.5 35.5),10042802
2740,36003,NY,Allegany County,7,7836,Point(-75.5268 42.9538),19795791
2741,19101,IA,Jefferson County,7,2311,Point(-93.496 42.0751),3046355
2742,22017,LA,Caddo Parish,2,63909,,3976322
2743,22119,LA,Webster Parish,6,9276,,3976322
2744,48003,TX,Andrews County,6,2073,Point(-99.3312 31.4757),27469114
2745,37045,NC,Cleveland County,4,19594,Point(-79.5 35.5),10042802
