d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,capital
1689,37127,NC,Nash County,3,15151,Raleigh
1690,50021,VT,Rutland County,5,7591,Montpelier
1691,21197,KY,Powell County,6,3185,Frankfort
1692,37041,NC,Chowan County,7,2665,Raleigh
1693,48489,TX,Willacy County,6,7076,Austin
1694,27035,MN,Crow Wing County,5,6975,Saint Paul
1695,41041,OR,Lincoln County,4,9289,Salem
1696,31167,NE,Stanton County,9,449,Lincoln
1697,55105,WI,Rock County,3,20393,Madison
1698,36007,NY,Broome County,2,30417,Albany
1699,28017,MS,Chickasaw County,7,3715,Jackson
1700,36081,NY,Queens County,1,307866,Albany
1701,40139,OK,Texas County,7,2861,Oklahoma City
1702,42115,PA,Susquehanna County,6,5117,Harrisburg
1703,22113,LA,Vermilion Parish,4,11669,
1704,20163,KS,Rooks County,9,592,Topeka
1705,54095,WV,Tyler County,6,1431,Charleston
1706,51149,VA,Prince George County,1,3176,Richmond
1707,13033,GA,Burke County,2,5986,Atlanta
1708,16079,ID,Shoshone County,6,2319,Boise
1709,20133,KS,Neosho County,7,2552,Topeka
1710,18027,IN,Daviess County,7,4609,Indianapolis
1711,13101,GA,Echols County,3,913,Atlanta
1712,31081,NE,Hamilton County,7,697,Lincoln
1713,8105,CO,Rio Grande County,7,1972,Denver
1714,5079,AR,Lincoln County,3,2726,Little Rock
1715,12017,FL,Citrus County,4,23472,Tallahassee
1716,48387,TX,Red River County,6,2057,Austin
1717,41019,OR,Douglas County,4,16692,Salem
1718,22117,LA,Washington Parish,6,12371,
1719,28115,MS,Pontotoc County,7,5725,Jackson
1720,1005,AL,Barbour County,6,6787,Montgomery
1721,31129,NE,Nuckolls County,9,525,Lincoln
1722,16063,ID,Lincoln County,9,665,Boise
1723,46111,SD,Sanborn County,9,268,
1724,12051,FL,Hendry County,4,9712,Tallahassee
1725,37179,NC,Union County,1,20266,Raleigh
1726,48039,TX,Brazoria County,1,34053,Austin
1727,20087,KS,Jefferson County,3,1765,Topeka
1728,8051,CO,Gunnison County,7,2128,Denver
1729,12123,FL,Taylor County,6,4291,Tallahassee
1730,47069,TN,Hardeman County,6,5443,Nashville
1731,28137,MS,Tate County,1,4648,Jackson
1732,8063,CO,Kit Carson County,7,1023,Denver
1733,18011,IN,Boone County,1,4481,Indianapolis
1734,55133,WI,Waukesha County,1,20315,Madison
1735,8011,CO,Bent County,7,1358,Denver
1736,51800,VA,Suffolk city,1,10303,Richmond
1737,13191,GA,McIntosh County,3,2847,Atlanta
1738,36111,NY,Ulster County,3,23815,Albany
1739,41021,OR,Gilliam County,9,223,Salem
1740,39019,OH,Carroll County,2,3475,Columbus
1741,45057,SC,Lancaster County,4,11381,Columbia
1742,48279,TX,Lamb County,6,2803,Austin
1743,51540,VA,Charlottesville city,3,10235,Richmond
1744,55089,WI,Ozaukee County,1,4626,Madison
1745,22115,LA,Vernon Parish,4,7191,
1746,42077,PA,Lehigh County,2,48796,Harrisburg
1747,8021,CO,Conejos County,9,1836,Denver
1748,13065,GA,Clinch County,6,1752,Atlanta
1749,16001,ID,Ada County,2,46600,Boise
1750,24015,MD,Cecil County,1,10099,Annapolis
1751,18095,IN,Madison County,3,21548,Indianapolis
1752,9015,CT,Windham County,4,13297,Hartford
1753,36099,NY,Seneca County,6,4322,Albany
1754,20023,KS,Cheyenne County,9,292,Topeka
1755,22049,LA,Jackson Parish,6,3122,
1756,28109,MS,Pearl River County,6,10031,Jackson
1757,54105,WV,Wirt County,3,1049,Charleston
1758,1031,AL,Coffee County,6,7271,Montgomery
1759,39125,OH,Paulding County,6,2004,Columbus
1760,18061,IN,Harrison County,1,3997,Indianapolis
1761,28051,MS,Holmes County,6,7249,Jackson
1762,48481,TX,Wharton County,4,7163,Austin
1763,20199,KS,Wallace County,9,179,Topeka
1764,41009,OR,Columbia County,1,5537,Salem
1765,29125,MO,Maries County,8,1331,Jefferson City
1766,48265,TX,Kerr County,4,7348,Austin
1767,29147,MO,Nodaway County,6,3251,Jefferson City
1768,48037,TX,Bowie County,3,16884,Austin
1769,12097,FL,Osceola County,1,49326,Tallahassee
1770,20201,KS,Washington County,9,588,Topeka
1771,6003,CA,Alpine County,8,199,Sacramento
1772,20207,KS,Woodson County,9,571,Topeka
1773,39173,OH,Wood County,2,14060,Columbus
1774,24017,MD,Charles County,1,11536,Annapolis
1775,37153,NC,Richmond County,4,10900,Raleigh
1776,48069,TX,Castro County,6,1372,Austin
1777,22029,LA,Concordia Parish,7,5239,
1778,6013,CA,Contra Costa County,1,97573,Sacramento
1779,17061,IL,Greene County,6,1928,Springfield
1780,35001,NM,Bernalillo County,2,107909,Santa Fe
1781,23009,ME,Hancock County,6,5877,Augusta
1782,23023,ME,Sagadahoc County,2,3245,Augusta
1783,47147,TN,Robertson County,1,7061,Nashville
1784,44005,RI,Newport County,1,7120,Providence
1785,17051,IL,Fayette County,6,3013,Springfield
1786,29073,MO,Gasconade County,6,1758,Jefferson City
1787,28143,MS,Tunica County,1,3164,Jackson
1788,13039,GA,Camden County,4,7573,Atlanta
1789,21015,KY,Boone County,1,9662,Frankfort
1790,20105,KS,Lincoln County,9,373,Topeka
1791,12113,FL,Santa Rosa County,2,17308,Tallahassee
1792,42107,PA,Schuylkill County,4,17479,Harrisburg
1793,42067,PA,Juniata County,6,2490,Harrisburg
1794,17009,IL,Brown County,7,774,Springfield
1795,39081,OH,Jefferson County,3,10469,Columbus
1796,18071,IN,Jackson County,4,5677,Indianapolis
1797,19087,IA,Henry County,7,2279,Des Moines
1798,48261,TX,Kenedy County,9,65,Austin
1799,17197,IL,Will County,1,48627,Springfield
1800,45025,SC,Chesterfield County,6,9310,Columbia
1801,5061,AR,Howard County,7,2455,Little Rock
1802,48095,TX,Concho County,8,682,Austin
1803,17079,IL,Jasper County,7,1009,Springfield
1804,12041,FL,Gilchrist County,3,2825,Tallahassee
1805,35029,NM,Luna County,6,6601,Santa Fe
1806,13017,GA,Ben Hill County,7,4467,Atlanta
1807,46135,SD,Yankton County,7,2428,
1808,22005,LA,Ascension Parish,2,12864,
1809,37081,NC,Guilford County,2,92205,Raleigh
1810,51023,VA,Botetourt County,2,2560,Richmond
1811,18039,IN,Elkhart County,3,26390,Indianapolis
1812,21105,KY,Hickman County,9,884,Frankfort
1813,39053,OH,Gallia County,6,5995,Columbus
1814,42011,PA,Berks County,2,52766,Harrisburg
1815,48399,TX,Runnels County,6,1766,Austin
1816,29169,MO,Pulaski County,5,6044,Jefferson City
1817,51147,VA,Prince Edward County,6,4274,Richmond
1818,30005,MT,Blaine County,9,1581,Helena
1819,54055,WV,Mercer County,5,11978,Charleston
1820,48245,TX,Jefferson County,2,47920,Austin
1821,22011,LA,Beauregard Parish,6,5243,
1822,13169,GA,Jones County,3,3482,Atlanta
1823,29167,MO,Polk County,2,5004,Jefferson City
1824,25025,MA,Suffolk County,1,143799,Boston
1825,51083,VA,Halifax County,6,6380,Richmond
1826,55119,WI,Taylor County,6,2376,Madison
1827,47075,TN,Haywood County,6,3530,Nashville
1828,29063,MO,DeKalb County,3,1429,Jefferson City
1829,37155,NC,Robeson County,4,35835,Raleigh
1830,21235,KY,Whitley County,7,10026,Frankfort
1831,17143,IL,Peoria County,2,27254,Springfield
1832,50025,VT,Windham County,6,5318,Montpelier
1833,12049,FL,Hardee County,6,6081,Tallahassee
1834,6069,CA,San Benito County,1,6206,Sacramento
1835,30047,MT,Lake County,6,5645,Helena
1836,27067,MN,Kandiyohi County,4,4815,Saint Paul
1837,48233,TX,Hutchinson County,6,2783,Austin
1838,51720,VA,Norton city,7,875,Richmond
1839,30001,MT,Beaverhead County,7,1291,Helena
1840,38097,ND,Traill County,8,642,Bismarck
1841,36089,NY,St. Lawrence County,5,17225,Albany
1842,48249,TX,Jim Wells County,4,9459,Austin
1843,19067,IA,Floyd County,7,2004,Des Moines
1844,21161,KY,Mason County,6,3256,Frankfort
1845,46069,SD,Hyde County,9,122,
1846,8069,CO,Larimer County,2,37023,Denver
1847,45089,SC,Williamsburg County,6,9141,Columbia
1848,19165,IA,Shelby County,6,1037,Des Moines
1849,4019,AZ,Pima County,2,180513,Phoenix
1850,29049,MO,Clinton County,1,2089,Jefferson City
1851,51091,VA,Highland County,9,293,Richmond
1852,5131,AR,Sebastian County,2,21232,Little Rock
1853,5003,AR,Ashley County,7,3636,Little Rock
1854,41005,OR,Clackamas County,1,35366,Salem
1855,29089,MO,Howard County,3,1484,Jefferson City
1856,56019,WY,Johnson County,7,737,Cheyenne
1857,36009,NY,Cattaraugus County,4,11014,Albany
1858,44009,RI,Washington County,1,11789,Providence
1859,39135,OH,Preble County,2,4494,Columbus
1860,37141,NC,Pender County,2,8683,Raleigh
1861,40031,OK,Comanche County,3,18024,Oklahoma City
1862,39149,OH,Shelby County,4,4490,Columbus
1863,48507,TX,Zavala County,7,3991,Austin
1864,47059,TN,Greene County,6,11398,Nashville
1865,54089,WV,Summers County,7,2921,Charleston
1866,37131,NC,Northampton County,9,4319,Raleigh
1867,8111,CO,San Juan County,9,107,Denver
1868,18043,IN,Floyd County,1,7759,Indianapolis
1869,2068,AK,Denali Borough,8,121,Juneau
1870,29095,MO,Jackson County,1,105697,Jefferson City
1871,46051,SD,Grant County,7,705,
1872,48329,TX,Midland County,3,15599,Austin
1873,54061,WV,Monongalia County,3,18202,Charleston
1874,13201,GA,Miller County,8,1340,Atlanta
1875,45031,SC,Darlington County,3,13878,Columbia
1876,29107,MO,Lafayette County,1,4057,Jefferson City
1877,48313,TX,Madison County,6,1993,Austin
1878,36101,NY,Steuben County,4,12546,Albany
1879,29075,MO,Gentry County,8,952,Jefferson City
1880,55103,WI,Richland County,6,2296,Madison
1881,33009,NH,Grafton County,5,8463,Concord
1882,29027,MO,Callaway County,3,4754,Jefferson City
1883,23001,ME,Androscoggin County,3,13210,Augusta
1884,48101,TX,Cottle County,9,300,Austin
1885,38079,ND,Rolette County,9,3861,Bismarck
1886,48417,TX,Shackelford County,8,489,Austin
1887,40099,OK,Murray County,7,1816,Oklahoma City
1888,45027,SC,Clarendon County,6,8045,Columbia
1889,46055,SD,Haakon County,8,209,
1890,13049,GA,Charlton County,6,2725,Atlanta
1891,18133,IN,Putnam County,1,4080,Indianapolis
1892,47177,TN,Warren County,6,7736,Nashville
1893,42105,PA,Potter County,9,2335,Harrisburg
1894,41049,OR,Morrow County,6,1668,Salem
1895,4012,AZ,La Paz County,6,4976,Phoenix
1896,27051,MN,Grant County,9,700,Saint Paul
1897,47157,TN,Shelby County,1,190199,Nashville
1898,18105,IN,Monroe County,3,30977,Indianapolis
1899,19047,IA,Crawford County,6,2345,Des Moines
1900,51175,VA,Southampton County,6,2544,Richmond
1901,46091,SD,Marshall County,9,508,
1902,48431,TX,Sterling County,8,169,Austin
1903,29117,MO,Livingston County,6,2350,Jefferson City
1904,40047,OK,Garfield County,5,8920,Oklahoma City
1905,41013,OR,Crook County,6,3192,Salem
1906,54051,WV,Marshall County,3,5445,Charleston
1907,5085,AR,Lonoke County,2,8881,Little Rock
1908,37161,NC,Rutherford County,4,12096,Raleigh
1909,47051,TN,Franklin County,6,6143,Nashville
1910,39073,OH,Hocking County,6,4054,Columbus
1911,27015,MN,Brown County,7,1993,Saint Paul
1912,18003,IN,Allen County,2,54642,Indianapolis
1913,19071,IA,Fremont County,8,790,Des Moines
1914,31161,NE,Sheridan County,9,831,Lincoln
1915,27157,MN,Wabasha County,3,1595,Saint Paul
1916,36047,NY,Kings County,1,535092,Albany
1917,46075,SD,Jones County,9,120,
1918,40061,OK,Haskell County,6,2673,Oklahoma City
1919,30015,MT,Chouteau County,8,895,Helena
1920,47101,TN,Lewis County,6,2163,Nashville
1921,53055,WA,San Juan County,9,1599,Olympia
1922,18021,IN,Clay County,3,3666,Indianapolis
1923,29045,MO,Clark County,9,1020,Jefferson City
1924,49021,UT,Iron County,4,9021,Salt Lake City
1925,20079,KS,Harvey County,2,3528,Topeka
1926,28059,MS,Jackson County,3,24525,Jackson
1927,31121,NE,Merrick County,7,797,Lincoln
1928,20047,KS,Edwards County,9,325,Topeka
1929,13147,GA,Hart County,6,4286,Atlanta
1930,40117,OK,Pawnee County,2,2696,Oklahoma City
1931,40143,OK,Tulsa County,2,99417,Oklahoma City
1932,46121,SD,Todd County,9,4928,
1933,37157,NC,Rockingham County,2,16352,Raleigh
1934,5123,AR,St. Francis County,6,6973,Little Rock
1935,18079,IN,Jennings County,6,3478,Indianapolis
1936,53043,WA,Lincoln County,8,1279,Olympia
1937,27005,MN,Becker County,6,4200,Saint Paul
1938,46107,SD,Potter County,9,219,
1939,1053,AL,Escambia County,6,8020,Montgomery
1940,54065,WV,Morgan County,3,2079,Charleston
1941,37027,NC,Caldwell County,2,13697,Raleigh
1942,31009,NE,Blaine County,9,75,Lincoln
1943,30061,MT,Mineral County,8,737,Helena
1944,16085,ID,Valley County,8,998,Boise
1945,28013,MS,Calhoun County,7,3146,Jackson
1946,21021,KY,Boyle County,7,4562,Frankfort
1947,23011,ME,Kennebec County,4,16479,Augusta
1948,31105,NE,Kimball County,6,468,Lincoln
1949,21107,KY,Hopkins County,4,8154,Frankfort
1950,1067,AL,Henry County,3,3159,Montgomery
1951,38039,ND,Griggs County,9,213,Bismarck
1952,48303,TX,Lubbock County,3,55089,Austin
1953,27143,MN,Sibley County,8,1328,Saint Paul
1954,1083,AL,Limestone County,2,11511,Montgomery
1955,36109,NY,Tompkins County,3,17022,Albany
1956,46119,SD,Sully County,9,102,
1957,45079,SC,Richland County,2,61910,Columbia
1958,48423,TX,Smith County,3,34487,Austin
1959,51660,VA,Harrisonburg city,3,12919,Richmond
1960,38041,ND,Hettinger County,9,256,Bismarck
1961,38003,ND,Barnes County,6,1137,Bismarck
1962,17041,IL,Douglas County,6,1895,Springfield
1963,22051,LA,Jefferson Parish,1,69610,
1964,1057,AL,Fayette County,6,3307,Montgomery
1965,13121,GA,Fulton County,1,159400,Atlanta
1966,17153,IL,Pulaski County,9,1183,Springfield
1967,42057,PA,Fulton County,8,1527,Harrisburg
1968,13227,GA,Pickens County,1,3447,Atlanta
1969,26067,MI,Ionia County,2,8487,Lansing
1970,26153,MI,Schoolcraft County,7,1162,Lansing
1971,48283,TX,La Salle County,6,1561,Austin
1972,47109,TN,McNairy County,6,5623,Nashville
1973,27149,MN,Stevens County,7,969,Saint Paul
1974,26159,MI,Van Buren County,2,12282,Lansing
1975,6111,CA,Ventura County,2,81792,Sacramento
1976,16013,ID,Blaine County,7,2128,Boise
1977,13281,GA,Towns County,9,1558,Atlanta
1978,56001,WY,Albany County,4,6229,Cheyenne
1979,26015,MI,Barry County,2,4932,Lansing
1980,22063,LA,Livingston Parish,2,17396,
1981,37043,NC,Clay County,9,1647,Raleigh
1982,18059,IN,Hancock County,1,5327,Indianapolis
1983,18089,IN,Lake County,1,79529,Indianapolis
1984,49015,UT,Emery County,9,1263,Salt Lake City
1985,32019,NV,Lyon County,6,6289,Carson City
1986,1117,AL,Shelby County,1,16406,Montgomery
1987,17085,IL,Jo Daviess County,6,2145,Springfield
1988,23021,ME,Piscataquis County,8,3136,Augusta
1989,45001,SC,Abbeville County,6,3689,Columbia
1990,17007,IL,Boone County,2,5071,Springfield
1991,26157,MI,Tuscola County,6,7148,Lansing
1992,27159,MN,Wadena County,7,1952,Saint Paul
1993,48443,TX,Terrell County,9,152,Austin
1994,48475,TX,Ward County,6,1464,Austin
1995,39011,OH,Auglaize County,4,4165,Columbus
1996,54073,WV,Pleasants County,3,987,Charleston
1997,20115,KS,Marion County,6,1271,Topeka
1998,51595,VA,Emporia city,6,1172,Richmond
1999,26049,MI,Genesee County,2,81761,Lansing
2000,20045,KS,Douglas County,3,17501,Topeka
2001,48293,TX,Limestone County,6,4608,Austin
2002,26109,MI,Menominee County,7,2965,Lansing
2003,47183,TN,Weakley County,7,6591,Nashville
2004,54047,WV,McDowell County,7,6882,Charleston
2005,41057,OR,Tillamook County,6,3300,Salem
2006,47153,TN,Sequatchie County,2,2598,Nashville
2007,48127,TX,Dimmit County,6,2940,Austin
2008,22071,LA,Orleans Parish,1,91421,
2009,48049,TX,Brown County,5,6217,Austin
2010,18031,IN,Decatur County,6,3021,Indianapolis
2011,48497,TX,Wise County,1,7591,Austin
2012,21071,KY,Floyd County,7,11137,Frankfort
2013,18109,IN,Morgan County,1,7254,Indianapolis
2014,29139,MO,Montgomery County,8,1739,Jefferson City
2015,37111,NC,McDowell County,6,8050,Raleigh
2016,47093,TN,Knox County,2,65480,Nashville
2017,40039,OK,Custer County,7,4984,Oklahoma City
2018,39059,OH,Guernsey County,6,7161,Columbus
2019,13267,GA,Tattnall County,6,6108,Atlanta
2020,2164,AK,Lake and Peninsula Borough,9,325,Juneau
2021,49031,UT,Piute County,9,253,Salt Lake City
2022,27001,MN,Aitkin County,8,2010,Saint Paul
2023,55075,WI,Marinette County,6,4916,Madison
2024,20065,KS,Graham County,9,311,Topeka
2025,28019,MS,Choctaw County,9,1881,Jackson
2026,30111,MT,Yellowstone County,3,13581,Helena
2027,51155,VA,Pulaski County,3,4758,Richmond
2028,22003,LA,Allen Parish,6,4588,
2029,5089,AR,Marion County,9,3342,Little Rock
2030,56009,WY,Converse County,6,1272,Cheyenne
2031,18167,IN,Vigo County,3,17567,Indianapolis
2032,12031,FL,Duval County,1,131327,Tallahassee
2033,1013,AL,Butler County,6,4880,Montgomery
2034,38035,ND,Grand Forks County,3,9318,Bismarck
2035,20123,KS,Mitchell County,7,712,Topeka
2036,19079,IA,Hamilton County,6,1383,Des Moines
2037,18087,IN,Lagrange County,6,3851,Indianapolis
2038,20055,KS,Finney County,5,5155,Topeka
2039,13175,GA,Laurens County,6,11931,Atlanta
2040,6001,CA,Alameda County,1,173386,Sacramento
2041,5117,AR,Prairie County,8,1441,Little Rock
2042,29093,MO,Iron County,6,2184,Jefferson City
2043,13141,GA,Hancock County,7,2453,Atlanta
2044,46033,SD,Custer County,8,882,
2045,13221,GA,Oglethorpe County,3,2272,Atlanta
2046,19061,IA,Dubuque County,3,9738,Des Moines
2047,22073,LA,Ouachita Parish,3,37014,
2048,27007,MN,Beltrami County,7,8070,Saint Paul
2049,22009,LA,Avoyelles Parish,6,9758,
2050,26125,MI,Oakland County,1,106650,Lansing
2051,12027,FL,DeSoto County,6,9323,Tallahassee
2052,35003,NM,Catron County,9,810,Santa Fe
2053,49019,UT,Grand County,7,1202,Salt Lake City
2054,38047,ND,Logan County,9,238,Bismarck
2055,36073,NY,Orleans County,1,5905,Albany
2056,10003,DE,New Castle County,1,61319,Dover
2057,19099,IA,Jasper County,6,3542,Des Moines
2058,24031,MD,Montgomery County,1,71252,Annapolis
2059,47007,TN,Bledsoe County,8,2889,Nashville
2060,48415,TX,Scurry County,7,2377,Austin
2061,48011,TX,Armstrong County,3,197,Austin
2062,29009,MO,Barry County,6,7560,Jefferson City
2063,18173,IN,Warrick County,2,4615,Indianapolis
2064,19033,IA,Cerro Gordo County,5,4907,Des Moines
2065,1109,AL,Pike County,6,7793,Montgomery
2066,37073,NC,Gates County,8,1731,Raleigh
2067,48379,TX,Rains County,8,1657,Austin
2068,42045,PA,Delaware County,1,58546,Harrisburg
2069,31107,NE,Knox County,9,1076,Lincoln
2070,51735,VA,Poquoson city,1,650,Richmond
2071,21001,KY,Adair County,7,4633,Frankfort
2072,42041,PA,Cumberland County,2,18620,Harrisburg
2073,27173,MN,Yellow Medicine County,9,963,Saint Paul
2074,18155,IN,Switzerland County,8,1780,Indianapolis
2075,51580,VA,Covington city,6,862,Richmond
2076,8091,CO,Ouray County,9,426,Denver
2077,48491,TX,Williamson County,1,30201,Austin
2078,13095,GA,Dougherty County,3,26389,Atlanta
2079,18063,IN,Hendricks County,1,9008,Indianapolis
2080,20139,KS,Osage County,3,1707,Topeka
2081,21005,KY,Anderson County,6,2335,Frankfort
2082,51630,VA,Fredericksburg city,1,3755,Richmond
2083,40009,OK,Beckham County,7,3515,Oklahoma City
2084,12023,FL,Columbia County,6,11449,Tallahassee
2085,27151,MN,Swift County,7,942,Saint Paul
2086,31153,NE,Sarpy County,2,10294,Lincoln
2087,21199,KY,Pulaski County,5,11876,Frankfort
2088,12055,FL,Highlands County,4,19035,Tallahassee
2089,5083,AR,Logan County,6,3867,Little Rock
2090,51163,VA,Rockbridge County,6,2735,Richmond
2091,22001,LA,Acadia Parish,4,14228,
2092,19131,IA,Mitchell County,7,1064,Des Moines
2093,20169,KS,Saline County,5,6426,Topeka
2094,48125,TX,Dickens County,8,406,Austin
2095,17145,IL,Perry County,7,2953,Springfield
2096,21031,KY,Butler County,8,2234,Frankfort
2097,47061,TN,Grundy County,8,2969,Nashville
2098,48237,TX,Jack County,6,1315,Austin
2099,49017,UT,Garfield County,9,524,Salt Lake City
2100,36115,NY,Washington County,3,6479,Albany
2101,51840,VA,Winchester city,3,3966,Richmond
2102,24035,MD,Queen Anne's County,1,3528,Annapolis
2103,38013,ND,Burke County,9,196,Bismarck
2104,1049,AL,DeKalb County,6,14362,Montgomery
2105,54007,WV,Braxton County,8,2998,Charleston
2106,40003,OK,Alfalfa County,9,750,Oklahoma City
2107,40107,OK,Okfuskee County,6,2792,Oklahoma City
2108,46109,SD,Roberts County,9,1801,
2109,19185,IA,Wayne County,9,1134,Des Moines
2110,51015,VA,Augusta County,4,6590,Richmond
2111,20113,KS,McPherson County,6,2704,Topeka
2112,53047,WA,Okanogan County,6,8082,Olympia
2113,55129,WI,Washburn County,6,1953,Madison
2114,13007,GA,Baker County,3,871,Atlanta
2115,48219,TX,Hockley County,6,3817,Austin
2116,42131,PA,Wyoming County,2,3021,Harrisburg
2117,40127,OK,Pushmataha County,9,2402,Oklahoma City
2118,20109,KS,Logan County,9,275,Topeka
2119,48367,TX,Parker County,1,11838,Austin
2120,55031,WI,Douglas County,2,5733,Madison
2121,27049,MN,Goodhue County,4,3513,Saint Paul
2122,37101,NC,Johnston County,2,25065,Raleigh
2123,20107,KS,Linn County,1,1569,Topeka
2124,16043,ID,Fremont County,6,2062,Boise
2125,36065,NY,Oneida County,2,35553,Albany
2126,48047,TX,Brooks County,6,2299,Austin
2127,30107,MT,Wheatland County,9,390,Helena
2128,41039,OR,Lane County,2,66339,Salem
2129,35006,NM,Cibola County,6,6712,Santa Fe
2130,28071,MS,Lafayette County,6,9851,Jackson
2131,51620,VA,Franklin city,6,1491,Richmond
2132,21053,KY,Clinton County,9,2538,Frankfort
2133,37089,NC,Henderson County,2,13707,Raleigh
2134,46007,SD,Bennett County,9,1159,
2135,5041,AR,Desha County,6,3125,Little Rock
2136,47073,TN,Hawkins County,3,10717,Nashville
2137,27079,MN,Le Sueur County,6,2289,Saint Paul
2138,12083,FL,Marion County,2,58992,Tallahassee
2139,19089,IA,Howard County,7,900,Des Moines
2140,30095,MT,Stillwater County,8,784,Helena
2141,20205,KS,Wilson County,7,1402,Topeka
2142,12095,FL,Orange County,1,209800,Tallahassee
2143,12063,FL,Jackson County,6,9045,Tallahassee
2144,40069,OK,Johnston County,7,2355,Oklahoma City
2145,48289,TX,Leon County,8,3090,Austin
2146,18041,IN,Fayette County,7,4071,Indianapolis
2147,40075,OK,Kiowa County,6,1981,Oklahoma City
2148,1021,AL,Chilton County,1,7960,Montgomery
2149,48025,TX,Bee County,4,6798,Austin
2150,39159,OH,Union County,1,3194,Columbus
2151,36025,NY,Delaware County,6,7613,Albany
2152,19021,IA,Buena Vista County,7,2338,Des Moines
2153,51165,VA,Rockingham County,3,7575,Richmond
2154,4007,AZ,Gila County,4,10678,Phoenix
2155,5047,AR,Franklin County,2,3103,Little Rock
2156,45077,SC,Pickens County,2,17297,Columbia
2157,54101,WV,Webster County,9,2564,Charleston
2158,37033,NC,Caswell County,8,4265,Raleigh
2159,47169,TN,Trousdale County,1,1244,Nashville
2160,37097,NC,Iredell County,4,18166,Raleigh
2161,42027,PA,Centre County,3,24173,Harrisburg
2162,36087,NY,Rockland County,1,46260,Albany
2163,31021,NE,Burt County,8,683,Lincoln
2164,13273,GA,Terrell County,3,2695,Atlanta
2165,36071,NY,Orange County,2,46624,Albany
2166,26105,MI,Mason County,7,4355,Lansing
2167,20137,KS,Norton County,7,640,Topeka
2168,22027,LA,Claiborne Parish,7,4593,
2169,13077,GA,Coweta County,1,13867,Atlanta
2170,20081,KS,Haskell County,9,402,Topeka
2171,44003,RI,Kent County,1,15726,Providence
2172,13193,GA,Macon County,6,3701,Atlanta
2173,38103,ND,Wells County,9,419,Bismarck
2174,42091,PA,Montgomery County,1,49697,Harrisburg
2175,31089,NE,Holt County,7,1063,Lincoln
2176,45019,SC,Charleston County,2,57691,Columbia
2177,28153,MS,Wayne County,7,5145,Jackson
2178,24033,MD,Prince George's County,1,81629,Annapolis
2179,31043,NE,Dakota County,3,2405,Lincoln
2180,51187,VA,Warren County,1,3922,Richmond
2181,37173,NC,Swain County,8,2357,Raleigh
2182,40053,OK,Grant County,9,581,Oklahoma City
2183,19075,IA,Grundy County,3,768,Des Moines
2184,38027,ND,Eddy County,9,229,Bismarck
2185,54025,WV,Greenbrier County,7,5520,Charleston
2186,26047,MI,Emmet County,7,3841,Lansing
2187,49029,UT,Morgan County,2,493,Salt Lake City
2188,48439,TX,Tarrant County,1,270348,Austin
2189,21119,KY,Knott County,9,5659,Frankfort
2190,37009,NC,Ashe County,9,4307,Raleigh
2191,17053,IL,Ford County,3,1472,Springfield
2192,27021,MN,Cass County,9,4445,Saint Paul
2193,54059,WV,Mingo County,6,6902,Charleston
2194,40023,OK,Choctaw County,7,3922,Oklahoma City
2195,48117,TX,Deaf Smith County,6,3177,Austin
2196,34009,NJ,Cape May County,3,10964,Trenton
2197,55085,WI,Oneida County,7,3352,Madison
2198,5051,AR,Garland County,3,17037,Little Rock
2199,2122,AK,Kenai Peninsula Borough,7,6835,Juneau
2200,39031,OH,Coshocton County,6,4581,Columbus
2201,18067,IN,Howard County,3,12011,Indianapolis
2202,27013,MN,Blue Earth County,5,9397,Saint Paul
2203,36059,NY,Nassau County,1,82192,Albany
2204,46103,SD,Pennington County,3,15515,
2205,48173,TX,Glasscock County,8,114,Austin
2206,27129,MN,Renville County,9,1412,Saint Paul
2207,36067,NY,Onondaga County,2,65822,Albany
2208,27023,MN,Chippewa County,7,1066,Saint Paul
2209,54037,WV,Jefferson County,1,5563,Charleston
2210,51003,VA,Albemarle County,3,8524,Richmond
2211,12121,FL,Suwannee County,6,8244,Tallahassee
2212,37049,NC,Craven County,5,15047,Raleigh
2213,12039,FL,Gadsden County,2,8906,Tallahassee
2214,46015,SD,Brule County,9,652,
2215,46115,SD,Spink County,7,676,
2216,30025,MT,Fallon County,9,262,Helena
2217,22023,LA,Cameron Parish,3,841,
2218,53021,WA,Franklin County,3,12972,Olympia
2219,37119,NC,Mecklenburg County,1,127889,Raleigh
2220,46035,SD,Davison County,7,2069,
2221,54081,WV,Raleigh County,4,12684,Charleston
2222,27069,MN,Kittson County,9,466,Saint Paul
2223,12011,FL,Broward County,1,256027,Tallahassee
2224,30055,MT,McCone County,9,261,Helena
2225,48089,TX,Colorado County,6,2985,Austin
2226,39047,OH,Fayette County,6,4489,Columbus
2227,41035,OR,Klamath County,5,12408,Salem
2228,31051,NE,Dixon County,3,480,Lincoln
2229,37117,NC,Martin County,6,5175,Raleigh
2230,8041,CO,El Paso County,2,76997,Denver
2231,47087,TN,Jackson County,8,2479,Nashville
2232,39005,OH,Ashland County,4,6235,Columbus
2233,17201,IL,Winnebago County,2,43858,Springfield
2234,20039,KS,Decatur County,9,404,Topeka
2235,38085,ND,Sioux County,8,1543,Bismarck
2236,5065,AR,Izard County,9,2492,Little Rock
2237,37067,NC,Forsyth County,2,62994,Raleigh
2238,36013,NY,Chautauqua County,4,23921,Albany
2239,29195,MO,Saline County,6,3436,Jefferson City
