d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,area
1852,5131,AR,Sebastian County,2,21232,137733
1853,5003,AR,Ashley County,7,3636,137733
1854,41005,OR,Clackamas County,1,35366,255026
1855,29089,MO,Howard County,3,1484,181533
1856,56019,WY,Johnson County,7,737,253348
1857,36009,NY,Cattaraugus County,4,11014,141300
1858,44009,RI,Washington County,1,11789,3144.245565
1859,39135,OH,Preble County,2,4494,116096
1860,37141,NC,Pender County,2,8683,139390
1861,40031,OK,Comanche County,3,18024,181195
1862,39149,OH,Shelby County,4,4490,116096
1863,48507,TX,Zavala County,7,3991,696241
1864,47059,TN,Greene County,6,11398,109247
1865,54089,WV,Summers County,7,2921,62755
1866,37131,NC,Northampton County,9,4319,139390
1867,8111,CO,San Juan County,9,107,269837
1868,18043,IN,Floyd County,1,7759,94321
1869,2068,AK,Denali Borough,8,121,1717856
1870,29095,MO,Jackson County,1,105697,181533
1871,46051,SD,Grant County,7,705,964.497168
1872,48329,TX,Midland County,3,15599,696241
1873,54061,WV,Monongalia County,3,18202,62755
1874,13201,GA,Miller County,8,1340,153909
1875,45031,SC,Darlington County,3,13878,82931
1876,29107,MO,Lafayette County,1,4057,181533
1877,48313,TX,Madison County,6,1993,696241
1878,36101,NY,Steuben County,4,12546,141300
1879,29075,MO,Gentry County,8,952,181533
1880,55103,WI,Richland County,6,2296,169640
1881,33009,NH,Grafton County,5,8463,24214
1882,29027,MO,Callaway County,3,4754,181533
1883,23001,ME,Androscoggin County,3,13210,91646
1884,48101,TX,Cottle County,9,300,696241
1885,38079,ND,Rolette County,9,3861,183108
1886,48417,TX,Shackelford County,8,489,696241
1887,40099,OK,Murray County,7,1816,181195
1888,45027,SC,Clarendon County,6,8045,82931
1889,46055,SD,Haakon County,8,209,964.497168
1890,13049,GA,Charlton County,6,2725,153909
1891,18133,IN,Putnam County,1,4080,94321
1892,47177,TN,Warren County,6,7736,109247
1893,42105,PA,Potter County,9,2335,119283
1894,41049,OR,Morrow County,6,1668,255026
1895,4012,AZ,La Paz County,6,4976,295234
1896,27051,MN,Grant County,9,700,225163
1897,47157,TN,Shelby County,1,190199,109247
1898,18105,IN,Monroe County,3,30977,94321
1899,19047,IA,Crawford County,6,2345,145746
1900,51175,VA,Southampton County,6,2544,110862
1901,46091,SD,Marshall County,9,508,964.497168
1902,48431,TX,Sterling County,8,169,696241
1903,29117,MO,Livingston County,6,2350,181533
1904,40047,OK,Garfield County,5,8920,181195
1905,41013,OR,Crook County,6,3192,255026
1906,54051,WV,Marshall County,3,5445,62755
1907,5085,AR,Lonoke County,2,8881,137733
1908,37161,NC,Rutherford County,4,12096,139390
1909,47051,TN,Franklin County,6,6143,109247
1910,39073,OH,Hocking County,6,4054,116096
1911,27015,MN,Brown County,7,1993,225163
1912,18003,IN,Allen County,2,54642,94321
1913,19071,IA,Fremont County,8,790,145746
1914,31161,NE,Sheridan County,9,831,200520
1915,27157,MN,Wabasha County,3,1595,225163
1916,36047,NY,Kings County,1,535092,141300
1917,46075,SD,Jones County,9,120,964.497168
1918,40061,OK,Haskell County,6,2673,181195
1919,30015,MT,Chouteau County,8,895,381154
1920,47101,TN,Lewis County,6,2163,109247
1921,53055,WA,San Juan County,9,1599,184827
1922,18021,IN,Clay County,3,3666,94321
1923,29045,MO,Clark County,9,1020,181533
1924,49021,UT,Iron County,4,9021,219653
1925,20079,KS,Harvey County,2,3528,213100
1926,28059,MS,Jackson County,3,24525,125443
1927,31121,NE,Merrick County,7,797,200520
1928,20047,KS,Edwards County,9,325,213100
1929,13147,GA,Hart County,6,4286,153909
1930,40117,OK,Pawnee County,2,2696,181195
1931,40143,OK,Tulsa County,2,99417,181195
1932,46121,SD,Todd County,9,4928,964.497168
1933,37157,NC,Rockingham County,2,16352,139390
1934,5123,AR,St. Francis County,6,6973,137733
1935,18079,IN,Jennings County,6,3478,94321
1936,53043,WA,Lincoln County,8,1279,184827
1937,27005,MN,Becker County,6,4200,225163
1938,46107,SD,Potter County,9,219,964.497168
1939,1053,AL,Escambia County,6,8020,135765
1940,54065,WV,Morgan County,3,2079,62755
1941,37027,NC,Caldwell County,2,13697,139390
1942,31009,NE,Blaine County,9,75,200520
1943,30061,MT,Mineral County,8,737,381154
1944,16085,ID,Valley County,8,998,216699
1945,28013,MS,Calhoun County,7,3146,125443
1946,21021,KY,Boyle County,7,4562,104659
1947,23011,ME,Kennebec County,4,16479,91646
1948,31105,NE,Kimball County,6,468,200520
1949,21107,KY,Hopkins County,4,8154,104659
1950,1067,AL,Henry County,3,3159,135765
1951,38039,ND,Griggs County,9,213,183108
1952,48303,TX,Lubbock County,3,55089,696241
1953,27143,MN,Sibley County,8,1328,225163
1954,1083,AL,Limestone County,2,11511,135765
1955,36109,NY,Tompkins County,3,17022,141300
1956,46119,SD,Sully County,9,102,964.497168
1957,45079,SC,Richland County,2,61910,82931
1958,48423,TX,Smith County,3,34487,696241
1959,51660,VA,Harrisonburg city,3,12919,110862
1960,38041,ND,Hettinger County,9,256,183108
1961,38003,ND,Barnes County,6,1137,183108
1962,17041,IL,Douglas County,6,1895,149998
1963,22051,LA,Jefferson Parish,1,69610,1302.15171
1964,1057,AL,Fayette County,6,3307,135765
1965,13121,GA,Fulton County,1,159400,153909
1966,17153,IL,Pulaski County,9,1183,149998
1967,42057,PA,Fulton County,8,1527,119283
1968,13227,GA,Pickens County,1,3447,153909
1969,26067,MI,Ionia County,2,8487,250493
1970,26153,MI,Schoolcraft County,7,1162,250493
1971,48283,TX,La Salle County,6,1561,696241
1972,47109,TN,McNairy County,6,5623,109247
1973,27149,MN,Stevens County,7,969,225163
1974,26159,MI,Van Buren County,2,12282,250493
1975,6111,CA,Ventura County,2,81792,423970
1976,16013,ID,Blaine County,7,2128,216699
1977,13281,GA,Towns County,9,1558,153909
1978,56001,WY,Albany County,4,6229,253348
1979,26015,MI,Barry County,2,4932,250493
1980,22063,LA,Livingston Parish,2,17396,1302.15171
1981,37043,NC,Clay County,9,1647,139390
1982,18059,IN,Hancock County,1,5327,94321
1983,18089,IN,Lake County,1,79529,94321
1984,49015,UT,Emery County,9,1263,219653
1985,32019,NV,Lyon County,6,6289,286380
1986,1117,AL,Shelby County,1,16406,135765
1987,17085,IL,Jo Daviess County,6,2145,149998
1988,23021,ME,Piscataquis County,8,3136,91646
1989,45001,SC,Abbeville County,6,3689,82931
1990,17007,IL,Boone County,2,5071,149998
1991,26157,MI,Tuscola County,6,7148,250493
1992,27159,MN,Wadena County,7,1952,225163
1993,48443,TX,Terrell County,9,152,696241
1994,48475,TX,Ward County,6,1464,696241
1995,39011,OH,Auglaize County,4,4165,116096
1996,54073,WV,Pleasants County,3,987,62755
1997,20115,KS,Marion County,6,1271,213100
1998,51595,VA,Emporia city,6,1172,110862
1999,26049,MI,Genesee County,2,81761,250493
2000,20045,KS,Douglas County,3,17501,213100
2001,48293,TX,Limestone County,6,4608,696241
2002,26109,MI,Menominee County,7,2965,250493
2003,47183,TN,Weakley County,7,6591,109247
2004,54047,WV,McDowell County,7,6882,62755
2005,41057,OR,Tillamook County,6,3300,255026
2006,47153,TN,Sequatchie County,2,2598,109247
2007,48127,TX,Dimmit County,6,2940,696241
2008,22071,LA,Orleans Parish,1,91421,1302.15171
2009,48049,TX,Brown County,5,6217,696241
2010,18031,IN,Decatur County,6,3021,94321
2011,48497,TX,Wise County,1,7591,696241
2012,21071,KY,Floyd County,7,11137,104659
2013,18109,IN,Morgan County,1,7254,94321
2014,29139,MO,Montgomery County,8,1739,181533
2015,37111,NC,McDowell County,6,8050,139390
2016,47093,TN,Knox County,2,65480,109247
2017,40039,OK,Custer County,7,4984,181195
2018,39059,OH,Guernsey County,6,7161,116096
2019,13267,GA,Tattnall County,6,6108,153909
2020,2164,AK,Lake and Peninsula Borough,9,325,1717856
2021,49031,UT,Piute County,9,253,219653
2022,27001,MN,Aitkin County,8,2010,225163
2023,55075,WI,Marinette County,6,4916,169640
2024,20065,KS,Graham County,9,311,213100
2025,28019,MS,Choctaw County,9,1881,125443
2026,30111,MT,Yellowstone County,3,13581,381154
2027,51155,VA,Pulaski County,3,4758,110862
2028,22003,LA,Allen Parish,6,4588,1302.15171
2029,5089,AR,Marion County,9,3342,137733
2030,56009,WY,Converse County,6,1272,253348
2031,18167,IN,Vigo County,3,17567,94321
2032,12031,FL,Duval County,1,131327,170304
2033,1013,AL,Butler County,6,4880,135765
2034,38035,ND,Grand Forks County,3,9318,183108
2035,20123,KS,Mitchell County,7,712,213100
2036,19079,IA,Hamilton County,6,1383,145746
2037,18087,IN,Lagrange County,6,3851,94321
2038,20055,KS,Finney County,5,5155,213100
2039,13175,GA,Laurens County,6,11931,153909
2040,6001,CA,Alameda County,1,173386,423970
2041,5117,AR,Prairie County,8,1441,137733
2042,29093,MO,Iron County,6,2184,181533
2043,13141,GA,Hancock County,7,2453,153909
2044,46033,SD,Custer County,8,882,964.497168
2045,13221,GA,Oglethorpe County,3,2272,153909
2046,19061,IA,Dubuque County,3,9738,145746
2047,22073,LA,Ouachita Parish,3,37014,1302.15171
2048,27007,MN,Beltrami County,7,8070,225163
2049,22009,LA,Avoyelles Parish,6,9758,1302.15171
2050,26125,MI,Oakland County,1,106650,250493
2051,12027,FL,DeSoto County,6,9323,170304
2052,35003,NM,Catron County,9,810,315194
2053,49019,UT,Grand County,7,1202,219653
2054,38047,ND,Logan County,9,238,183108
2055,36073,NY,Orleans County,1,5905,141300
2056,10003,DE,New Castle County,1,61319,6452
2057,19099,IA,Jasper County,6,3542,145746
2058,24031,MD,Montgomery County,1,71252,32133
2059,47007,TN,Bledsoe County,8,2889,109247
2060,48415,TX,Scurry County,7,2377,696241
2061,48011,TX,Armstrong County,3,197,696241
2062,29009,MO,Barry County,6,7560,181533
2063,18173,IN,Warrick County,2,4615,94321
2064,19033,IA,Cerro Gordo County,5,4907,145746
2065,1109,AL,Pike County,6,7793,135765
2066,37073,NC,Gates County,8,1731,139390
2067,48379,TX,Rains County,8,1657,696241
2068,42045,PA,Delaware County,1,58546,119283
2069,31107,NE,Knox County,9,1076,200520
2070,51735,VA,Poquoson city,1,650,110862
2071,21001,KY,Adair County,7,4633,104659
2072,42041,PA,Cumberland County,2,18620,119283
2073,27173,MN,Yellow Medicine County,9,963,225163
2074,18155,IN,Switzerland County,8,1780,94321
2075,51580,VA,Covington city,6,862,110862
2076,8091,CO,Ouray County,9,426,269837
2077,48491,TX,Williamson County,1,30201,696241
2078,13095,GA,Dougherty County,3,26389,153909
2079,18063,IN,Hendricks County,1,9008,94321
2080,20139,KS,Osage County,3,1707,213100
2081,21005,KY,Anderson County,6,2335,104659
2082,51630,VA,Fredericksburg city,1,3755,110862
2083,40009,OK,Beckham County,7,3515,181195
2084,12023,FL,Columbia County,6,11449,170304
2085,27151,MN,Swift County,7,942,225163
2086,31153,NE,Sarpy County,2,10294,200520
2087,21199,KY,Pulaski County,5,11876,104659
2088,12055,FL,Highlands County,4,19035,170304
2089,5083,AR,Logan County,6,3867,137733
2090,51163,VA,Rockbridge County,6,2735,110862
2091,22001,LA,Acadia Parish,4,14228,1302.15171
2092,19131,IA,Mitchell County,7,1064,145746
2093,20169,KS,Saline County,5,6426,213100
2094,48125,TX,Dickens County,8,406,696241
2095,17145,IL,Perry County,7,2953,149998
2096,21031,KY,Butler County,8,2234,104659
2097,47061,TN,Grundy County,8,2969,109247
2098,48237,TX,Jack County,6,1315,696241
2099,49017,UT,Garfield County,9,524,219653
2100,36115,NY,Washington County,3,6479,141300
2101,51840,VA,Winchester city,3,3966,110862
2102,24035,MD,Queen Anne's County,1,3528,32133
2103,38013,ND,Burke County,9,196,183108
2104,1049,AL,DeKalb County,6,14362,135765
2105,54007,WV,Braxton County,8,2998,62755
2106,40003,OK,Alfalfa County,9,750,181195
2107,40107,OK,Okfuskee County,6,2792,181195
2108,46109,SD,Roberts County,9,1801,964.497168
2109,19185,IA,Wayne County,9,1134,145746
2110,51015,VA,Augusta County,4,6590,110862
2111,20113,KS,McPherson County,6,2704,213100
2112,53047,WA,Okanogan County,6,8082,184827
2113,55129,WI,Washburn County,6,1953,169640
2114,13007,GA,Baker County,3,871,153909
2115,48219,TX,Hockley County,6,3817,696241
2116,42131,PA,Wyoming County,2,3021,119283
2117,40127,OK,Pushmataha County,9,2402,181195
2118,20109,KS,Logan County,9,275,213100
2119,48367,TX,Parker County,1,11838,696241
2120,55031,WI,Douglas County,2,5733,169640
2121,27049,MN,Goodhue County,4,3513,225163
2122,37101,NC,Johnston County,2,25065,139390
2123,20107,KS,Linn County,1,1569,213100
2124,16043,ID,Fremont County,6,2062,216699
2125,36065,NY,Oneida County,2,35553,141300
2126,48047,TX,Brooks County,6,2299,696241
2127,30107,MT,Wheatland County,9,390,381154
2128,41039,OR,Lane County,2,66339,255026
2129,35006,NM,Cibola County,6,6712,315194
2130,28071,MS,Lafayette County,6,9851,125443
2131,51620,VA,Franklin city,6,1491,110862
2132,21053,KY,Clinton County,9,2538,104659
2133,37089,NC,Henderson County,2,13707,139390
2134,46007,SD,Bennett County,9,1159,964.497168
2135,5041,AR,Desha County,6,3125,137733
2136,47073,TN,Hawkins County,3,10717,109247
2137,27079,MN,Le Sueur County,6,2289,225163
2138,12083,FL,Marion County,2,58992,170304
2139,19089,IA,Howard County,7,900,145746
2140,30095,MT,Stillwater County,8,784,381154
2141,20205,KS,Wilson County,7,1402,213100
2142,12095,FL,Orange County,1,209800,170304
2143,12063,FL,Jackson County,6,9045,170304
2144,40069,OK,Johnston County,7,2355,181195
2145,48289,TX,Leon County,8,3090,696241
2146,18041,IN,Fayette County,7,4071,94321
2147,40075,OK,Kiowa County,6,1981,181195
2148,1021,AL,Chilton County,1,7960,135765
2149,48025,TX,Bee County,4,6798,696241
2150,39159,OH,Union County,1,3194,116096
2151,36025,NY,Delaware County,6,7613,141300
2152,19021,IA,Buena Vista County,7,2338,145746
2153,51165,VA,Rockingham County,3,7575,110862
2154,4007,AZ,Gila County,4,10678,295234
2155,5047,AR,Franklin County,2,3103,137733
2156,45077,SC,Pickens County,2,17297,82931
2157,54101,WV,Webster County,9,2564,62755
2158,37033,NC,Caswell County,8,4265,139390
2159,47169,TN,Trousdale County,1,1244,109247
2160,37097,NC,Iredell County,4,18166,139390
2161,42027,PA,Centre County,3,24173,119283
2162,36087,NY,Rockland County,1,46260,141300
2163,31021,NE,Burt County,8,683,200520
2164,13273,GA,Terrell County,3,2695,153909
2165,36071,NY,Orange County,2,46624,141300
2166,26105,MI,Mason County,7,4355,250493
2167,20137,KS,Norton County,7,640,213100
2168,22027,LA,Claiborne Parish,7,4593,1302.15171
2169,13077,GA,Coweta County,1,13867,153909
2170,20081,KS,Haskell County,9,402,213100
2171,44003,RI,Kent County,1,15726,3144.245565
2172,13193,GA,Macon County,6,3701,153909
2173,38103,ND,Wells County,9,419,183108
2174,42091,PA,Montgomery County,1,49697,119283
2175,31089,NE,Holt County,7,1063,200520
2176,45019,SC,Charleston County,2,57691,82931
2177,28153,MS,Wayne County,7,5145,125443
2178,24033,MD,Prince George's County,1,81629,32133
2179,31043,NE,Dakota County,3,2405,200520
2180,51187,VA,Warren County,1,3922,110862
2181,37173,NC,Swain County,8,2357,139390
2182,40053,OK,Grant County,9,581,181195
2183,19075,IA,Grundy County,3,768,145746
2184,38027,ND,Eddy County,9,229,183108
2185,54025,WV,Greenbrier County,7,5520,62755
2186,26047,MI,Emmet County,7,3841,250493
2187,49029,UT,Morgan County,2,493,219653
2188,48439,TX,Tarrant County,1,270348,696241
2189,21119,KY,Knott County,9,5659,104659
2190,37009,NC,Ashe County,9,4307,139390
2191,17053,IL,Ford County,3,1472,149998
2192,27021,MN,Cass County,9,4445,225163
2193,54059,WV,Mingo County,6,6902,62755
2194,40023,OK,Choctaw County,7,3922,181195
2195,48117,TX,Deaf Smith County,6,3177,696241
2196,34009,NJ,Cape May County,3,10964,22591.4
2197,55085,WI,Oneida County,7,3352,169640
2198,5051,AR,Garland County,3,17037,137733
2199,2122,AK,Kenai Peninsula Borough,7,6835,1717856
2200,39031,OH,Coshocton County,6,4581,116096
2201,18067,IN,Howard County,3,12011,94321
2202,27013,MN,Blue Earth County,5,9397,225163
2203,36059,NY,Nassau County,1,82192,141300
2204,46103,SD,Pennington County,3,15515,964.497168
2205,48173,TX,Glasscock County,8,114,696241
2206,27129,MN,Renville County,9,1412,225163
2207,36067,NY,Onondaga County,2,65822,141300
2208,27023,MN,Chippewa County,7,1066,225163
2209,54037,WV,Jefferson County,1,5563,62755
2210,51003,VA,Albemarle County,3,8524,110862
2211,12121,FL,Suwannee County,6,8244,170304
2212,37049,NC,Craven County,5,15047,139390
2213,12039,FL,Gadsden County,2,8906,170304
2214,46015,SD,Brule County,9,652,964.497168
2215,46115,SD,Spink County,7,676,964.497168
2216,30025,MT,Fallon County,9,262,381154
2217,22023,LA,Cameron Parish,3,841,1302.15171
2218,53021,WA,Franklin County,3,12972,184827
2219,37119,NC,Mecklenburg County,1,127889,139390
2220,46035,SD,Davison County,7,2069,964.497168
2221,54081,WV,Raleigh County,4,12684,62755
2222,27069,MN,Kittson County,9,466,225163
2223,12011,FL,Broward County,1,256027,170304
2224,30055,MT,McCone County,9,261,381154
2225,48089,TX,Colorado County,6,2985,696241
2226,39047,OH,Fayette County,6,4489,116096
2227,41035,OR,Klamath County,5,12408,255026
2228,31051,NE,Dixon County,3,480,200520
2229,37117,NC,Martin County,6,5175,139390
2230,8041,CO,El Paso County,2,76997,269837
2231,47087,TN,Jackson County,8,2479,109247
2232,39005,OH,Ashland County,4,6235,116096
2233,17201,IL,Winnebago County,2,43858,149998
2234,20039,KS,Decatur County,9,404,213100
2235,38085,ND,Sioux County,8,1543,183108
2236,5065,AR,Izard County,9,2492,137733
2237,37067,NC,Forsyth County,2,62994,139390
2238,36013,NY,Chautauqua County,4,23921,141300
2239,29195,MO,Saline County,6,3436,181533
2240,12009,FL,Brevard County,2,84028,170304
2241,17129,IL,Menard County,3,1191,149998
2242,40025,OK,Cimarron County,9,381,181195
2243,56007,WY,Carbon County,7,1787,253348
2244,16027,ID,Canyon County,2,31525,216699
2245,40125,OK,Pottawatomie County,4,12400,181195
2246,5013,AR,Calhoun County,9,847,137733
2247,13303,GA,Washington County,7,5063,153909
2248,6087,CA,Santa Cruz County,2,35339,423970
2249,18065,IN,Henry County,4,7244,94321
2250,48051,TX,Burleson County,3,2519,696241
2251,54029,WV,Hancock County,3,3876,62755
2252,28077,MS,Lawrence County,8,2502,125443
2253,47037,TN,Davidson County,1,99415,109247
2254,47173,TN,Union County,2,4204,109247
2255,28127,MS,Simpson County,2,6095,125443
2256,51029,VA,Buckingham County,8,2613,110862
2257,19127,IA,Marshall County,4,4755,145746
2258,6025,CA,Imperial County,3,40601,423970
2259,28139,MS,Tippah County,7,5409,125443
2260,20129,KS,Morton County,9,342,213100
2261,38075,ND,Renville County,9,205,183108
2262,30075,MT,Powder River County,9,183,381154
2263,5023,AR,Cleburne County,6,4047,137733
2264,17113,IL,McLean County,3,20429,149998
2265,36097,NY,Schuyler County,6,2684,141300
2266,1007,AL,Bibb County,1,4099,135765
2267,2090,AK,Fairbanks North Star Borough,3,8144,1717856
2268,32031,NV,Washoe County,2,56064,286380
2269,13173,GA,Lanier County,3,2316,153909
2270,1011,AL,Bullock County,6,2841,135765
2271,26043,MI,Dickinson County,5,3195,250493
2272,20075,KS,Hamilton County,9,341,213100
2273,6095,CA,Solano County,2,48701,423970
2274,21153,KY,Magoffin County,9,3993,104659
2275,8007,CO,Archuleta County,7,1523,269837
2276,46071,SD,Jackson County,8,1011,964.497168
2277,22107,LA,Tensas Parish,9,1444,1302.15171
2278,48231,TX,Hunt County,1,14584,696241
2279,29099,MO,Jefferson County,1,22484,181533
2280,30027,MT,Fergus County,7,1619,381154
2281,51550,VA,Chesapeake city,1,20071,110862
2282,47033,TN,Crockett County,8,2491,109247
2283,48295,TX,Lipscomb County,9,426,696241
2284,38011,ND,Bowman County,9,262,183108
2285,47083,TN,Houston County,8,1413,109247
2286,37183,NC,Wake County,2,94001,139390
2287,33007,NH,Coos County,7,4072,24214
2288,26161,MI,Washtenaw County,2,49933,250493
2289,29129,MO,Mercer County,9,498,181533
2290,17067,IL,Hancock County,7,2186,149998
2291,47005,TN,Benton County,7,2831,109247
2292,29033,MO,Carroll County,6,1462,181533
2293,5009,AR,Boone County,7,5670,137733
2294,42075,PA,Lebanon County,3,13361,119283
2295,46041,SD,Dewey County,9,1571,964.497168
2296,22125,LA,West Feliciana Parish,2,2372,1302.15171
2297,48119,TX,Delta County,1,953,696241
2298,6103,CA,Tehama County,4,13060,423970
2299,1133,AL,Winston County,6,4061,135765
2300,51041,VA,Chesterfield County,1,23468,110862
2301,39071,OH,Highland County,6,8410,116096
2302,40135,OK,Sequoyah County,2,7978,181195
2303,13313,GA,Whitfield County,3,16688,153909
2304,5039,AR,Dallas County,6,1464,137733
2305,40017,OK,Canadian County,1,11232,181195
2306,26059,MI,Hillsdale County,6,6395,250493
2307,48169,TX,Garza County,6,1290,696241
2308,37185,NC,Warren County,8,4999,139390
2309,48121,TX,Denton County,1,65057,696241
2310,47031,TN,Coffee County,4,7705,109247
2311,39077,OH,Huron County,4,7043,116096
2312,13209,GA,Montgomery County,9,1898,153909
2313,31013,NE,Box Butte County,7,1269,200520
2314,50003,VT,Bennington County,6,4815,24923
2315,46043,SD,Douglas County,9,309,964.497168
2316,47189,TN,Wilson County,1,10632,109247
2317,34013,NJ,Essex County,1,126492,22591.4
2318,20073,KS,Greenwood County,6,895,213100
2319,30109,MT,Wibaux County,9,116,381154
2320,21079,KY,Garrard County,6,2784,104659
2321,21087,KY,Green County,8,2223,104659
2322,20001,KS,Allen County,7,1907,213100
2323,27055,MN,Houston County,3,1585,225163
2324,45039,SC,Fairfield County,2,4715,82931
2325,12099,FL,Palm Beach County,1,178918,170304
2326,40001,OK,Adair County,6,6347,181195
2327,1055,AL,Etowah County,3,17624,135765
2328,13185,GA,Lowndes County,3,23936,153909
2329,13291,GA,Union County,9,3483,153909
2330,18069,IN,Huntington County,6,3880,94321
2331,1111,AL,Randolph County,6,4839,135765
2332,17099,IL,La Salle County,4,14193,149998
2333,8125,CO,Yuma County,7,1207,269837
2334,48427,TX,Starr County,4,25257,696241
2335,26103,MI,Marquette County,5,9419,250493
2336,48485,TX,Wichita County,3,20099,696241
2337,17071,IL,Henderson County,9,794,149998
2338,39037,OH,Darke County,6,5438,116096
2339,26111,MI,Midland County,4,7771,250493
2340,21125,KY,Laurel County,7,13782,104659
2341,12045,FL,Gulf County,6,2958,170304
2342,1095,AL,Marshall County,4,19703,135765
2343,5001,AR,Arkansas County,6,3237,137733
2344,21185,KY,Oldham County,1,3582,104659
2345,42097,PA,Northumberland County,4,12924,119283
2346,42047,PA,Elk County,7,3025,119283
2347,22075,LA,Plaquemines Parish,1,3575,1302.15171
2348,47151,TN,Scott County,6,4755,109247
2349,42117,PA,Tioga County,6,5289,119283
2350,36029,NY,Erie County,1,126912,141300
2351,32027,NV,Pershing County,8,847,286380
2352,21229,KY,Washington County,8,1851,104659
2353,37169,NC,Stokes County,2,5664,139390
2354,13287,GA,Turner County,6,2329,153909
2355,42085,PA,Mercer County,2,17133,119283
2356,28067,MS,Jones County,4,13630,125443
2357,53045,WA,Mason County,6,8830,184827
2358,17029,IL,Coles County,5,9348,149998
2359,29025,MO,Caldwell County,1,1121,181533
2360,47081,TN,Hickman County,1,4754,109247
2361,1121,AL,Talladega County,4,13864,135765
2362,51131,VA,Northampton County,9,2418,110862
2363,17165,IL,Saline County,7,4795,149998
2364,4003,AZ,Cochise County,4,25424,295234
2365,17155,IL,Putnam County,8,448,149998
2366,37007,NC,Anson County,1,5716,139390
2367,8081,CO,Moffat County,7,1676,269837
2368,31143,NE,Polk County,9,408,200520
2369,12089,FL,Nassau County,1,8242,170304
2370,20035,KS,Cowley County,4,4706,213100
2371,37103,NC,Jones County,8,2088,139390
2372,38021,ND,Dickey County,9,527,183108
2373,47003,TN,Bedford County,6,6885,109247
2374,18139,IN,Rush County,6,2277,94321
2375,40067,OK,Jefferson County,8,1346,181195
2376,48457,TX,Tyler County,6,3548,696241
2377,1085,AL,Lowndes County,2,3252,135765
2378,40097,OK,Mayes County,6,7066,181195
2379,6047,CA,Merced County,3,53417,423970
2380,28157,MS,Wilkinson County,8,2798,125443
2381,39127,OH,Perry County,6,6029,116096
2382,2016,AK,Aleutians West Census Area,7,438,1717856
2383,36107,NY,Tioga County,2,6141,141300
2384,47137,TN,Pickett County,9,856,109247
2385,41059,OR,Umatilla County,5,11369,255026
2386,5063,AR,Independence County,7,5727,137733
2387,19027,IA,Carroll County,7,1762,145746
2388,40111,OK,Okmulgee County,2,7817,181195
2389,40007,OK,Beaver County,9,614,181195
2390,18135,IN,Randolph County,6,3801,94321
2391,15001,HI,Hawaii County,5,29962,28311
2392,21065,KY,Estill County,6,3852,104659
2393,46089,SD,McPherson County,9,340,964.497168
2394,5119,AR,Pulaski County,2,66302,137733
2395,8017,CO,Cheyenne County,9,252,269837
2396,27047,MN,Freeborn County,7,3267,225163
2397,38067,ND,Pembina County,9,629,183108
2398,13131,GA,Grady County,6,5169,153909
2399,27101,MN,Murray County,9,757,225163
2400,40041,OK,Delaware County,6,7294,181195
2401,27043,MN,Faribault County,7,1584,225163
2402,55001,WI,Adams County,8,2624,169640
2403,40051,OK,Grady County,1,7032,181195
2404,13107,GA,Emanuel County,7,5911,153909
2405,39171,OH,Williams County,7,3496,116096
2406,16065,ID,Madison County,6,9274,216699
2407,48141,TX,El Paso County,2,186707,696241
2408,51111,VA,Lunenburg County,9,2231,110862
2409,36053,NY,Madison County,2,7421,141300
2410,18143,IN,Scott County,6,3690,94321
2411,13013,GA,Barrow County,1,9888,153909
2412,6109,CA,Tuolumne County,4,7781,423970
2413,48421,TX,Sherman County,9,397,696241
2414,38001,ND,Adams County,9,216,183108
2415,8055,CO,Huerfano County,6,1425,269837
2416,18159,IN,Tipton County,3,1268,94321
2417,40081,OK,Lincoln County,1,5477,181195
2418,13113,GA,Fayette County,1,6671,153909
2419,17169,IL,Schuyler County,7,823,149998
2420,8019,CO,Clear Creek County,1,753,269837
2421,40153,OK,Woodward County,7,2451,181195
2422,29197,MO,Schuyler County,9,852,181533
2423,40035,OK,Craig County,6,2423,181195
2424,39089,OH,Licking County,1,19680,116096
2425,48447,TX,Throckmorton County,9,228,696241
2426,48343,TX,Morris County,6,2489,696241
2427,51107,VA,Loudoun County,1,13511,110862
2428,13135,GA,Gwinnett County,1,102033,153909
2429,28149,MS,Warren County,4,11200,125443
2430,18051,IN,Gibson County,2,3532,94321
2431,47175,TN,Van Buren County,9,1063,109247
2432,48441,TX,Taylor County,3,22228,696241
2433,39023,OH,Clark County,3,20643,116096
2434,37035,NC,Catawba County,2,19537,139390
2435,22123,LA,West Carroll Parish,9,2535,1302.15171
2436,2170,AK,Matanuska-Susitna Borough,2,9641,1717856
2437,48499,TX,Wood County,6,5559,696241
2438,28131,MS,Stone County,3,3367,125443
2439,37019,NC,Brunswick County,2,17406,139390
2440,31041,NE,Custer County,7,1236,200520
2441,38033,ND,Golden Valley County,9,173,183108
2442,13189,GA,McDuffie County,2,4824,153909
2443,13275,GA,Thomas County,4,9359,153909
2444,13047,GA,Catoosa County,2,8505,153909
2445,13005,GA,Bacon County,7,2524,153909
2446,48061,TX,Cameron County,2,121665,696241
2447,40055,OK,Greer County,7,1295,181195
2448,30083,MT,Richland County,7,859,381154
2449,54005,WV,Boone County,2,5466,62755
2450,17199,IL,Williamson County,5,10423,149998
2451,26031,MI,Cheboygan County,7,4486,250493
2452,1125,AL,Tuscaloosa County,3,34384,135765
2453,19139,IA,Muscatine County,4,4540,145746
