d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,shares border with
1949,21107,KY,Hopkins County,4,8154,5
1950,1067,AL,Henry County,3,3159,1
1951,38039,ND,Griggs County,9,213,6
1952,48303,TX,Lubbock County,3,55089,3
1953,27143,MN,Sibley County,8,1328,2
1954,1083,AL,Limestone County,2,11511,5
1955,36109,NY,Tompkins County,3,17022,6
1956,46119,SD,Sully County,9,102,2
1957,45079,SC,Richland County,2,61910,6
1958,48423,TX,Smith County,3,34487,7
1959,51660,VA,Harrisonburg city,3,12919,
1960,38041,ND,Hettinger County,9,256,
1961,38003,ND,Barnes County,6,1137,2
1962,17041,IL,Douglas County,6,1895,4
1963,22051,LA,Jefferson Parish,1,69610,7
1964,1057,AL,Fayette County,6,3307,5
1965,13121,GA,Fulton County,1,159400,10
1966,17153,IL,Pulaski County,9,1183,3
1967,42057,PA,Fulton County,8,1527,10
1968,13227,GA,Pickens County,1,3447,4
1969,26067,MI,Ionia County,2,8487,2
1970,26153,MI,Schoolcraft County,7,1162,4
1971,48283,TX,La Salle County,6,1561,2
1972,47109,TN,McNairy County,6,5623,4
1973,27149,MN,Stevens County,7,969,6
1974,26159,MI,Van Buren County,2,12282,6
1975,6111,CA,Ventura County,2,81792,3
1976,16013,ID,Blaine County,7,2128,5
1977,13281,GA,Towns County,9,1558,5
1978,56001,WY,Albany County,4,6229,6
1979,26015,MI,Barry County,2,4932,6
1980,22063,LA,Livingston Parish,2,17396,2
1981,37043,NC,Clay County,9,1647,20
1982,18059,IN,Hancock County,1,5327,4
1983,18089,IN,Lake County,1,79529,6
1984,49015,UT,Emery County,9,1263,7
1985,32019,NV,Lyon County,6,6289,7
1986,1117,AL,Shelby County,1,16406,6
1987,17085,IL,Jo Daviess County,6,2145,6
1988,23021,ME,Piscataquis County,8,3136,3
1989,45001,SC,Abbeville County,6,3689,6
1990,17007,IL,Boone County,2,5071,5
1991,26157,MI,Tuscola County,6,7148,2
1992,27159,MN,Wadena County,7,1952,5
1993,48443,TX,Terrell County,9,152,5
1994,48475,TX,Ward County,6,1464,2
1995,39011,OH,Auglaize County,4,4165,7
1996,54073,WV,Pleasants County,3,987,4
1997,20115,KS,Marion County,6,1271,
1998,51595,VA,Emporia city,6,1172,1
1999,26049,MI,Genesee County,2,81761,3
2000,20045,KS,Douglas County,3,17501,4
2001,48293,TX,Limestone County,6,4608,5
2002,26109,MI,Menominee County,7,2965,3
2003,47183,TN,Weakley County,7,6591,6
2004,54047,WV,McDowell County,7,6882,5
2005,41057,OR,Tillamook County,6,3300,1
2006,47153,TN,Sequatchie County,2,2598,6
2007,48127,TX,Dimmit County,6,2940,5
2008,22071,LA,Orleans Parish,1,91421,1
2009,48049,TX,Brown County,5,6217,7
2010,18031,IN,Decatur County,6,3021,6
2011,48497,TX,Wise County,1,7591,6
2012,21071,KY,Floyd County,7,11137,5
2013,18109,IN,Morgan County,1,7254,5
2014,29139,MO,Montgomery County,8,1739,9
2015,37111,NC,McDowell County,6,8050,5
2016,47093,TN,Knox County,2,65480,3
2017,40039,OK,Custer County,7,4984,2
2018,39059,OH,Guernsey County,6,7161,6
2019,13267,GA,Tattnall County,6,6108,8
2020,2164,AK,Lake and Peninsula Borough,9,325,1
2021,49031,UT,Piute County,9,253,5
2022,27001,MN,Aitkin County,8,2010,8
2023,55075,WI,Marinette County,6,4916,6
2024,20065,KS,Graham County,9,311,7
2025,28019,MS,Choctaw County,9,1881,2
2026,30111,MT,Yellowstone County,3,13581,7
2027,51155,VA,Pulaski County,3,4758,3
2028,22003,LA,Allen Parish,6,4588,5
2029,5089,AR,Marion County,9,3342,
2030,56009,WY,Converse County,6,1272,8
2031,18167,IN,Vigo County,3,17567,6
2032,12031,FL,Duval County,1,131327,4
2033,1013,AL,Butler County,6,4880,7
2034,38035,ND,Grand Forks County,3,9318,6
2035,20123,KS,Mitchell County,7,712,5
2036,19079,IA,Hamilton County,6,1383,7
2037,18087,IN,Lagrange County,6,3851,3
2038,20055,KS,Finney County,5,5155,8
2039,13175,GA,Laurens County,6,11931,8
2040,6001,CA,Alameda County,1,173386,5
2041,5117,AR,Prairie County,8,1441,2
2042,29093,MO,Iron County,6,2184,5
2043,13141,GA,Hancock County,7,2453,4
2044,46033,SD,Custer County,8,882,2
2045,13221,GA,Oglethorpe County,3,2272,7
2046,19061,IA,Dubuque County,3,9738,6
2047,22073,LA,Ouachita Parish,3,37014,6
2048,27007,MN,Beltrami County,7,8070,3
2049,22009,LA,Avoyelles Parish,6,9758,8
2050,26125,MI,Oakland County,1,106650,6
2051,12027,FL,DeSoto County,6,9323,2
2052,35003,NM,Catron County,9,810,2
2053,49019,UT,Grand County,7,1202,6
2054,38047,ND,Logan County,9,238,4
2055,36073,NY,Orleans County,1,5905,8
2056,10003,DE,New Castle County,1,61319,7
2057,19099,IA,Jasper County,6,3542,2
2058,24031,MD,Montgomery County,1,71252,9
2059,47007,TN,Bledsoe County,8,2889,5
2060,48415,TX,Scurry County,7,2377,3
2061,48011,TX,Armstrong County,3,197,6
2062,29009,MO,Barry County,6,7560,6
2063,18173,IN,Warrick County,2,4615,1
2064,19033,IA,Cerro Gordo County,5,4907,2
2065,1109,AL,Pike County,6,7793,8
2066,37073,NC,Gates County,8,1731,7
2067,48379,TX,Rains County,8,1657,4
2068,42045,PA,Delaware County,1,58546,8
2069,31107,NE,Knox County,9,1076,3
2070,51735,VA,Poquoson city,1,650,
2071,21001,KY,Adair County,7,4633,2
2072,42041,PA,Cumberland County,2,18620,4
2073,27173,MN,Yellow Medicine County,9,963,2
2074,18155,IN,Switzerland County,8,1780,1
2075,51580,VA,Covington city,6,862,
2076,8091,CO,Ouray County,9,426,2
2077,48491,TX,Williamson County,1,30201,7
2078,13095,GA,Dougherty County,3,26389,6
2079,18063,IN,Hendricks County,1,9008,6
2080,20139,KS,Osage County,3,1707,6
2081,21005,KY,Anderson County,6,2335,6
2082,51630,VA,Fredericksburg city,1,3755,2
2083,40009,OK,Beckham County,7,3515,3
2084,12023,FL,Columbia County,6,11449,7
2085,27151,MN,Swift County,7,942,2
2086,31153,NE,Sarpy County,2,10294,2
2087,21199,KY,Pulaski County,5,11876,3
2088,12055,FL,Highlands County,4,19035,7
2089,5083,AR,Logan County,6,3867,4
2090,51163,VA,Rockbridge County,6,2735,9
2091,22001,LA,Acadia Parish,4,14228,5
2092,19131,IA,Mitchell County,7,1064,5
2093,20169,KS,Saline County,5,6426,3
2094,48125,TX,Dickens County,8,406,8
2095,17145,IL,Perry County,7,2953,7
2096,21031,KY,Butler County,8,2234,7
2097,47061,TN,Grundy County,8,2969,5
2098,48237,TX,Jack County,6,1315,7
2099,49017,UT,Garfield County,9,524,6
2100,36115,NY,Washington County,3,6479,16
2101,51840,VA,Winchester city,3,3966,
2102,24035,MD,Queen Anne's County,1,3528,5
2103,38013,ND,Burke County,9,196,7
2104,1049,AL,DeKalb County,6,14362,5
2105,54007,WV,Braxton County,8,2998,6
2106,40003,OK,Alfalfa County,9,750,6
2107,40107,OK,Okfuskee County,6,2792,6
2108,46109,SD,Roberts County,9,1801,2
2109,19185,IA,Wayne County,9,1134,3
2110,51015,VA,Augusta County,4,6590,9
2111,20113,KS,McPherson County,6,2704,7
2112,53047,WA,Okanogan County,6,8082,10
2113,55129,WI,Washburn County,6,1953,6
2114,13007,GA,Baker County,3,871,6
2115,48219,TX,Hockley County,6,3817,8
2116,42131,PA,Wyoming County,2,3021,6
2117,40127,OK,Pushmataha County,9,2402,6
2118,20109,KS,Logan County,9,275,4
2119,48367,TX,Parker County,1,11838,6
2120,55031,WI,Douglas County,2,5733,4
2121,27049,MN,Goodhue County,4,3513,7
2122,37101,NC,Johnston County,2,25065,7
2123,20107,KS,Linn County,1,1569,2
2124,16043,ID,Fremont County,6,2062,8
2125,36065,NY,Oneida County,2,35553,5
2126,48047,TX,Brooks County,6,2299,6
2127,30107,MT,Wheatland County,9,390,3
2128,41039,OR,Lane County,2,66339,6
2129,35006,NM,Cibola County,6,6712,7
2130,28071,MS,Lafayette County,6,9851,6
2131,51620,VA,Franklin city,6,1491,
2132,21053,KY,Clinton County,9,2538,7
2133,37089,NC,Henderson County,2,13707,6
2134,46007,SD,Bennett County,9,1159,4
2135,5041,AR,Desha County,6,3125,6
2136,47073,TN,Hawkins County,3,10717,7
2137,27079,MN,Le Sueur County,6,2289,6
2138,12083,FL,Marion County,2,58992,
2139,19089,IA,Howard County,7,900,6
2140,30095,MT,Stillwater County,8,784,3
2141,20205,KS,Wilson County,7,1402,7
2142,12095,FL,Orange County,1,209800,5
2143,12063,FL,Jackson County,6,9045,4
2144,40069,OK,Johnston County,7,2355,7
2145,48289,TX,Leon County,8,3090,7
2146,18041,IN,Fayette County,7,4071,5
2147,40075,OK,Kiowa County,6,1981,6
2148,1021,AL,Chilton County,1,7960,7
2149,48025,TX,Bee County,4,6798,5
2150,39159,OH,Union County,1,3194,
2151,36025,NY,Delaware County,6,7613,8
2152,19021,IA,Buena Vista County,7,2338,4
2153,51165,VA,Rockingham County,3,7575,5
2154,4007,AZ,Gila County,4,10678,6
2155,5047,AR,Franklin County,2,3103,6
2156,45077,SC,Pickens County,2,17297,4
2157,54101,WV,Webster County,9,2564,7
2158,37033,NC,Caswell County,8,4265,7
2159,47169,TN,Trousdale County,1,1244,4
2160,37097,NC,Iredell County,4,18166,9
2161,42027,PA,Centre County,3,24173,6
2162,36087,NY,Rockland County,1,46260,5
2163,31021,NE,Burt County,8,683,2
2164,13273,GA,Terrell County,3,2695,5
2165,36071,NY,Orange County,2,46624,5
2166,26105,MI,Mason County,7,4355,5
2167,20137,KS,Norton County,7,640,8
2168,22027,LA,Claiborne Parish,7,4593,2
2169,13077,GA,Coweta County,1,13867,7
2170,20081,KS,Haskell County,9,402,6
2171,44003,RI,Kent County,1,15726,7
2172,13193,GA,Macon County,6,3701,7
2173,38103,ND,Wells County,9,419,6
2174,42091,PA,Montgomery County,1,49697,9
2175,31089,NE,Holt County,7,1063,3
2176,45019,SC,Charleston County,2,57691,4
2177,28153,MS,Wayne County,7,5145,3
2178,24033,MD,Prince George's County,1,81629,9
2179,31043,NE,Dakota County,3,2405,7
2180,51187,VA,Warren County,1,3922,4
2181,37173,NC,Swain County,8,2357,6
2182,40053,OK,Grant County,9,581,8
2183,19075,IA,Grundy County,3,768,5
2184,38027,ND,Eddy County,9,229,6
2185,54025,WV,Greenbrier County,7,5520,8
2186,26047,MI,Emmet County,7,3841,1
2187,49029,UT,Morgan County,2,493,5
2188,48439,TX,Tarrant County,1,270348,6
2189,21119,KY,Knott County,9,5659,6
2190,37009,NC,Ashe County,9,4307,5
2191,17053,IL,Ford County,3,1472,2
2192,27021,MN,Cass County,9,4445,8
2193,54059,WV,Mingo County,6,6902,8
2194,40023,OK,Choctaw County,7,3922,2
2195,48117,TX,Deaf Smith County,6,3177,1
2196,34009,NJ,Cape May County,3,10964,2
2197,55085,WI,Oneida County,7,3352,5
2198,5051,AR,Garland County,3,17037,5
2199,2122,AK,Kenai Peninsula Borough,7,6835,1
2200,39031,OH,Coshocton County,6,4581,6
2201,18067,IN,Howard County,3,12011,6
2202,27013,MN,Blue Earth County,5,9397,2
2203,36059,NY,Nassau County,1,82192,5
2204,46103,SD,Pennington County,3,15515,3
2205,48173,TX,Glasscock County,8,114,6
2206,27129,MN,Renville County,9,1412,3
2207,36067,NY,Onondaga County,2,65822,4
2208,27023,MN,Chippewa County,7,1066,3
2209,54037,WV,Jefferson County,1,5563,6
2210,51003,VA,Albemarle County,3,8524,9
2211,12121,FL,Suwannee County,6,8244,5
2212,37049,NC,Craven County,5,15047,6
2213,12039,FL,Gadsden County,2,8906,7
2214,46015,SD,Brule County,9,652,5
2215,46115,SD,Spink County,7,676,1
2216,30025,MT,Fallon County,9,262,3
2217,22023,LA,Cameron Parish,3,841,1
2218,53021,WA,Franklin County,3,12972,6
2219,37119,NC,Mecklenburg County,1,127889,7
2220,46035,SD,Davison County,7,2069,5
2221,54081,WV,Raleigh County,4,12684,6
2222,27069,MN,Kittson County,9,466,3
2223,12011,FL,Broward County,1,256027,4
2224,30055,MT,McCone County,9,261,6
2225,48089,TX,Colorado County,6,2985,2
2226,39047,OH,Fayette County,6,4489,5
2227,41035,OR,Klamath County,5,12408,7
2228,31051,NE,Dixon County,3,480,2
2229,37117,NC,Martin County,6,5175,3
2230,8041,CO,El Paso County,2,76997,7
2231,47087,TN,Jackson County,8,2479,4
2232,39005,OH,Ashland County,4,6235,8
2233,17201,IL,Winnebago County,2,43858,24
2234,20039,KS,Decatur County,9,404,6
2235,38085,ND,Sioux County,8,1543,2
2236,5065,AR,Izard County,9,2492,5
2237,37067,NC,Forsyth County,2,62994,7
2238,36013,NY,Chautauqua County,4,23921,4
2239,29195,MO,Saline County,6,3436,3
2240,12009,FL,Brevard County,2,84028,5
2241,17129,IL,Menard County,3,1191,6
2242,40025,OK,Cimarron County,9,381,6
2243,56007,WY,Carbon County,7,1787,8
2244,16027,ID,Canyon County,2,31525,3
2245,40125,OK,Pottawatomie County,4,12400,7
2246,5013,AR,Calhoun County,9,847,2
2247,13303,GA,Washington County,7,5063,16
2248,6087,CA,Santa Cruz County,2,35339,5
2249,18065,IN,Henry County,4,7244,1
2250,48051,TX,Burleson County,3,2519,5
2251,54029,WV,Hancock County,3,3876,4
2252,28077,MS,Lawrence County,8,2502,6
2253,47037,TN,Davidson County,1,99415,6
2254,47173,TN,Union County,2,4204,
2255,28127,MS,Simpson County,2,6095,3
2256,51029,VA,Buckingham County,8,2613,6
2257,19127,IA,Marshall County,4,4755,2
2258,6025,CA,Imperial County,3,40601,6
2259,28139,MS,Tippah County,7,5409,5
2260,20129,KS,Morton County,9,342,7
2261,38075,ND,Renville County,9,205,3
2262,30075,MT,Powder River County,9,183,2
2263,5023,AR,Cleburne County,6,4047,5
2264,17113,IL,McLean County,3,20429,3
2265,36097,NY,Schuyler County,6,2684,20
2266,1007,AL,Bibb County,1,4099,6
2267,2090,AK,Fairbanks North Star Borough,3,8144,2
2268,32031,NV,Washoe County,2,56064,6
2269,13173,GA,Lanier County,3,2316,5
2270,1011,AL,Bullock County,6,2841,5
2271,26043,MI,Dickinson County,5,3195,3
2272,20075,KS,Hamilton County,9,341,7
2273,6095,CA,Solano County,2,48701,5
2274,21153,KY,Magoffin County,9,3993,6
2275,8007,CO,Archuleta County,7,1523,7
2276,46071,SD,Jackson County,8,1011,4
2277,22107,LA,Tensas Parish,9,1444,8
2278,48231,TX,Hunt County,1,14584,8
2279,29099,MO,Jefferson County,1,22484,6
2280,30027,MT,Fergus County,7,1619,1
2281,51550,VA,Chesapeake city,1,20071,
2282,47033,TN,Crockett County,8,2491,9
2283,48295,TX,Lipscomb County,9,426,3
2284,38011,ND,Bowman County,9,262,4
2285,47083,TN,Houston County,8,1413,7
2286,37183,NC,Wake County,2,94001,7
2287,33007,NH,Coos County,7,4072,5
2288,26161,MI,Washtenaw County,2,49933,3
2289,29129,MO,Mercer County,9,498,7
2290,17067,IL,Hancock County,7,2186,4
2291,47005,TN,Benton County,7,2831,4
2292,29033,MO,Carroll County,6,1462,24
2293,5009,AR,Boone County,7,5670,5
2294,42075,PA,Lebanon County,3,13361,4
2295,46041,SD,Dewey County,9,1571,6
2296,22125,LA,West Feliciana Parish,2,2372,7
2297,48119,TX,Delta County,1,953,1
2298,6103,CA,Tehama County,4,13060,6
2299,1133,AL,Winston County,6,4061,1
2300,51041,VA,Chesterfield County,1,23468,8
2301,39071,OH,Highland County,6,8410,6
2302,40135,OK,Sequoyah County,2,7978,7
2303,13313,GA,Whitfield County,3,16688,6
2304,5039,AR,Dallas County,6,1464,7
2305,40017,OK,Canadian County,1,11232,6
2306,26059,MI,Hillsdale County,6,6395,7
2307,48169,TX,Garza County,6,1290,5
2308,37185,NC,Warren County,8,4999,4
2309,48121,TX,Denton County,1,65057,6
2310,47031,TN,Coffee County,4,7705,2
2311,39077,OH,Huron County,4,7043,3
2312,13209,GA,Montgomery County,9,1898,9
2313,31013,NE,Box Butte County,7,1269,2
2314,50003,VT,Bennington County,6,4815,7
2315,46043,SD,Douglas County,9,309,4
2316,47189,TN,Wilson County,1,10632,7
2317,34013,NJ,Essex County,1,126492,7
2318,20073,KS,Greenwood County,6,895,7
2319,30109,MT,Wibaux County,9,116,2
2320,21079,KY,Garrard County,6,2784,6
2321,21087,KY,Green County,8,2223,7
2322,20001,KS,Allen County,7,1907,6
2323,27055,MN,Houston County,3,1585,7
2324,45039,SC,Fairfield County,2,4715,5
2325,12099,FL,Palm Beach County,1,178918,5
2326,40001,OK,Adair County,6,6347,2
2327,1055,AL,Etowah County,3,17624,6
2328,13185,GA,Lowndes County,3,23936,2
2329,13291,GA,Union County,9,3483,
2330,18069,IN,Huntington County,6,3880,1
2331,1111,AL,Randolph County,6,4839,7
2332,17099,IL,La Salle County,4,14193,2
2333,8125,CO,Yuma County,7,1207,8
2334,48427,TX,Starr County,4,25257,4
2335,26103,MI,Marquette County,5,9419,8
2336,48485,TX,Wichita County,3,20099,3
2337,17071,IL,Henderson County,9,794,6
2338,39037,OH,Darke County,6,5438,9
2339,26111,MI,Midland County,4,7771,2
2340,21125,KY,Laurel County,7,13782,7
2341,12045,FL,Gulf County,6,2958,4
2342,1095,AL,Marshall County,4,19703,2
2343,5001,AR,Arkansas County,6,3237,7
2344,21185,KY,Oldham County,1,3582,3
2345,42097,PA,Northumberland County,4,12924,9
2346,42047,PA,Elk County,7,3025,6
2347,22075,LA,Plaquemines Parish,1,3575,2
2348,47151,TN,Scott County,6,4755,7
2349,42117,PA,Tioga County,6,5289,5
2350,36029,NY,Erie County,1,126912,6
2351,32027,NV,Pershing County,8,847,2
2352,21229,KY,Washington County,8,1851,16
2353,37169,NC,Stokes County,2,5664,6
2354,13287,GA,Turner County,6,2329,6
2355,42085,PA,Mercer County,2,17133,7
2356,28067,MS,Jones County,4,13630,5
2357,53045,WA,Mason County,6,8830,5
2358,17029,IL,Coles County,5,9348,6
2359,29025,MO,Caldwell County,1,1121,6
2360,47081,TN,Hickman County,1,4754,6
2361,1121,AL,Talladega County,4,13864,3
2362,51131,VA,Northampton County,9,2418,5
2363,17165,IL,Saline County,7,4795,3
2364,4003,AZ,Cochise County,4,25424,9
2365,17155,IL,Putnam County,8,448,7
2366,37007,NC,Anson County,1,5716,6
2367,8081,CO,Moffat County,7,1676,2
2368,31143,NE,Polk County,9,408,3
2369,12089,FL,Nassau County,1,8242,5
2370,20035,KS,Cowley County,4,4706,7
2371,37103,NC,Jones County,8,2088,5
2372,38021,ND,Dickey County,9,527,6
2373,47003,TN,Bedford County,6,6885,6
2374,18139,IN,Rush County,6,2277,6
2375,40067,OK,Jefferson County,8,1346,6
2376,48457,TX,Tyler County,6,3548,2
2377,1085,AL,Lowndes County,2,3252,2
2378,40097,OK,Mayes County,6,7066,5
2379,6047,CA,Merced County,3,53417,7
2380,28157,MS,Wilkinson County,8,2798,6
2381,39127,OH,Perry County,6,6029,7
2382,2016,AK,Aleutians West Census Area,7,438,1
2383,36107,NY,Tioga County,2,6141,5
2384,47137,TN,Pickett County,9,856,6
2385,41059,OR,Umatilla County,5,11369,
2386,5063,AR,Independence County,7,5727,7
2387,19027,IA,Carroll County,7,1762,24
2388,40111,OK,Okmulgee County,2,7817,5
2389,40007,OK,Beaver County,9,614,5
2390,18135,IN,Randolph County,6,3801,7
2391,15001,HI,Hawaii County,5,29962,
2392,21065,KY,Estill County,6,3852,5
2393,46089,SD,McPherson County,9,340,7
2394,5119,AR,Pulaski County,2,66302,3
2395,8017,CO,Cheyenne County,9,252,2
2396,27047,MN,Freeborn County,7,3267,3
2397,38067,ND,Pembina County,9,629,8
2398,13131,GA,Grady County,6,5169,6
2399,27101,MN,Murray County,9,757,4
2400,40041,OK,Delaware County,6,7294,8
2401,27043,MN,Faribault County,7,1584,1
2402,55001,WI,Adams County,8,2624,6
2403,40051,OK,Grady County,1,7032,6
2404,13107,GA,Emanuel County,7,5911,11
2405,39171,OH,Williams County,7,3496,6
2406,16065,ID,Madison County,6,9274,5
2407,48141,TX,El Paso County,2,186707,7
2408,51111,VA,Lunenburg County,9,2231,5
2409,36053,NY,Madison County,2,7421,5
2410,18143,IN,Scott County,6,3690,7
2411,13013,GA,Barrow County,1,9888,6
2412,6109,CA,Tuolumne County,4,7781,7
2413,48421,TX,Sherman County,9,397,1
2414,38001,ND,Adams County,9,216,6
2415,8055,CO,Huerfano County,6,1425,6
2416,18159,IN,Tipton County,3,1268,6
2417,40081,OK,Lincoln County,1,5477,6
2418,13113,GA,Fayette County,1,6671,5
2419,17169,IL,Schuyler County,7,823,20
2420,8019,CO,Clear Creek County,1,753,5
2421,40153,OK,Woodward County,7,2451,5
2422,29197,MO,Schuyler County,9,852,20
2423,40035,OK,Craig County,6,2423,6
2424,39089,OH,Licking County,1,19680,7
2425,48447,TX,Throckmorton County,9,228,6
2426,48343,TX,Morris County,6,2489,7
2427,51107,VA,Loudoun County,1,13511,8
2428,13135,GA,Gwinnett County,1,102033,8
2429,28149,MS,Warren County,4,11200,4
2430,18051,IN,Gibson County,2,3532,1
2431,47175,TN,Van Buren County,9,1063,6
2432,48441,TX,Taylor County,3,22228,6
2433,39023,OH,Clark County,3,20643,5
2434,37035,NC,Catawba County,2,19537,5
2435,22123,LA,West Carroll Parish,9,2535,4
2436,2170,AK,Matanuska-Susitna Borough,2,9641,7
2437,48499,TX,Wood County,6,5559,7
2438,28131,MS,Stone County,3,3367,2
2439,37019,NC,Brunswick County,2,17406,4
2440,31041,NE,Custer County,7,1236,2
2441,38033,ND,Golden Valley County,9,173,1
2442,13189,GA,McDuffie County,2,4824,6
2443,13275,GA,Thomas County,4,9359,6
2444,13047,GA,Catoosa County,2,8505,3
2445,13005,GA,Bacon County,7,2524,5
2446,48061,TX,Cameron County,2,121665,1
2447,40055,OK,Greer County,7,1295,4
2448,30083,MT,Richland County,7,859,6
2449,54005,WV,Boone County,2,5466,5
2450,17199,IL,Williamson County,5,10423,7
2451,26031,MI,Cheboygan County,7,4486,6
2452,1125,AL,Tuscaloosa County,3,34384,3
2453,19139,IA,Muscatine County,4,4540,5
2454,51135,VA,Nottoway County,6,3042,5
2455,48153,TX,Floyd County,6,1339,5
2456,26075,MI,Jackson County,3,20352,4
2457,6085,CA,Santa Clara County,1,175627,7
2458,40137,OK,Stephens County,4,7254,6
2459,12117,FL,Seminole County,1,51750,4
2460,36005,NY,Bronx County,1,405516,5
2461,48277,TX,Lamar County,4,9751,2
2462,54027,WV,Hampshire County,3,3585,4
2463,48403,TX,Sabine County,9,1779,3
2464,50019,VT,Orleans County,7,4029,8
2465,1019,AL,Cherokee County,8,4273,7
2466,37121,NC,Mitchell County,9,2444,5
2467,36033,NY,Franklin County,5,8235,6
2468,18035,IN,Delaware County,3,23202,8
2469,8031,CO,Denver County,1,95232,
2470,30051,MT,Liberty County,9,467,1
2471,13015,GA,Bartow County,1,15442,7
2472,29211,MO,Sullivan County,9,1049,5
2473,20085,KS,Jackson County,3,1173,4
2474,38105,ND,Williams County,7,2292,6
2475,47185,TN,White County,7,4624,7
2476,25027,MA,Worcester County,2,75902,10
2477,37125,NC,Moore County,4,10766,9
2478,18097,IN,Marion County,1,173996,
2479,1081,AL,Lee County,3,28139,4
2480,19171,IA,Tama County,6,2063,2
2481,13319,GA,Wilkinson County,8,1875,6
2482,48223,TX,Hopkins County,6,5492,5
2483,27127,MN,Redwood County,7,1359,2
2484,22077,LA,Pointe Coupee Parish,2,4332,2
2485,21089,KY,Greenup County,2,6131,5
2486,12115,FL,Sarasota County,2,43904,3
2487,17157,IL,Randolph County,6,3850,7
2488,12086,FL,Miami-Dade County,1,487700,3
2489,20171,KS,Scott County,7,370,7
2490,27091,MN,Martin County,7,2363,3
2491,21097,KY,Harrison County,6,2820,3
2492,13179,GA,Liberty County,3,9184,1
2493,28003,MS,Alcorn County,7,6175,2
2494,48453,TX,Travis County,1,143948,6
2495,29145,MO,Newton County,3,8251,6
2496,26063,MI,Huron County,7,4409,3
2497,39115,OH,Morgan County,6,2714,5
2498,29157,MO,Perry County,7,1941,7
2499,48385,TX,Real County,9,609,4
2500,26051,MI,Gladwin County,6,4459,2
2501,31103,NE,Keya Paha County,9,127,4
2502,26055,MI,Grand Traverse County,5,8985,1
2503,51510,VA,Alexandria city,1,16096,
2504,2150,AK,Kodiak Island Borough,7,991,1
2505,23003,ME,Aroostook County,7,10804,4
2506,19063,IA,Emmet County,7,1002,1
2507,36061,NY,New York County,1,274651,5
2508,41037,OR,Lake County,7,1122,6
2509,48471,TX,Walker County,4,12123,2
2510,39137,OH,Putnam County,6,2796,7
2511,5055,AR,Greene County,6,6709,6
2512,22067,LA,Morehouse Parish,6,7237,7
2513,20103,KS,Leavenworth County,1,6464,6
2514,20093,KS,Kearny County,9,444,8
2515,19081,IA,Hancock County,7,947,4
2516,29109,MO,Lawrence County,6,5613,6
2517,25007,MA,Dukes County,7,1302,4
2518,13249,GA,Schley County,8,942,4
2519,55115,WI,Shawano County,6,4794,8
2520,46081,SD,Lawrence County,6,2907,6
2521,38025,ND,Dunn County,9,420,7
2522,47025,TN,Claiborne County,6,7735,7
2523,37149,NC,Polk County,8,2912,3
2524,27153,MN,Todd County,6,2978,2
2525,20025,KS,Clark County,9,231,5
2526,19091,IA,Humboldt County,7,928,4
2527,55021,WI,Columbia County,2,4561,7
2528,48013,TX,Atascosa County,1,7867,8
2529,31071,NE,Garfield County,9,249,6
2530,48355,TX,Nueces County,2,53441,1
2531,48323,TX,Maverick County,5,13759,6
2532,48227,TX,Howard County,5,5478,6
2533,17127,IL,Massac County,7,2972,5
2534,5133,AR,Sevier County,7,3465,6
2535,1077,AL,Lauderdale County,3,13739,8
2536,54009,WV,Brooke County,3,2955,4
2537,18045,IN,Fountain County,6,2145,5
2538,2290,AK,Yukon-Koyukuk Census Area,8,1266,9
2539,55091,WI,Pepin County,8,823,6
2540,24039,MD,Somerset County,3,4992,10
2541,48147,TX,Fannin County,6,5015,7
2542,48377,TX,Presidio County,7,1677,5
2543,36011,NY,Cayuga County,4,9236,6
2544,22097,LA,St. Landry Parish,4,21994,6
2545,27033,MN,Cottonwood County,7,1346,2
2546,6071,CA,San Bernardino County,1,369012,8
2547,13261,GA,Sumter County,6,8290,2
2548,31065,NE,Furnas County,9,656,7
2549,13239,GA,Quitman County,9,632,4
2550,48159,TX,Franklin County,8,1659,6
2551,36069,NY,Ontario County,1,10240,6
2552,27161,MN,Waseca County,7,1661,1
2553,29085,MO,Hickory County,8,1767,2
2554,46063,SD,Harding County,9,143,6
2555,51071,VA,Giles County,3,2032,6
2556,39079,OH,Jackson County,7,5780,4
2557,29127,MO,Marion County,5,4000,
2558,25013,MA,Hampden County,2,74898,6
2559,28043,MS,Grenada County,7,4720,3
2560,41031,OR,Jefferson County,6,3838,6
2561,48241,TX,Jasper County,6,6652,2
2562,31057,NE,Dundy County,9,223,2
2563,24023,MD,Garrett County,6,3692,6
2564,29131,MO,Miller County,6,4040,7
2565,48045,TX,Briscoe County,9,226,5
2566,20143,KS,Ottawa County,9,618,5
2567,18119,IN,Owen County,3,2827,5
2568,6107,CA,Tulare County,2,112387,4
2569,18083,IN,Knox County,4,5952,3
2570,56029,WY,Park County,7,3173,8
2571,22099,LA,St. Martin Parish,3,9830,2
2572,53039,WA,Klickitat County,6,3269,8
2573,47047,TN,Fayette County,1,5655,5
2574,24047,MD,Worcester County,4,5792,10
2575,21157,KY,Marshall County,7,3734,2
2576,40063,OK,Hughes County,7,2978,6
2577,21151,KY,Madison County,4,17680,5
2578,22121,LA,West Baton Rouge Parish,2,4231,5
2579,29031,MO,Cape Girardeau County,5,11371,1
2580,48149,TX,Fayette County,6,2750,5
