d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,motto text,population
2363,17165,IL,Saline County,7,4795,"State sovereignty, national union",114404
2364,4003,AZ,Cochise County,4,25424,Ditat Deus,129473
2365,17155,IL,Putnam County,8,448,"State sovereignty, national union",72577
2366,37007,NC,Anson County,1,5716,Esse quam videri,26161
2367,8081,CO,Moffat County,7,1676,Nil sine numine,13103
2368,31143,NE,Polk County,9,408,Equality before the law,31569
2369,12089,FL,Nassau County,1,8242,In God We Trust,1352146
2370,20035,KS,Cowley County,4,4706,Ad astra per aspera,36204
2371,37103,NC,Jones County,8,2088,Esse quam videri,1001
2372,38021,ND,Dickey County,9,527,Serit ut alteri saeclo prosit,5248
2373,47003,TN,Bedford County,6,6885,Agriculture and Commerce,49055
2374,18139,IN,Rush County,6,2277,The Crossroads of America,17004
2375,40067,OK,Jefferson County,8,1346,Labor omnia vincit,659479
2376,48457,TX,Tyler County,6,3548,Friendship,21464
2377,1085,AL,Lowndes County,2,3252,Audemus iura nostra defendere,59922
2378,40097,OK,Mayes County,6,7066,Labor omnia vincit,40804
2379,6047,CA,Merced County,3,53417,Eureka,263228
2380,28157,MS,Wilkinson County,8,2798,Virtute et armis,9381
2381,39127,OH,Perry County,6,6029,The Heart of It All,28010
2382,2016,AK,Aleutians West Census Area,7,438,North to the Future,5511
2383,36107,NY,Tioga County,2,6141,Excelsior,42463
2384,47137,TN,Pickett County,9,856,Agriculture and Commerce,5090
2385,41059,OR,Umatilla County,5,11369,Alis volat propriis,76720
2386,5063,AR,Independence County,7,5727,Regnat populus,36997
2387,19027,IA,Carroll County,7,1762,Our liberties we prize and our rights we will maintain,47499
2388,40111,OK,Okmulgee County,2,7817,Labor omnia vincit,39438
2389,40007,OK,Beaver County,9,614,Labor omnia vincit,6459
2390,18135,IN,Randolph County,6,3801,The Crossroads of America,29415
2391,15001,HI,Hawaii County,5,29962,Ua Mau ke Ea o ka ʻĀina i ka Pono,196428
2392,21065,KY,Estill County,6,3852,Deo gratiam habeamus,14488
2393,46089,SD,McPherson County,9,340,,29569
2394,5119,AR,Pulaski County,2,66302,Regnat populus,391284
2395,8017,CO,Cheyenne County,9,252,Nil sine numine,10091
2396,27047,MN,Freeborn County,7,3267,L’Étoile du Nord,30948
2397,38067,ND,Pembina County,9,629,Serit ut alteri saeclo prosit,7181
2398,13131,GA,Grady County,6,5169,"Wisdom, Justice, Moderation",53685
2399,27101,MN,Murray County,9,757,L’Étoile du Nord,13712
2400,40041,OK,Delaware County,6,7294,Labor omnia vincit,46722
2401,27043,MN,Faribault County,7,1584,L’Étoile du Nord,14191
2402,55001,WI,Adams County,8,2624,Forward,3828
2403,40051,OK,Grady County,1,7032,Labor omnia vincit,53685
2404,13107,GA,Emanuel County,7,5911,"Wisdom, Justice, Moderation",22867
2405,39171,OH,Williams County,7,3496,The Heart of It All,29595
2406,16065,ID,Madison County,6,9274,Esto perpetua,7712
2407,48141,TX,El Paso County,2,186707,Friendship,655044
2408,51111,VA,Lunenburg County,9,2231,Sic semper tyrannis,12527
2409,36053,NY,Madison County,2,7421,Excelsior,7712
2410,18143,IN,Scott County,6,3690,The Crossroads of America,22015
2411,13013,GA,Barrow County,1,9888,"Wisdom, Justice, Moderation",71453
2412,6109,CA,Tuolumne County,4,7781,Eureka,53874
2413,48421,TX,Sherman County,9,397,Friendship,1731
2414,38001,ND,Adams County,9,216,Serit ut alteri saeclo prosit,3828
2415,8055,CO,Huerfano County,6,1425,Nil sine numine,6519
2416,18159,IN,Tipton County,3,1268,The Crossroads of America,61586
2417,40081,OK,Lincoln County,1,5477,Labor omnia vincit,5245
2418,13113,GA,Fayette County,1,6671,"Wisdom, Justice, Moderation",45599
2419,17169,IL,Schuyler County,7,823,"State sovereignty, national union",18460
2420,8019,CO,Clear Creek County,1,753,Nil sine numine,9031
2421,40153,OK,Woodward County,7,2451,Labor omnia vincit,21221
2422,29197,MO,Schuyler County,9,852,Salus populi suprema lex esto,18460
2423,40035,OK,Craig County,6,2423,Labor omnia vincit,5210
2424,39089,OH,Licking County,1,19680,The Heart of It All,168375
2425,48447,TX,Throckmorton County,9,228,Friendship,1600
2426,48343,TX,Morris County,6,2489,Friendship,499397
2427,51107,VA,Loudoun County,1,13511,Sic semper tyrannis,349679
2428,13135,GA,Gwinnett County,1,102033,"Wisdom, Justice, Moderation",859304
2429,28149,MS,Warren County,4,11200,Virtute et armis,65337
2430,18051,IN,Gibson County,2,3532,The Crossroads of America,33612
2431,47175,TN,Van Buren County,9,1063,Agriculture and Commerce,16932
2432,48441,TX,Taylor County,3,22228,Friendship,20610
2433,39023,OH,Clark County,3,20643,The Heart of It All,2027868
2434,37035,NC,Catawba County,2,19537,Esse quam videri,154810
2435,22123,LA,West Carroll Parish,9,2535,,11465
2436,2170,AK,Matanuska-Susitna Borough,2,9641,North to the Future,95192
2437,48499,TX,Wood County,6,5559,Friendship,86569
2438,28131,MS,Stone County,3,3367,Virtute et armis,12581
2439,37019,NC,Brunswick County,2,17406,Esse quam videri,115301
2440,31041,NE,Custer County,7,1236,Equality before the law,4249
2441,38033,ND,Golden Valley County,9,173,Serit ut alteri saeclo prosit,1823
2442,13189,GA,McDuffie County,2,4824,"Wisdom, Justice, Moderation",21565
2443,13275,GA,Thomas County,4,9359,"Wisdom, Justice, Moderation",44869
2444,13047,GA,Catoosa County,2,8505,"Wisdom, Justice, Moderation",65311
2445,13005,GA,Bacon County,7,2524,"Wisdom, Justice, Moderation",11216
2446,48061,TX,Cameron County,2,121665,Friendship,417276
2447,40055,OK,Greer County,7,1295,Labor omnia vincit,6171
2448,30083,MT,Richland County,7,859,Oro y Plata,399256
2449,54005,WV,Boone County,2,5466,Montani semper liberi,24224
2450,17199,IL,Williamson County,5,10423,"State sovereignty, national union",198901
2451,26031,MI,Cheboygan County,7,4486,Si quaeris peninsulam amoenam circumspice,25726
2452,1125,AL,Tuscaloosa County,3,34384,Audemus iura nostra defendere,200821
2453,19139,IA,Muscatine County,4,4540,Our liberties we prize and our rights we will maintain,42836
2454,51135,VA,Nottoway County,6,3042,Sic semper tyrannis,15773
2455,48153,TX,Floyd County,6,1339,Friendship,38728
2456,26075,MI,Jackson County,3,20352,Si quaeris peninsulam amoenam circumspice,208545
2457,6085,CA,Santa Clara County,1,175627,Eureka,1862041
2458,40137,OK,Stephens County,4,7254,Labor omnia vincit,44919
2459,12117,FL,Seminole County,1,51750,In God We Trust,436041
2460,36005,NY,Bronx County,1,405516,Excelsior,
2461,48277,TX,Lamar County,4,9751,Friendship,49426
2462,54027,WV,Hampshire County,3,3585,Montani semper liberi,159596
2463,48403,TX,Sabine County,9,1779,Friendship,10361
2464,50019,VT,Orleans County,7,4029,Stella quarta decima fulgeat,27169
2465,1019,AL,Cherokee County,8,4273,Audemus iura nostra defendere,27218
2466,37121,NC,Mitchell County,9,2444,Esse quam videri,15328
2467,36033,NY,Franklin County,5,8235,Excelsior,71221
2468,18035,IN,Delaware County,3,23202,The Crossroads of America,46722
2469,8031,CO,Denver County,1,95232,Nil sine numine,
2470,30051,MT,Liberty County,9,467,Oro y Plata,76907
2471,13015,GA,Bartow County,1,15442,"Wisdom, Justice, Moderation",101273
2472,29211,MO,Sullivan County,9,1049,Salus populi suprema lex esto,76665
2473,20085,KS,Jackson County,3,1173,Ad astra per aspera,208545
2474,38105,ND,Williams County,7,2292,Serit ut alteri saeclo prosit,29595
2475,47185,TN,White County,7,4624,Agriculture and Commerce,78483
2476,25027,MA,Worcester County,2,75902,Ense petit placidam sub libertate quietem,809106
2477,37125,NC,Moore County,4,10766,Esse quam videri,91587
2478,18097,IN,Marion County,1,173996,The Crossroads of America,323614
2479,1081,AL,Lee County,3,28139,Audemus iura nostra defendere,661115
2480,19171,IA,Tama County,6,2063,Our liberties we prize and our rights we will maintain,17576
2481,13319,GA,Wilkinson County,8,1875,"Wisdom, Justice, Moderation",9381
2482,48223,TX,Hopkins County,6,5492,Friendship,35565
2483,27127,MN,Redwood County,7,1359,L’Étoile du Nord,15744
2484,22077,LA,Pointe Coupee Parish,2,4332,,22499
2485,21089,KY,Greenup County,2,6131,Deo gratiam habeamus,36519
2486,12115,FL,Sarasota County,2,43904,In God We Trust,390429
2487,17157,IL,Randolph County,6,3850,"State sovereignty, national union",29415
2488,12086,FL,Miami-Dade County,1,487700,In God We Trust,2617176
2489,20171,KS,Scott County,7,370,Ad astra per aspera,22015
2490,27091,MN,Martin County,7,2363,L’Étoile du Nord,20422
2491,21097,KY,Harrison County,6,2820,Deo gratiam habeamus,196500
2492,13179,GA,Liberty County,3,9184,"Wisdom, Justice, Moderation",76907
2493,28003,MS,Alcorn County,7,6175,Virtute et armis,37316
2494,48453,TX,Travis County,1,143948,Friendship,1120954
2495,29145,MO,Newton County,3,8251,Salus populi suprema lex esto,8064
2496,26063,MI,Huron County,7,4409,Si quaeris peninsulam amoenam circumspice,32224
2497,39115,OH,Morgan County,6,2714,The Heart of It All,119787
2498,29157,MO,Perry County,7,1941,Salus populi suprema lex esto,28010
2499,48385,TX,Real County,9,609,Friendship,3350
2500,26051,MI,Gladwin County,6,4459,Si quaeris peninsulam amoenam circumspice,25493
2501,31103,NE,Keya Paha County,9,127,Equality before the law,790
2502,26055,MI,Grand Traverse County,5,8985,Si quaeris peninsulam amoenam circumspice,89987
2503,51510,VA,Alexandria city,1,16096,Sic semper tyrannis,
2504,2150,AK,Kodiak Island Borough,7,991,North to the Future,14135
2505,23003,ME,Aroostook County,7,10804,Dirigo,70055
2506,19063,IA,Emmet County,7,1002,Our liberties we prize and our rights we will maintain,33140
2507,36061,NY,New York County,1,274651,Excelsior,
2508,41037,OR,Lake County,7,1122,Alis volat propriis,63860
2509,48471,TX,Walker County,4,12123,Friendship,65998
2510,39137,OH,Putnam County,6,2796,The Heart of It All,72577
2511,5055,AR,Greene County,6,6709,Regnat populus,68267
2512,22067,LA,Morehouse Parish,6,7237,,27057
2513,20103,KS,Leavenworth County,1,6464,Ad astra per aspera,78185
2514,20093,KS,Kearny County,9,444,Ad astra per aspera,3923
2515,19081,IA,Hancock County,7,947,Our liberties we prize and our rights we will maintain,54845
2516,29109,MO,Lawrence County,6,5613,Salus populi suprema lex esto,33587
2517,25007,MA,Dukes County,7,1302,Ense petit placidam sub libertate quietem,17256
2518,13249,GA,Schley County,8,942,"Wisdom, Justice, Moderation",5089
2519,55115,WI,Shawano County,6,4794,Forward,41643
2520,46081,SD,Lawrence County,6,2907,,33587
2521,38025,ND,Dunn County,9,420,Serit ut alteri saeclo prosit,44122
2522,47025,TN,Claiborne County,6,7735,Agriculture and Commerce,31560
2523,37149,NC,Polk County,8,2912,Esse quam videri,31569
2524,27153,MN,Todd County,6,2978,L’Étoile du Nord,24382
2525,20025,KS,Clark County,9,231,Ad astra per aspera,2027868
2526,19091,IA,Humboldt County,7,928,Our liberties we prize and our rights we will maintain,134493
2527,55021,WI,Columbia County,2,4561,Forward,49344
2528,48013,TX,Atascosa County,1,7867,Friendship,47093
2529,31071,NE,Garfield County,9,249,Equality before the law,5083
2530,48355,TX,Nueces County,2,53441,Friendship,352107
2531,48323,TX,Maverick County,5,13759,Friendship,55932
2532,48227,TX,Howard County,5,5478,Friendship,304580
2533,17127,IL,Massac County,7,2972,"State sovereignty, national union",15073
2534,5133,AR,Sevier County,7,3465,Regnat populus,20852
2535,1077,AL,Lauderdale County,3,13739,Audemus iura nostra defendere,92797
2536,54009,WV,Brooke County,3,2955,Montani semper liberi,23737
2537,18045,IN,Fountain County,6,2145,The Crossroads of America,16880
2538,2290,AK,Yukon-Koyukuk Census Area,8,1266,North to the Future,5695
2539,55091,WI,Pepin County,8,823,Forward,7360
2540,24039,MD,Somerset County,3,4992,"Fatti maschii, parole femine",51706
2541,48147,TX,Fannin County,6,5015,Friendship,23760
2542,48377,TX,Presidio County,7,1677,Friendship,7201
2543,36011,NY,Cayuga County,4,9236,Excelsior,79477
2544,22097,LA,St. Landry Parish,4,21994,,83454
2545,27033,MN,Cottonwood County,7,1346,L’Étoile du Nord,11616
2546,6071,CA,San Bernardino County,1,369012,Eureka,2088371
2547,13261,GA,Sumter County,6,8290,"Wisdom, Justice, Moderation",13361
2548,31065,NE,Furnas County,9,656,Equality before the law,4865
2549,13239,GA,Quitman County,9,632,"Wisdom, Justice, Moderation",7803
2550,48159,TX,Franklin County,8,1659,Friendship,71221
2551,36069,NY,Ontario County,1,10240,Excelsior,109103
2552,27161,MN,Waseca County,7,1661,L’Étoile du Nord,19098
2553,29085,MO,Hickory County,8,1767,Salus populi suprema lex esto,9305
2554,46063,SD,Harding County,9,143,,1262
2555,51071,VA,Giles County,3,2032,Sic semper tyrannis,28746
2556,39079,OH,Jackson County,7,5780,The Heart of It All,208545
2557,29127,MO,Marion County,5,4000,Salus populi suprema lex esto,323614
2558,25013,MA,Hampden County,2,74898,Ense petit placidam sub libertate quietem,467319
2559,28043,MS,Grenada County,7,4720,Virtute et armis,21612
2560,41031,OR,Jefferson County,6,3838,Alis volat propriis,659479
2561,48241,TX,Jasper County,6,6652,Friendship,35649
2562,31057,NE,Dundy County,9,223,Equality before the law,1981
2563,24023,MD,Garrett County,6,3692,"Fatti maschii, parole femine",29889
2564,29131,MO,Miller County,6,4040,Salus populi suprema lex esto,25092
2565,48045,TX,Briscoe County,9,226,Friendship,1537
2566,20143,KS,Ottawa County,9,618,Ad astra per aspera,272701
2567,18119,IN,Owen County,3,2827,The Crossroads of America,21201
2568,6107,CA,Tulare County,2,112387,Eureka,454143
2569,18083,IN,Knox County,4,5952,The Crossroads of America,39550
2570,56029,WY,Park County,7,3173,Equal Rights,29227
2571,22099,LA,St. Martin Parish,3,9830,,52936
2572,53039,WA,Klickitat County,6,3269,bye and bye,20866
2573,47047,TN,Fayette County,1,5655,Agriculture and Commerce,45599
2574,24047,MD,Worcester County,4,5792,"Fatti maschii, parole femine",809106
2575,21157,KY,Marshall County,7,3734,Deo gratiam habeamus,94760
2576,40063,OK,Hughes County,7,2978,Labor omnia vincit,13823
2577,21151,KY,Madison County,4,17680,Deo gratiam habeamus,7712
2578,22121,LA,West Baton Rouge Parish,2,4231,,24573
2579,29031,MO,Cape Girardeau County,5,11371,Salus populi suprema lex esto,77320
2580,48149,TX,Fayette County,6,2750,Friendship,45599
2581,20005,KS,Atchison County,6,2398,Ad astra per aspera,16749
2582,5075,AR,Lawrence County,6,3207,Regnat populus,33587
2583,55067,WI,Langlade County,6,2681,Forward,19575
2584,19135,IA,Monroe County,7,968,Our liberties we prize and our rights we will maintain,76351
2585,18053,IN,Grant County,4,12585,The Crossroads of America,7283
2586,53049,WA,Pacific County,7,3578,bye and bye,20498
2587,47161,TN,Stewart County,3,2144,Agriculture and Commerce,13362
2588,8049,CO,Grand County,8,1220,Nil sine numine,9360
2589,2100,AK,Haines Borough,9,257,North to the Future,2592
2590,47141,TN,Putnam County,4,14046,Agriculture and Commerce,72577
2591,13027,GA,Brooks County,3,3854,"Wisdom, Justice, Moderation",15516
2592,48297,TX,Live Oak County,6,1874,Friendship,11867
2593,41045,OR,Malheur County,6,6222,Alis volat propriis,30479
2594,51683,VA,Manassas city,1,3980,Sic semper tyrannis,
2595,13029,GA,Bryan County,2,3456,"Wisdom, Justice, Moderation",44244
2596,27115,MN,Pine County,6,3306,L’Étoile du Nord,29104
2597,48203,TX,Harrison County,4,11328,Friendship,196500
2598,37039,NC,Cherokee County,9,5057,Esse quam videri,27218
2599,17013,IL,Calhoun County,1,585,"State sovereignty, national union",135012
2600,39145,OH,Scioto County,4,16051,The Heart of It All,78153
2601,26143,MI,Roscommon County,7,4129,Si quaeris peninsulam amoenam circumspice,24014
2602,35061,NM,Valencia County,2,13746,Crescit eundo,76284
2603,19179,IA,Wapello County,5,5634,Our liberties we prize and our rights we will maintain,35391
2604,55003,WI,Ashland County,7,2179,Forward,16016
2605,45033,SC,Dillon County,6,7757,Dum spiro spero,31229
2606,29143,MO,New Madrid County,7,4381,Salus populi suprema lex esto,18365
2607,1073,AL,Jefferson County,1,98463,Audemus iura nostra defendere,659479
2608,48257,TX,Kaufman County,1,13328,Friendship,108568
2609,40037,OK,Creek County,2,10895,Labor omnia vincit,70470
2610,48319,TX,Mason County,9,543,Friendship,27126
2611,20191,KS,Sumner County,2,3091,Ad astra per aspera,168888
2612,29187,MO,St. Francois County,4,9726,Salus populi suprema lex esto,66215
2613,22031,LA,De Soto Parish,2,5669,,27083
2614,42003,PA,Allegheny County,1,137017,"Virtue, liberty, and independence",1231527
2615,47165,TN,Sumner County,1,17288,Agriculture and Commerce,168888
2616,37017,NC,Bladen County,6,8794,Esse quam videri,34843
2617,17173,IL,Shelby County,6,2521,"State sovereignty, national union",939465
2618,18075,IN,Jay County,6,2878,The Crossroads of America,21330
2619,13063,GA,Clayton County,1,57057,"Wisdom, Justice, Moderation",15402
2620,29079,MO,Grundy County,7,1680,Salus populi suprema lex esto,50228
2621,31003,NE,Antelope County,9,707,Equality before the law,6456
2622,19085,IA,Harrison County,2,1518,Our liberties we prize and our rights we will maintain,196500
2623,17055,IL,Franklin County,5,8276,"State sovereignty, national union",71221
2624,5017,AR,Chicot County,7,3066,Regnat populus,11335
2625,13073,GA,Columbia County,2,10512,"Wisdom, Justice, Moderation",49344
2626,30067,MT,Park County,7,1877,Oro y Plata,29227
2627,55059,WI,Kenosha County,1,21222,Forward,167757
2628,2282,AK,Yakutat Borough,9,101,North to the Future,642
2629,39091,OH,Logan County,4,5420,The Heart of It All,35987
2630,18125,IN,Pike County,6,1392,The Crossroads of America,63380
2631,48059,TX,Callahan County,3,2032,Friendship,13525
2632,30077,MT,Powell County,7,929,Oro y Plata,6993
2633,1023,AL,Choctaw County,9,2910,Audemus iura nostra defendere,13426
2634,47045,TN,Dyer County,5,7402,Agriculture and Commerce,38213
2635,8089,CO,Otero County,6,4209,Nil sine numine,65616
2636,21159,KY,Martin County,8,4115,Deo gratiam habeamus,20422
2637,24011,MD,Caroline County,6,4955,"Fatti maschii, parole femine",29298
2638,28091,MS,Marion County,6,6614,Virtute et armis,323614
2639,51690,VA,Martinsville city,4,3035,Sic semper tyrannis,13755
2640,51685,VA,Manassas Park city,1,1231,Sic semper tyrannis,
2641,51047,VA,Culpeper County,6,4766,Sic semper tyrannis,48506
2642,29183,MO,St. Charles County,1,20198,Salus populi suprema lex esto,373495
2643,47011,TN,Bradley County,3,14448,Agriculture and Commerce,101848
2644,48361,TX,Orange County,2,11751,Friendship,3114363
2645,31079,NE,Hall County,5,7652,Equality before the law,187745
2646,19137,IA,Montgomery County,6,1287,Our liberties we prize and our rights we will maintain,1058810
2647,41011,OR,Coos County,5,10946,Alis volat propriis,31997
2648,20027,KS,Clay County,7,819,Ad astra per aspera,10584
2649,13233,GA,Polk County,6,7609,"Wisdom, Justice, Moderation",31569
2650,44001,RI,Bristol County,1,3833,Hope,552780
2651,34029,NJ,Ocean County,1,64493,Liberty and prosperity,583414
2652,12043,FL,Glades County,6,2672,In God We Trust,13345
2653,13271,GA,Telfair County,7,3916,"Wisdom, Justice, Moderation",16591
2654,27081,MN,Lincoln County,9,721,L’Étoile du Nord,5245
2655,21057,KY,Cumberland County,9,1679,Deo gratiam habeamus,285456
2656,51750,VA,Radford city,3,3931,Sic semper tyrannis,
2657,51710,VA,Norfolk city,1,45219,Sic semper tyrannis,
2658,34027,NJ,Morris County,1,26615,Liberty and prosperity,499397
2659,48105,TX,Crockett County,7,612,Friendship,3807
2660,34035,NJ,Somerset County,1,17318,Liberty and prosperity,51706
2661,39067,OH,Harrison County,6,2521,The Heart of It All,196500
2662,12085,FL,Martin County,2,17584,In God We Trust,20422
2663,53069,WA,Wahkiakum County,8,523,bye and bye,4042
2664,27009,MN,Benton County,3,3345,L’Étoile du Nord,86591
2665,30087,MT,Rosebud County,9,1525,Oro y Plata,9329
2666,16011,ID,Bingham County,6,6181,Esto perpetua,45290
2667,46067,SD,Hutchinson County,8,872,,21819
2668,47115,TN,Marion County,2,5157,Agriculture and Commerce,323614
2669,48009,TX,Archer County,3,909,Friendship,8681
2670,42055,PA,Franklin County,4,13779,"Virtue, liberty, and independence",71221
2671,26005,MI,Allegan County,4,10303,Si quaeris peninsulam amoenam circumspice,112531
2672,50011,VT,Franklin County,3,5053,Stella quarta decima fulgeat,71221
2673,20151,KS,Pratt County,7,1048,Ad astra per aspera,9878
2674,34011,NJ,Cumberland County,3,26321,Liberty and prosperity,285456
2675,40033,OK,Cotton County,6,994,Labor omnia vincit,6152
2676,21043,KY,Carter County,6,5932,Deo gratiam habeamus,1174
2677,21211,KY,Shelby County,1,5178,Deo gratiam habeamus,939465
2678,51183,VA,Sussex County,1,2070,Sic semper tyrannis,206649
2679,21019,KY,Boyd County,2,8356,Deo gratiam habeamus,48886
2680,31063,NE,Frontier County,9,312,Equality before the law,2709
2681,5095,AR,Monroe County,7,1909,Regnat populus,76351
2682,51530,VA,Buena Vista city,6,975,Sic semper tyrannis,6680
2683,16071,ID,Oneida County,8,563,Esto perpetua,233585
2684,28151,MS,Washington County,5,15883,Virtute et armis,32190
2685,18025,IN,Crawford County,8,1797,The Crossroads of America,24543
2686,25003,MA,Berkshire County,3,13182,Ense petit placidam sub libertate quietem,129585
2687,20029,KS,Cloud County,7,1142,Ad astra per aspera,9292
2688,13215,GA,Muscogee County,2,41006,"Wisdom, Justice, Moderation",202824
2689,16029,ID,Caribou County,6,769,Esto perpetua,6808
2690,22069,LA,Natchitoches Parish,6,11773,,39138
2691,22025,LA,Catahoula Parish,9,2485,,10238
2692,13265,GA,Taliaferro County,8,457,"Wisdom, Justice, Moderation",1703
2693,17089,IL,Kane County,1,55134,"State sovereignty, national union",7260
2694,48375,TX,Potter County,3,25040,Friendship,17497
2695,31033,NE,Cheyenne County,7,935,Equality before the law,10091
2696,21051,KY,Clay County,7,7945,Deo gratiam habeamus,10584
2697,37095,NC,Hyde County,9,1067,Esse quam videri,5721
2698,22087,LA,St. Bernard Parish,1,10604,,43482
2699,51730,VA,Petersburg city,1,7884,Sic semper tyrannis,
2700,5021,AR,Clay County,7,2807,Regnat populus,10584
2701,18099,IN,Marshall County,6,5490,The Crossroads of America,94760
2702,51161,VA,Roanoke County,2,6774,Sic semper tyrannis,93524
2703,37181,NC,Vance County,4,10552,Esse quam videri,44808
2704,21189,KY,Owsley County,9,1980,Deo gratiam habeamus,4654
2705,35039,NM,Rio Arriba County,6,8953,Crescit eundo,40072
2706,19095,IA,Iowa County,8,1156,Our liberties we prize and our rights we will maintain,23749
2707,5027,AR,Columbia County,7,5330,Regnat populus,49344
2708,17135,IL,Montgomery County,6,4220,"State sovereignty, national union",1058810
2709,51093,VA,Isle of Wight County,1,3430,Sic semper tyrannis,35656
2710,51007,VA,Amelia County,1,1328,Sic semper tyrannis,12745
2711,55045,WI,Green County,6,3002,Forward,37090
2712,17093,IL,Kendall County,1,5778,"State sovereignty, national union",37766
2713,12109,FL,St. Johns County,1,17838,In God We Trust,209647
2714,8057,CO,Jackson County,9,191,Nil sine numine,208545
2715,48373,TX,Polk County,6,8845,Friendship,31569
2716,1093,AL,Marion County,8,5386,Audemus iura nostra defendere,323614
2717,21009,KY,Barren County,6,9397,Deo gratiam habeamus,43027
2718,19187,IA,Webster County,5,4874,Our liberties we prize and our rights we will maintain,8893
2719,18165,IN,Vermillion County,3,2039,The Crossroads of America,15878
2720,25017,MA,Middlesex County,1,117964,Ense petit placidam sub libertate quietem,1552802
2721,22039,LA,Evangeline Parish,6,9463,,33578
2722,1009,AL,Blount County,1,8033,Audemus iura nostra defendere,125099
2723,30007,MT,Broadwater County,9,604,Oro y Plata,5692
2724,45003,SC,Aiken County,2,28039,Dum spiro spero,164176
2725,54033,WV,Harrison County,5,9851,Montani semper liberi,196500
2726,47139,TN,Polk County,3,2670,Agriculture and Commerce,31569
2727,21181,KY,Nicholas County,8,1376,Deo gratiam habeamus,25965
2728,19109,IA,Kossuth County,7,1696,Our liberties we prize and our rights we will maintain,15321
2729,17185,IL,Wabash County,6,1529,"State sovereignty, national union",32358
2730,31135,NE,Perkins County,9,301,Equality before the law,3037
2731,45085,SC,Sumter County,3,21320,Dum spiro spero,13361
2732,48201,TX,Harris County,1,752261,Friendship,4336853
2733,46013,SD,Brown County,5,4025,,37749
2734,40145,OK,Wagoner County,2,8725,Labor omnia vincit,75700
2735,22083,LA,Richland Parish,6,5299,,20857
2736,16059,ID,Lemhi County,7,1351,Esto perpetua,7712
2737,1101,AL,Montgomery County,2,40760,Audemus iura nostra defendere,1058810
2738,19141,IA,O'Brien County,7,1381,Our liberties we prize and our rights we will maintain,14044
2739,37197,NC,Yadkin County,2,5202,Esse quam videri,38038
2740,36003,NY,Allegany County,7,7836,Excelsior,73521
2741,19101,IA,Jefferson County,7,2311,Our liberties we prize and our rights we will maintain,659479
2742,22017,LA,Caddo Parish,2,63909,,254887
2743,22119,LA,Webster Parish,6,9276,,40678
2744,48003,TX,Andrews County,6,2073,Friendship,16799
2745,37045,NC,Cleveland County,4,19594,Esse quam videri,97047
2746,20179,KS,Sheridan County,9,284,Ad astra per aspera,29824
2747,48369,TX,Parmer County,7,1500,Friendship,9965
2748,13035,GA,Butts County,1,3586,"Wisdom, Justice, Moderation",23361
2749,48085,TX,Collin County,1,58619,Friendship,854778
2750,46027,SD,Clay County,6,2393,,10584
2751,1039,AL,Covington County,7,7228,Audemus iura nostra defendere,37886
2752,17191,IL,Wayne County,7,2272,"State sovereignty, national union",1775273
2753,1071,AL,Jackson County,6,9007,Audemus iura nostra defendere,208545
2754,53023,WA,Garfield County,8,308,bye and bye,5083
2755,13289,GA,Twiggs County,3,1893,"Wisdom, Justice, Moderation",8481
2756,47067,TN,Hancock County,8,1983,Agriculture and Commerce,54845
2757,20077,KS,Harper County,8,809,Ad astra per aspera,3813
2758,36039,NY,Greene County,6,7278,Excelsior,68267
2759,37013,NC,Beaufort County,6,8925,Esse quam videri,171838
2760,13315,GA,Wilcox County,9,2115,"Wisdom, Justice, Moderation",11307
2761,31115,NE,Loup County,9,94,Equality before the law,576
2762,55043,WI,Grant County,6,7919,Forward,7283
2763,8013,CO,Boulder County,2,33749,Nil sine numine,310048
2764,19003,IA,Adams County,9,452,Our liberties we prize and our rights we will maintain,3828
2765,28029,MS,Copiah County,2,7517,Virtute et armis,28921
2766,48041,TX,Brazos County,3,51022,Friendship,203164
2767,5097,AR,Montgomery County,8,1956,Regnat populus,1058810
2768,31077,NE,Greeley County,9,333,Equality before the law,2494
2769,17073,IL,Henry County,2,5556,"State sovereignty, national union",49044
2770,48433,TX,Stonewall County,8,217,Friendship,1432
2771,54041,WV,Lewis County,7,2939,Montani semper liberi,75081
2772,27077,MN,Lake of the Woods County,9,408,L’Étoile du Nord,3929
2773,16049,ID,Idaho County,6,2531,Esto perpetua,16116
2774,55047,WI,Green Lake County,6,2153,Forward,18959
2775,33001,NH,Belknap County,4,5949,Live Free or Die,60179
2776,35051,NM,Sierra County,6,2940,Crescit eundo,11572
2777,39057,OH,Greene County,2,18975,The Heart of It All,68267
2778,5043,AR,Drew County,7,3387,Regnat populus,18785
2779,55141,WI,Wood County,4,7088,Forward,86569
2780,38045,ND,LaMoure County,9,468,Serit ut alteri saeclo prosit,4166
2781,20197,KS,Wabaunsee County,3,549,Ad astra per aspera,7051
2782,55135,WI,Waupaca County,6,5318,Forward,52285
2783,6019,CA,Fresno County,2,245131,Eureka,955272
2784,22065,LA,Madison Parish,7,4103,,11927
2785,21011,KY,Bath County,8,3034,Deo gratiam habeamus,4616
2786,18017,IN,Cass County,4,4648,The Crossroads of America,28555
2787,17035,IL,Cumberland County,9,1323,"State sovereignty, national union",285456
2788,5149,AR,Yell County,6,3817,Regnat populus,21893
2789,8123,CO,Weld County,3,33377,Nil sine numine,269785
