d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,area
1874,13201,GA,Miller County,8,1340,1554
1875,45031,SC,Darlington County,3,13878,1468
1876,29107,MO,Lafayette County,1,4057,1655
1877,48313,TX,Madison County,6,1993,9331
1878,36101,NY,Steuben County,4,12546,3637
1879,29075,MO,Gentry County,8,952,1274
1880,55103,WI,Richland County,6,2296,1999
1881,33009,NH,Grafton County,5,8463,4533
1882,29027,MO,Callaway County,3,4754,2194
1883,23001,ME,Androscoggin County,3,13210,1288
1884,48101,TX,Cottle County,9,300,2335
1885,38079,ND,Rolette County,9,3861,2433
1886,48417,TX,Shackelford County,8,489,2371
1887,40099,OK,Murray County,7,1816,1101
1888,45027,SC,Clarendon County,6,8045,1802
1889,46055,SD,Haakon County,8,209,4732
1890,13049,GA,Charlton County,6,2725,2028
1891,18133,IN,Putnam County,1,4080,2142
1892,47177,TN,Warren County,6,7736,2413
1893,42105,PA,Potter County,9,2335,2801
1894,41049,OR,Morrow County,6,1668,5307
1895,4012,AZ,La Paz County,6,4976,11690
1896,27051,MN,Grant County,9,700,11731
1897,47157,TN,Shelby County,1,190199,2030
1898,18105,IN,Monroe County,3,30977,9679
1899,19047,IA,Crawford County,6,2345,1926
1900,51175,VA,Southampton County,6,2544,1560
1901,46091,SD,Marshall County,9,508,1614
1902,48431,TX,Sterling County,8,169,2392
1903,29117,MO,Livingston County,6,2350,1516
1904,40047,OK,Garfield County,5,8920,13489
1905,41013,OR,Crook County,6,3192,4235
1906,54051,WV,Marshall County,3,5445,1614
1907,5085,AR,Lonoke County,2,8881,2078
1908,37161,NC,Rutherford County,4,12096,1466
1909,47051,TN,Franklin County,6,6143,1877
1910,39073,OH,Hocking County,6,4054,1097
1911,27015,MN,Brown County,7,1993,2478
1912,18003,IN,Allen County,2,54642,1710
1913,19071,IA,Fremont County,8,790,23998
1914,31161,NE,Sheridan County,9,831,6545
1915,27157,MN,Wabasha County,3,1595,550
1916,36047,NY,Kings County,1,535092,3604
1917,46075,SD,Jones County,9,120,2517
1918,40061,OK,Haskell County,6,2673,1619
1919,30015,MT,Chouteau County,8,895,10352
1920,47101,TN,Lewis County,6,2163,6310
1921,53055,WA,San Juan County,9,1599,20547
1922,18021,IN,Clay County,3,3666,571
1923,29045,MO,Clark County,9,1020,20955
1924,49021,UT,Iron County,4,9021,8552
1925,20079,KS,Harvey County,2,3528,1400
1926,28059,MS,Jackson County,3,24525,7257
1927,31121,NE,Merrick County,7,797,1281
1928,20047,KS,Edwards County,9,325,5491
1929,13147,GA,Hart County,6,4286,1082
1930,40117,OK,Pawnee County,2,2696,1121
1931,40143,OK,Tulsa County,2,99417,1520
1932,46121,SD,Todd County,9,4928,2536
1933,37157,NC,Rockingham County,2,16352,2056
1934,5123,AR,St. Francis County,6,6973,1664
1935,18079,IN,Jennings County,6,3478,980
1936,53043,WA,Lincoln County,8,1279,27549
1937,27005,MN,Becker County,6,4200,3743
1938,46107,SD,Potter County,9,219,2801
1939,1053,AL,Escambia County,6,8020,2268
1940,54065,WV,Morgan County,3,2079,1552
1941,37027,NC,Caldwell County,2,13697,1228
1942,31009,NE,Blaine County,9,75,6892
1943,30061,MT,Mineral County,8,737,9876
1944,16085,ID,Valley County,8,998,9670
1945,28013,MS,Calhoun County,7,3146,1861
1946,21021,KY,Boyle County,7,4562,474
1947,23011,ME,Kennebec County,4,16479,10607
1948,31105,NE,Kimball County,6,468,2466
1949,21107,KY,Hopkins County,4,8154,2053
1950,1067,AL,Henry County,3,3159,1023
1951,38039,ND,Griggs County,9,213,2957
1952,48303,TX,Lubbock County,3,55089,2333
1953,27143,MN,Sibley County,8,1328,1555
1954,1083,AL,Limestone County,2,11511,1572
1955,36109,NY,Tompkins County,3,17022,1273
1956,46119,SD,Sully County,9,102,2772
1957,45079,SC,Richland County,2,61910,1999
1958,48423,TX,Smith County,3,34487,2459
1959,51660,VA,Harrisonburg city,3,12919,
1960,38041,ND,Hettinger County,9,256,1213
1961,38003,ND,Barnes County,6,1137,3919
1962,17041,IL,Douglas County,6,1895,13297
1963,22051,LA,Jefferson Parish,1,69610,1663
1964,1057,AL,Fayette County,6,3307,1731
1965,13121,GA,Fulton County,1,159400,1385
1966,17153,IL,Pulaski County,9,1183,2092
1967,42057,PA,Fulton County,8,1527,1385
1968,13227,GA,Pickens County,1,3447,1326
1969,26067,MI,Ionia County,2,8487,1503
1970,26153,MI,Schoolcraft County,7,1162,4879
1971,48283,TX,La Salle County,6,1561,2973
1972,47109,TN,McNairy County,6,5623,1453
1973,27149,MN,Stevens County,7,969,6580
1974,26159,MI,Van Buren County,2,12282,1876
1975,6111,CA,Ventura County,2,81792,5719
1976,16013,ID,Blaine County,7,2128,6892
1977,13281,GA,Towns County,9,1558,446
1978,56001,WY,Albany County,4,6229,11160
1979,26015,MI,Barry County,2,4932,2048
1980,22063,LA,Livingston Parish,2,17396,1820
1981,37043,NC,Clay County,9,1647,571
1982,18059,IN,Hancock County,1,5327,6089
1983,18089,IN,Lake County,1,79529,3443
1984,49015,UT,Emery County,9,1263,11555
1985,32019,NV,Lyon County,6,6289,5222
1986,1117,AL,Shelby County,1,16406,2030
1987,17085,IL,Jo Daviess County,6,2145,1602
1988,23021,ME,Piscataquis County,8,3136,11337
1989,45001,SC,Abbeville County,6,3689,1324
1990,17007,IL,Boone County,2,5071,1303
1991,26157,MI,Tuscola County,6,7148,2367
1992,27159,MN,Wadena County,7,1952,543
1993,48443,TX,Terrell County,9,152,6107
1994,48475,TX,Ward County,6,1464,2056
1995,39011,OH,Auglaize County,4,4165,1040
1996,54073,WV,Pleasants County,3,987,349
1997,20115,KS,Marion County,6,1271,3093
1998,51595,VA,Emporia city,6,1172,18.037146
1999,26049,MI,Genesee County,2,81761,1682
2000,20045,KS,Douglas County,3,17501,13297
2001,48293,TX,Limestone County,6,4608,1572
2002,26109,MI,Menominee County,7,2965,3465
2003,47183,TN,Weakley County,7,6591,582
2004,54047,WV,McDowell County,7,6882,1385
2005,41057,OR,Tillamook County,6,3300,3452
2006,47153,TN,Sequatchie County,2,2598,689
2007,48127,TX,Dimmit County,6,2940,3456
2008,22071,LA,Orleans Parish,1,91421,907
2009,48049,TX,Brown County,5,6217,2478
2010,18031,IN,Decatur County,6,3021,893
2011,48497,TX,Wise County,1,7591,2391
2012,21071,KY,Floyd County,7,11137,1024
2013,18109,IN,Morgan County,1,7254,1552
2014,29139,MO,Montgomery County,8,1739,1313
2015,37111,NC,McDowell County,6,8050,1385
2016,47093,TN,Knox County,2,65480,2958
2017,40039,OK,Custer County,7,4984,12786
2018,39059,OH,Guernsey County,6,7161,1368
2019,13267,GA,Tattnall County,6,6108,1264
2020,2164,AK,Lake and Peninsula Borough,9,325,80049
2021,49031,UT,Piute County,9,253,1983
2022,27001,MN,Aitkin County,8,2010,5168
2023,55075,WI,Marinette County,6,4916,4015
2024,20065,KS,Graham County,9,311,12020
2025,28019,MS,Choctaw County,9,1881,2385
2026,30111,MT,Yellowstone County,3,13581,6861
2027,51155,VA,Pulaski County,3,4758,2092
2028,22003,LA,Allen Parish,6,4588,1983
2029,5089,AR,Marion County,9,3342,3093
2030,56009,WY,Converse County,6,1272,11047
2031,18167,IN,Vigo County,3,17567,
2032,12031,FL,Duval County,1,131327,2378
2033,1013,AL,Butler County,6,4880,1218
2034,38035,ND,Grand Forks County,3,9318,3729
2035,20123,KS,Mitchell County,7,712,575
2036,19079,IA,Hamilton County,6,1383,4682
2037,18087,IN,Lagrange County,6,3851,1002
2038,20055,KS,Finney County,5,5155,3374
2039,13175,GA,Laurens County,6,11931,2120
2040,6001,CA,Alameda County,1,173386,2127
2041,5117,AR,Prairie County,8,1441,4513
2042,29093,MO,Iron County,6,2184,8552
2043,13141,GA,Hancock County,7,2453,6089
2044,46033,SD,Custer County,8,882,12786
2045,13221,GA,Oglethorpe County,3,2272,1145
2046,19061,IA,Dubuque County,3,9738,1597
2047,22073,LA,Ouachita Parish,3,37014,1639
2048,27007,MN,Beltrami County,7,8070,7914
2049,22009,LA,Avoyelles Parish,6,9758,2242
2050,26125,MI,Oakland County,1,106650,2532
2051,12027,FL,DeSoto County,6,9323,1287
2052,35003,NM,Catron County,9,810,17946
2053,49019,UT,Grand County,7,1202,9568
2054,38047,ND,Logan County,9,238,1108
2055,36073,NY,Orleans County,1,5905,1868
2056,10003,DE,New Castle County,1,61319,1278
2057,19099,IA,Jasper County,6,3542,2511
2058,24031,MD,Montgomery County,1,71252,1313
2059,47007,TN,Bledsoe County,8,2889,1053
2060,48415,TX,Scurry County,7,2377,2350
2061,48011,TX,Armstrong County,3,197,1721
2062,29009,MO,Barry County,6,7560,2048
2063,18173,IN,Warrick County,2,4615,391.05
2064,19033,IA,Cerro Gordo County,5,4907,1490
2065,1109,AL,Pike County,6,7793,2043
2066,37073,NC,Gates County,8,1731,895
2067,48379,TX,Rains County,8,1657,670
2068,42045,PA,Delaware County,1,58546,3802
2069,31107,NE,Knox County,9,1076,2958
2070,51735,VA,Poquoson city,1,650,
2071,21001,KY,Adair County,7,4633,1494
2072,42041,PA,Cumberland County,2,18620,3152
2073,27173,MN,Yellow Medicine County,9,963,1976
2074,18155,IN,Switzerland County,8,1780,579
2075,51580,VA,Covington city,6,862,
2076,8091,CO,Ouray County,9,426,1405
2077,48491,TX,Williamson County,1,30201,584
2078,13095,GA,Dougherty County,3,26389,867
2079,18063,IN,Hendricks County,1,9008,1059
2080,20139,KS,Osage County,3,1707,5967
2081,21005,KY,Anderson County,6,2335,893
2082,51630,VA,Fredericksburg city,1,3755,27.220477
2083,40009,OK,Beckham County,7,3515,2342
2084,12023,FL,Columbia County,6,11449,1783
2085,27151,MN,Swift County,7,942,1949
2086,31153,NE,Sarpy County,2,10294,640
2087,21199,KY,Pulaski County,5,11876,2092
2088,12055,FL,Highlands County,4,19035,2865
2089,5083,AR,Logan County,6,3867,1108
2090,51163,VA,Rockbridge County,6,2735,1557
2091,22001,LA,Acadia Parish,4,14228,1703
2092,19131,IA,Mitchell County,7,1064,575
2093,20169,KS,Saline County,5,6426,1892
2094,48125,TX,Dickens County,8,406,2344
2095,17145,IL,Perry County,7,2953,887
2096,21031,KY,Butler County,8,2234,1218
2097,47061,TN,Grundy County,8,2969,1115
2098,48237,TX,Jack County,6,1315,2383
2099,49017,UT,Garfield County,9,524,13489
2100,36115,NY,Washington County,3,6479,8430
2101,51840,VA,Winchester city,3,3966,
2102,24035,MD,Queen Anne's County,1,3528,1370
2103,38013,ND,Burke County,9,196,1334
2104,1049,AL,DeKalb County,6,14362,702
2105,54007,WV,Braxton County,8,2998,1337
2106,40003,OK,Alfalfa County,9,750,2283
2107,40107,OK,Okfuskee County,6,2792,1629
2108,46109,SD,Roberts County,9,1801,2941
2109,19185,IA,Wayne County,9,1134,1741
2110,51015,VA,Augusta County,4,6590,2515
2111,20113,KS,McPherson County,6,2704,2334
2112,53047,WA,Okanogan County,6,8082,13766
2113,55129,WI,Washburn County,6,1953,853
2114,13007,GA,Baker County,3,871,7999
2115,48219,TX,Hockley County,6,3817,2353
2116,42131,PA,Wyoming County,2,3021,502
2117,40127,OK,Pushmataha County,9,2402,3685
2118,20109,KS,Logan County,9,275,1108
2119,48367,TX,Parker County,1,11838,2357
2120,55031,WI,Douglas County,2,5733,13297
2121,27049,MN,Goodhue County,4,3513,2021
2122,37101,NC,Johnston County,2,25065,2061
2123,20107,KS,Linn County,1,1569,5983
2124,16043,ID,Fremont County,6,2062,23998
2125,36065,NY,Oneida County,2,35553,3256
2126,48047,TX,Brooks County,6,2299,1289
2127,30107,MT,Wheatland County,9,390,3699
2128,41039,OR,Lane County,2,66339,12229
2129,35006,NM,Cibola County,6,6712,11756
2130,28071,MS,Lafayette County,6,9851,1655
2131,51620,VA,Franklin city,6,1491,
2132,21053,KY,Clinton County,9,2538,2895
2133,37089,NC,Henderson County,2,13707,971
2134,46007,SD,Bennett County,9,1159,3084
2135,5041,AR,Desha County,6,3125,2123
2136,47073,TN,Hawkins County,3,10717,1294
2137,27079,MN,Le Sueur County,6,2289,1227
2138,12083,FL,Marion County,2,58992,3093
2139,19089,IA,Howard County,7,900,657
2140,30095,MT,Stillwater County,8,784,4674
2141,20205,KS,Wilson County,7,1402,583
2142,12095,FL,Orange County,1,209800,2455
2143,12063,FL,Jackson County,6,9045,7257
2144,40069,OK,Johnston County,7,2355,2061
2145,48289,TX,Leon County,8,3090,2798
2146,18041,IN,Fayette County,7,4071,1731
2147,40075,OK,Kiowa County,6,1981,2669
2148,1021,AL,Chilton County,1,7960,1815
2149,48025,TX,Bee County,4,6798,2280
2150,39159,OH,Union County,1,3194,5280
2151,36025,NY,Delaware County,6,7613,3802
2152,19021,IA,Buena Vista County,7,2338,1502
2153,51165,VA,Rockingham County,3,7575,2056
2154,4007,AZ,Gila County,4,10678,12421
2155,5047,AR,Franklin County,2,3103,1877
2156,45077,SC,Pickens County,2,17297,1326
2157,54101,WV,Webster County,9,2564,556
2158,37033,NC,Caswell County,8,4265,1110
2159,47169,TN,Trousdale County,1,1244,302
2160,37097,NC,Iredell County,4,18166,1546
2161,42027,PA,Centre County,3,24173,2880
2162,36087,NY,Rockland County,1,46260,516
2163,31021,NE,Burt County,8,683,1287
2164,13273,GA,Terrell County,3,2695,6107
2165,36071,NY,Orange County,2,46624,2455
2166,26105,MI,Mason County,7,4355,1152
2167,20137,KS,Norton County,7,640,2283
2168,22027,LA,Claiborne Parish,7,4593,1988
2169,13077,GA,Coweta County,1,13867,1155
2170,20081,KS,Haskell County,9,402,1619
2171,44003,RI,Kent County,1,15726,2259
2172,13193,GA,Macon County,6,3701,1345
2173,38103,ND,Wells County,9,419,959
2174,42091,PA,Montgomery County,1,49697,1313
2175,31089,NE,Holt County,7,1063,6262
2176,45019,SC,Charleston County,2,57691,3517
2177,28153,MS,Wayne County,7,5145,1741
2178,24033,MD,Prince George's County,1,81629,1291
2179,31043,NE,Dakota County,3,2405,1519
2180,51187,VA,Warren County,1,3922,2413
2181,37173,NC,Swain County,8,2357,1400
2182,40053,OK,Grant County,9,581,11731
2183,19075,IA,Grundy County,3,768,1115
2184,38027,ND,Eddy County,9,229,10872
2185,54025,WV,Greenbrier County,7,5520,2653
2186,26047,MI,Emmet County,7,3841,2285
2187,49029,UT,Morgan County,2,493,1552
2188,48439,TX,Tarrant County,1,270348,2324
2189,21119,KY,Knott County,9,5659,914
2190,37009,NC,Ashe County,9,4307,1105
2191,17053,IL,Ford County,3,1472,1260
2192,27021,MN,Cass County,9,4445,6253
2193,54059,WV,Mingo County,6,6902,1097
2194,40023,OK,Choctaw County,7,3922,2385
2195,48117,TX,Deaf Smith County,6,3177,3878
2196,34009,NJ,Cape May County,3,10964,1607
2197,55085,WI,Oneida County,7,3352,3256
2198,5051,AR,Garland County,3,17037,1903
2199,2122,AK,Kenai Peninsula Borough,7,6835,64114
2200,39031,OH,Coshocton County,6,4581,1470
2201,18067,IN,Howard County,3,12011,657
2202,27013,MN,Blue Earth County,5,9397,1984
2203,36059,NY,Nassau County,1,82192,1173
2204,46103,SD,Pennington County,3,15515,7211
2205,48173,TX,Glasscock County,8,114,2333
2206,27129,MN,Renville County,9,1412,2557
2207,36067,NY,Onondaga County,2,65822,2087
2208,27023,MN,Chippewa County,7,1066,6988
2209,54037,WV,Jefferson County,1,5563,2911
2210,51003,VA,Albemarle County,3,8524,1881
2211,12121,FL,Suwannee County,6,8244,1792
2212,37049,NC,Craven County,5,15047,2005
2213,12039,FL,Gadsden County,2,8906,1369
2214,46015,SD,Brule County,9,652,2192
2215,46115,SD,Spink County,7,676,3911
2216,30025,MT,Fallon County,9,262,4204
2217,22023,LA,Cameron Parish,3,841,5003
2218,53021,WA,Franklin County,3,12972,1877
2219,37119,NC,Mecklenburg County,1,127889,1415
2220,46035,SD,Davison County,7,2069,1131
2221,54081,WV,Raleigh County,4,12684,1578
2222,27069,MN,Kittson County,9,466,2858
2223,12011,FL,Broward County,1,256027,3418
2224,30055,MT,McCone County,9,261,6948
2225,48089,TX,Colorado County,6,2985,2521
2226,39047,OH,Fayette County,6,4489,1731
2227,41035,OR,Klamath County,5,12408,15892
2228,31051,NE,Dixon County,3,480,1234
2229,37117,NC,Martin County,6,5175,1890
2230,8041,CO,El Paso County,2,76997,5516
2231,47087,TN,Jackson County,8,2479,7257
2232,39005,OH,Ashland County,4,6235,5941
2233,17201,IL,Winnebago County,2,43858,
2234,20039,KS,Decatur County,9,404,893
2235,38085,ND,Sioux County,8,1543,5354
2236,5065,AR,Izard County,9,2492,1513
2237,37067,NC,Forsyth County,2,62994,1069
2238,36013,NY,Chautauqua County,4,23921,3885
2239,29195,MO,Saline County,6,3436,1892
2240,12009,FL,Brevard County,2,84028,4032
2241,17129,IL,Menard County,3,1191,2337
2242,40025,OK,Cimarron County,9,381,4769
2243,56007,WY,Carbon County,7,1787,20627
2244,16027,ID,Canyon County,2,31525,1563
2245,40125,OK,Pottawatomie County,4,12400,2055
2246,5013,AR,Calhoun County,9,847,1861
2247,13303,GA,Washington County,7,5063,8430
2248,6087,CA,Santa Cruz County,2,35339,3207
2249,18065,IN,Henry County,4,7244,1023
2250,48051,TX,Burleson County,3,2519,1755
2251,54029,WV,Hancock County,3,3876,6089
2252,28077,MS,Lawrence County,8,2502,1860
2253,47037,TN,Davidson County,1,99415,1363
2254,47173,TN,Union County,2,4204,5280
2255,28127,MS,Simpson County,2,6095,1529
2256,51029,VA,Buckingham County,8,2613,1511
2257,19127,IA,Marshall County,4,4755,1614
2258,6025,CA,Imperial County,3,40601,11608
2259,28139,MS,Tippah County,7,5409,1191
2260,20129,KS,Morton County,9,342,5038
2261,38075,ND,Renville County,9,205,2557
2262,30075,MT,Powder River County,9,183,8542
2263,5023,AR,Cleburne County,6,4047,1533
2264,17113,IL,McLean County,3,20429,6030
2265,36097,NY,Schuyler County,6,2684,886
2266,1007,AL,Bibb County,1,4099,1622
2267,2090,AK,Fairbanks North Star Borough,3,8144,19280
2268,32031,NV,Washoe County,2,56064,16967
2269,13173,GA,Lanier County,3,2316,518
2270,1011,AL,Bullock County,6,2841,1621
2271,26043,MI,Dickinson County,5,3195,987
2272,20075,KS,Hamilton County,9,341,4682
2273,6095,CA,Solano County,2,48701,2348
2274,21153,KY,Magoffin County,9,3993,801
2275,8007,CO,Archuleta County,7,1523,3511
2276,46071,SD,Jackson County,8,1011,7257
2277,22107,LA,Tensas Parish,9,1444,1661
2278,48231,TX,Hunt County,1,14584,2284
2279,29099,MO,Jefferson County,1,22484,2911
2280,30027,MT,Fergus County,7,1619,11267
2281,51550,VA,Chesapeake city,1,20071,1.876338
2282,47033,TN,Crockett County,8,2491,7271
2283,48295,TX,Lipscomb County,9,426,2414
2284,38011,ND,Bowman County,9,262,3022
2285,47083,TN,Houston County,8,1413,3203
2286,37183,NC,Wake County,2,94001,857
2287,33007,NH,Coos County,7,4072,4743
2288,26161,MI,Washtenaw County,2,49933,1871
2289,29129,MO,Mercer County,9,498,1090
2290,17067,IL,Hancock County,7,2186,6089
2291,47005,TN,Benton County,7,2831,1759
2292,29033,MO,Carroll County,6,1462,2570
2293,5009,AR,Boone County,7,5670,1303
2294,42075,PA,Lebanon County,3,13361,939
2295,46041,SD,Dewey County,9,1571,6334
2296,22125,LA,West Feliciana Parish,2,2372,426
2297,48119,TX,Delta County,1,953,2975
2298,6103,CA,Tehama County,4,13060,7672
2299,1133,AL,Winston County,6,4061,1637
2300,51041,VA,Chesterfield County,1,23468,2087
2301,39071,OH,Highland County,6,8410,1445
2302,40135,OK,Sequoyah County,2,7978,1852
2303,13313,GA,Whitfield County,3,16688,751.1
2304,5039,AR,Dallas County,6,1464,2353
2305,40017,OK,Canadian County,1,11232,2344
2306,26059,MI,Hillsdale County,6,6395,1572
2307,48169,TX,Garza County,6,1290,2321
2308,37185,NC,Warren County,8,4999,2413
2309,48121,TX,Denton County,1,65057,2481
2310,47031,TN,Coffee County,4,7705,1762
2311,39077,OH,Huron County,4,7043,5533
2312,13209,GA,Montgomery County,9,1898,1313
2313,31013,NE,Box Butte County,7,1269,2792
2314,50003,VT,Bennington County,6,4815,1755
2315,46043,SD,Douglas County,9,309,13297
2316,47189,TN,Wilson County,1,10632,583
2317,34013,NJ,Essex County,1,126492,4964
2318,20073,KS,Greenwood County,6,895,2985
2319,30109,MT,Wibaux County,9,116,2305
2320,21079,KY,Garrard County,6,2784,606
2321,21087,KY,Green County,8,2223,1514
2322,20001,KS,Allen County,7,1907,1710
2323,27055,MN,Houston County,3,1585,3203
2324,45039,SC,Fairfield County,2,4715,2168
2325,12099,FL,Palm Beach County,1,178918,6181
2326,40001,OK,Adair County,6,6347,1494
2327,1055,AL,Etowah County,3,17624,1421
2328,13185,GA,Lowndes County,3,23936,1338
2329,13291,GA,Union County,9,3483,5280
2330,18069,IN,Huntington County,6,3880,1005
2331,1111,AL,Randolph County,6,4839,2693
2332,17099,IL,La Salle County,4,14193,2973
2333,8125,CO,Yuma County,7,1207,14294
2334,48427,TX,Starr County,4,25257,3184
2335,26103,MI,Marquette County,5,9419,8871
2336,48485,TX,Wichita County,3,20099,1639
2337,17071,IL,Henderson County,9,794,971
2338,39037,OH,Darke County,6,5438,1555
2339,26111,MI,Midland County,4,7771,1367
2340,21125,KY,Laurel County,7,13782,1149
2341,12045,FL,Gulf County,6,2958,1928
2342,1095,AL,Marshall County,4,19703,1614
2343,5001,AR,Arkansas County,6,3237,2678
2344,21185,KY,Oldham County,1,3582,3889
2345,42097,PA,Northumberland County,4,12924,1236
2346,42047,PA,Elk County,7,3025,2155
2347,22075,LA,Plaquemines Parish,1,3575,6290
2348,47151,TN,Scott County,6,4755,1381
2349,42117,PA,Tioga County,6,5289,2946
2350,36029,NY,Erie County,1,126912,3178
2351,32027,NV,Pershing County,8,847,15715
2352,21229,KY,Washington County,8,1851,8430
2353,37169,NC,Stokes County,2,5664,1181
2354,13287,GA,Turner County,6,2329,751
2355,42085,PA,Mercer County,2,17133,1090
2356,28067,MS,Jones County,4,13630,2517
2357,53045,WA,Mason County,6,8830,1152
2358,17029,IL,Coles County,5,9348,1321
2359,29025,MO,Caldwell County,1,1121,1228
2360,47081,TN,Hickman County,1,4754,1587
2361,1121,AL,Talladega County,4,13864,1969
2362,51131,VA,Northampton County,9,2418,977
2363,17165,IL,Saline County,7,4795,1892
2364,4003,AZ,Cochise County,4,25424,16107
2365,17155,IL,Putnam County,8,448,2142
2366,37007,NC,Anson County,1,5716,1391
2367,8081,CO,Moffat County,7,1676,12305
2368,31143,NE,Polk County,9,408,5174
2369,12089,FL,Nassau County,1,8242,1173
2370,20035,KS,Cowley County,4,4706,2933
2371,37103,NC,Jones County,8,2088,2517
2372,38021,ND,Dickey County,9,527,2957
2373,47003,TN,Bedford County,6,6885,2635
2374,18139,IN,Rush County,6,2277,1058
2375,40067,OK,Jefferson County,8,1346,2911
2376,48457,TX,Tyler County,6,3548,2423
2377,1085,AL,Lowndes County,2,3252,1338
2378,40097,OK,Mayes County,6,7066,1770
2379,6047,CA,Merced County,3,53417,5107
2380,28157,MS,Wilkinson County,8,2798,688
2381,39127,OH,Perry County,6,6029,887
2382,2016,AK,Aleutians West Census Area,7,438,14116
2383,36107,NY,Tioga County,2,6141,2946
2384,47137,TN,Pickett County,9,856,452
2385,41059,OR,Umatilla County,5,11369,8369
2386,5063,AR,Independence County,7,5727,1998
2387,19027,IA,Carroll County,7,1762,2570
2388,40111,OK,Okmulgee County,2,7817,1819
2389,40007,OK,Beaver County,9,614,6714
2390,18135,IN,Randolph County,6,3801,2693
2391,15001,HI,Hawaii County,5,29962,13174
2392,21065,KY,Estill County,6,3852,662
2393,46089,SD,McPherson County,9,340,2334
2394,5119,AR,Pulaski County,2,66302,2092
2395,8017,CO,Cheyenne County,9,252,3099
2396,27047,MN,Freeborn County,7,3267,1872
2397,38067,ND,Pembina County,9,629,2905
2398,13131,GA,Grady County,6,5169,2863
2399,27101,MN,Murray County,9,757,1101
2400,40041,OK,Delaware County,6,7294,3802
2401,27043,MN,Faribault County,7,1584,1869
2402,55001,WI,Adams County,8,2624,3548
2403,40051,OK,Grady County,1,7032,2863
2404,13107,GA,Emanuel County,7,5911,1788
2405,39171,OH,Williams County,7,3496,2148
2406,16065,ID,Madison County,6,9274,9331
2407,48141,TX,El Paso County,2,186707,5516
2408,51111,VA,Lunenburg County,9,2231,1120
2409,36053,NY,Madison County,2,7421,9331
2410,18143,IN,Scott County,6,3690,1381
2411,13013,GA,Barrow County,1,9888,422
2412,6109,CA,Tuolumne County,4,7781,5891
2413,48421,TX,Sherman County,9,397,2153
2414,38001,ND,Adams County,9,216,3548
2415,8055,CO,Huerfano County,6,1425,4126
2416,18159,IN,Tipton County,3,1268,1230
2417,40081,OK,Lincoln County,1,5477,27549
2418,13113,GA,Fayette County,1,6671,1731
2419,17169,IL,Schuyler County,7,823,886
2420,8019,CO,Clear Creek County,1,753,1027
2421,40153,OK,Woodward County,7,2451,1246
2422,29197,MO,Schuyler County,9,852,886
2423,40035,OK,Craig County,6,2423,856
2424,39089,OH,Licking County,1,19680,1783
2425,48447,TX,Throckmorton County,9,228,2439.2
2426,48343,TX,Morris County,6,2489,1247
2427,51107,VA,Loudoun County,1,13511,1350
2428,13135,GA,Gwinnett County,1,102033,1131
2429,28149,MS,Warren County,4,11200,2413
2430,18051,IN,Gibson County,2,3532,1293
2431,47175,TN,Van Buren County,9,1063,1876
2432,48441,TX,Taylor County,3,22228,2550
2433,39023,OH,Clark County,3,20643,20955
2434,37035,NC,Catawba County,2,19537,1071
2435,22123,LA,West Carroll Parish,9,2535,361
2436,2170,AK,Matanuska-Susitna Borough,2,9641,65423
2437,48499,TX,Wood County,6,5559,377
2438,28131,MS,Stone County,3,3367,1578
2439,37019,NC,Brunswick County,2,17406,2720
2440,31041,NE,Custer County,7,1236,12786
2441,38033,ND,Golden Valley County,9,173,2596
2442,13189,GA,McDuffie County,2,4824,690
2443,13275,GA,Thomas County,4,9359,1430
2444,13047,GA,Catoosa County,2,8505,421
2445,13005,GA,Bacon County,7,2524,741
2446,48061,TX,Cameron County,2,121665,3306
2447,40055,OK,Greer County,7,1295,1667
2448,30083,MT,Richland County,7,859,1999
2449,54005,WV,Boone County,2,5466,1303
2450,17199,IL,Williamson County,5,10423,584
2451,26031,MI,Cheboygan County,7,4486,2293
2452,1125,AL,Tuscaloosa County,3,34384,3500
2453,19139,IA,Muscatine County,4,4540,1163
2454,51135,VA,Nottoway County,6,3042,819
2455,48153,TX,Floyd County,6,1339,1024
2456,26075,MI,Jackson County,3,20352,7257
2457,6085,CA,Santa Clara County,1,175627,3377
2458,40137,OK,Stephens County,4,7254,2308
2459,12117,FL,Seminole County,1,51750,893
2460,36005,NY,Bronx County,1,405516,
2461,48277,TX,Lamar County,4,9751,2415
2462,54027,WV,Hampshire County,3,3585,1413
2463,48403,TX,Sabine County,9,1779,1493
2464,50019,VT,Orleans County,7,4029,1868
2465,1019,AL,Cherokee County,8,4273,1209
2466,37121,NC,Mitchell County,9,2444,575
2467,36033,NY,Franklin County,5,8235,1877
2468,18035,IN,Delaware County,3,23202,3802
2469,8031,CO,Denver County,1,95232,
2470,30051,MT,Liberty County,9,467,3046
2471,13015,GA,Bartow County,1,15442,1218
2472,29211,MO,Sullivan County,9,1049,2582
2473,20085,KS,Jackson County,3,1173,7257
2474,38105,ND,Williams County,7,2292,2148
2475,47185,TN,White County,7,4624,2700
2476,25027,MA,Worcester County,2,75902,192
2477,37125,NC,Moore County,4,10766,1828
2478,18097,IN,Marion County,1,173996,3093
2479,1081,AL,Lee County,3,28139,3139
2480,19171,IA,Tama County,6,2063,1871
2481,13319,GA,Wilkinson County,8,1875,688
2482,48223,TX,Hopkins County,6,5492,2053
