d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,population
1862,39149,OH,Shelby County,4,4490,939465
1863,48507,TX,Zavala County,7,3991,12156
1864,47059,TN,Greene County,6,11398,68267
1865,54089,WV,Summers County,7,2921,13563
1866,37131,NC,Northampton County,9,4319,299791
1867,8111,CO,San Juan County,9,107,14973
1868,18043,IN,Floyd County,1,7759,38728
1869,2068,AK,Denali Borough,8,121,1867
1870,29095,MO,Jackson County,1,105697,208545
1871,46051,SD,Grant County,7,705,7283
1872,48329,TX,Midland County,3,15599,83919
1873,54061,WV,Monongalia County,3,18202,102274
1874,13201,GA,Miller County,8,1340,25092
1875,45031,SC,Darlington County,3,13878,67935
1876,29107,MO,Lafayette County,1,4057,32943
1877,48313,TX,Madison County,6,1993,7712
1878,36101,NY,Steuben County,4,12546,98650
1879,29075,MO,Gentry County,8,952,6775
1880,55103,WI,Richland County,6,2296,399256
1881,33009,NH,Grafton County,5,8463,89629
1882,29027,MO,Callaway County,3,4754,44359
1883,23001,ME,Androscoggin County,3,13210,107604
1884,48101,TX,Cottle County,9,300,1452
1885,38079,ND,Rolette County,9,3861,14582
1886,48417,TX,Shackelford County,8,489,3375
1887,40099,OK,Murray County,7,1816,13712
1888,45027,SC,Clarendon County,6,8045,34355
1889,46055,SD,Haakon County,8,209,1894
1890,13049,GA,Charlton County,6,2725,13255
1891,18133,IN,Putnam County,1,4080,72577
1892,47177,TN,Warren County,6,7736,65337
1893,42105,PA,Potter County,9,2335,17497
1894,41049,OR,Morrow County,6,1668,11336
1895,4012,AZ,La Paz County,6,4976,20324
1896,27051,MN,Grant County,9,700,7283
1897,47157,TN,Shelby County,1,190199,939465
1898,18105,IN,Monroe County,3,30977,76351
1899,19047,IA,Crawford County,6,2345,24543
1900,51175,VA,Southampton County,6,2544,18128
1901,46091,SD,Marshall County,9,508,94760
1902,48431,TX,Sterling County,8,169,1219
1903,29117,MO,Livingston County,6,2350,184443
1904,40047,OK,Garfield County,5,8920,5083
1905,41013,OR,Crook County,6,3192,5240700
1906,54051,WV,Marshall County,3,5445,94760
1907,5085,AR,Lonoke County,2,8881,70753
1908,37161,NC,Rutherford County,4,12096,66956
1909,47051,TN,Franklin County,6,6143,71221
1910,39073,OH,Hocking County,6,4054,28665
1911,27015,MN,Brown County,7,1993,37749
1912,18003,IN,Allen County,2,54642,363014
1913,19071,IA,Fremont County,8,790,40998
1914,31161,NE,Sheridan County,9,831,29824
1915,27157,MN,Wabasha County,3,1595,21443
1916,36047,NY,Kings County,1,535092,150960
1917,46075,SD,Jones County,9,120,1001
1918,40061,OK,Haskell County,6,2673,13052
1919,30015,MT,Chouteau County,8,895,5849
1920,47101,TN,Lewis County,6,2163,75081
1921,53055,WA,San Juan County,9,1599,14973
1922,18021,IN,Clay County,3,3666,10584
1923,29045,MO,Clark County,9,1020,2027868
1924,49021,UT,Iron County,4,9021,46780
1925,20079,KS,Harvey County,2,3528,34741
1926,28059,MS,Jackson County,3,24525,208545
1927,31121,NE,Merrick County,7,797,7802
1928,20047,KS,Edwards County,9,325,1884
1929,13147,GA,Hart County,6,4286,18573
1930,40117,OK,Pawnee County,2,2696,2709
1931,40143,OK,Tulsa County,2,99417,622409
1932,46121,SD,Todd County,9,4928,24382
1933,37157,NC,Rockingham County,2,16352,299134
1934,5123,AR,St. Francis County,6,6973,27260
1935,18079,IN,Jennings County,6,3478,28241
1936,53043,WA,Lincoln County,8,1279,5245
1937,27005,MN,Becker County,6,4200,33231
1938,46107,SD,Potter County,9,219,17497
1939,1053,AL,Escambia County,6,8020,305817
1940,54065,WV,Morgan County,3,2079,119787
1941,37027,NC,Caldwell County,2,13697,81990
1942,31009,NE,Blaine County,9,75,21329
1943,30061,MT,Mineral County,8,737,4614
1944,16085,ID,Valley County,8,998,9606
1945,28013,MS,Calhoun County,7,3146,135012
1946,21021,KY,Boyle County,7,4562,29013
1947,23011,ME,Kennebec County,4,16479,121164
1948,31105,NE,Kimball County,6,468,3702
1949,21107,KY,Hopkins County,4,8154,35565
1950,1067,AL,Henry County,3,3159,49044
1951,38039,ND,Griggs County,9,213,2296
1952,48303,TX,Lubbock County,3,55089,289324
1953,27143,MN,Sibley County,8,1328,15072
1954,1083,AL,Limestone County,2,11511,88845
1955,36109,NY,Tompkins County,3,17022,103617
1956,46119,SD,Sully County,9,102,1437
1957,45079,SC,Richland County,2,61910,399256
1958,48423,TX,Smith County,3,34487,216080
1959,51660,VA,Harrisonburg city,3,12919,
1960,38041,ND,Hettinger County,9,256,
1961,38003,ND,Barnes County,6,1137,11190
1962,17041,IL,Douglas County,6,1895,106940
1963,22051,LA,Jefferson Parish,1,69610,434767
1964,1057,AL,Fayette County,6,3307,45599
1965,13121,GA,Fulton County,1,159400,984293
1966,17153,IL,Pulaski County,9,1183,391284
1967,42057,PA,Fulton County,8,1527,984293
1968,13227,GA,Pickens County,1,3447,119829
1969,26067,MI,Ionia County,2,8487,64073
1970,26153,MI,Schoolcraft County,7,1162,8247
1971,48283,TX,La Salle County,6,1561,112183
1972,47109,TN,McNairy County,6,5623,26140
1973,27149,MN,Stevens County,7,969,43430
1974,26159,MI,Van Buren County,2,12282,16932
1975,6111,CA,Ventura County,2,81792,839620
1976,16013,ID,Blaine County,7,2128,21329
1977,13281,GA,Towns County,9,1558,10771
1978,56001,WY,Albany County,4,6229,37422
1979,26015,MI,Barry County,2,4932,35572
1980,22063,LA,Livingston Parish,2,17396,134053
1981,37043,NC,Clay County,9,1647,10584
1982,18059,IN,Hancock County,1,5327,54845
1983,18089,IN,Lake County,1,79529,63860
1984,49015,UT,Emery County,9,1263,10749
1985,32019,NV,Lyon County,6,6289,51557
1986,1117,AL,Shelby County,1,16406,939465
1987,17085,IL,Jo Daviess County,6,2145,22407
1988,23021,ME,Piscataquis County,8,3136,17124
1989,45001,SC,Abbeville County,6,3689,25007
1990,17007,IL,Boone County,2,5071,24224
1991,26157,MI,Tuscola County,6,7148,54263
1992,27159,MN,Wadena County,7,1952,13804
1993,48443,TX,Terrell County,9,152,903
1994,48475,TX,Ward County,6,1464,67990
1995,39011,OH,Auglaize County,4,4165,45920
1996,54073,WV,Pleasants County,3,987,7577
1997,20115,KS,Marion County,6,1271,323614
1998,51595,VA,Emporia city,6,1172,5588
1999,26049,MI,Genesee County,2,81761,415376
2000,20045,KS,Douglas County,3,17501,106940
2001,48293,TX,Limestone County,6,4608,88845
2002,26109,MI,Menominee County,7,2965,23791
2003,47183,TN,Weakley County,7,6591,34450
2004,54047,WV,McDowell County,7,6882,20876
2005,41057,OR,Tillamook County,6,3300,25317
2006,47153,TN,Sequatchie County,2,2598,14681
2007,48127,TX,Dimmit County,6,2940,10897
2008,22071,LA,Orleans Parish,1,91421,389617
2009,48049,TX,Brown County,5,6217,37749
2010,18031,IN,Decatur County,6,3021,11661
2011,48497,TX,Wise County,1,7591,60939
2012,21071,KY,Floyd County,7,11137,38728
2013,18109,IN,Morgan County,1,7254,119787
2014,29139,MO,Montgomery County,8,1739,1058810
2015,37111,NC,McDowell County,6,8050,20876
2016,47093,TN,Knox County,2,65480,39550
2017,40039,OK,Custer County,7,4984,4249
2018,39059,OH,Guernsey County,6,7161,39636
2019,13267,GA,Tattnall County,6,6108,25526
2020,2164,AK,Lake and Peninsula Borough,9,325,1648
2021,49031,UT,Piute County,9,253,1510
2022,27001,MN,Aitkin County,8,2010,15742
2023,55075,WI,Marinette County,6,4916,41610
2024,20065,KS,Graham County,9,311,37482
2025,28019,MS,Choctaw County,9,1881,13426
2026,30111,MT,Yellowstone County,3,13581,154162
2027,51155,VA,Pulaski County,3,4758,391284
2028,22003,LA,Allen Parish,6,4588,25537
2029,5089,AR,Marion County,9,3342,323614
2030,56009,WY,Converse County,6,1272,14313
2031,18167,IN,Vigo County,3,17567,108291
2032,12031,FL,Duval County,1,131327,885855
2033,1013,AL,Butler County,6,4880,371272
2034,38035,ND,Grand Forks County,3,9318,69179
2035,20123,KS,Mitchell County,7,712,15328
2036,19079,IA,Hamilton County,6,1383,4773
2037,18087,IN,Lagrange County,6,3851,37996
2038,20055,KS,Finney County,5,5155,37098
2039,13175,GA,Laurens County,6,11931,47999
2040,6001,CA,Alameda County,1,173386,1578891
2041,5117,AR,Prairie County,8,1441,1179
2042,29093,MO,Iron County,6,2184,46780
2043,13141,GA,Hancock County,7,2453,54845
2044,46033,SD,Custer County,8,882,4249
2045,13221,GA,Oglethorpe County,3,2272,14548
2046,19061,IA,Dubuque County,3,9738,95697
2047,22073,LA,Ouachita Parish,3,37014,156220
2048,27007,MN,Beltrami County,7,8070,45670
2049,22009,LA,Avoyelles Parish,6,9758,41299
2050,26125,MI,Oakland County,1,106650,1231640
2051,12027,FL,DeSoto County,6,9323,168240
2052,35003,NM,Catron County,9,810,3607
2053,49019,UT,Grand County,7,1202,9360
2054,38047,ND,Logan County,9,238,35987
2055,36073,NY,Orleans County,1,5905,27169
2056,10003,DE,New Castle County,1,61319,549684
2057,19099,IA,Jasper County,6,3542,35649
2058,24031,MD,Montgomery County,1,71252,1058810
2059,47007,TN,Bledsoe County,8,2889,12841
2060,48415,TX,Scurry County,7,2377,17302
2061,48011,TX,Armstrong County,3,197,68107
2062,29009,MO,Barry County,6,7560,35572
2063,18173,IN,Warrick County,2,4615,61049
2064,19033,IA,Cerro Gordo County,5,4907,43575
2065,1109,AL,Pike County,6,7793,63380
2066,37073,NC,Gates County,8,1731,11650
2067,48379,TX,Rains County,8,1657,11065
2068,42045,PA,Delaware County,1,58546,46722
2069,31107,NE,Knox County,9,1076,39550
2070,51735,VA,Poquoson city,1,650,
2071,21001,KY,Adair County,7,4633,22194
2072,42041,PA,Cumberland County,2,18620,285456
2073,27173,MN,Yellow Medicine County,9,963,10143
2074,18155,IN,Switzerland County,8,1780,10526
2075,51580,VA,Covington city,6,862,
2076,8091,CO,Ouray County,9,426,4557
2077,48491,TX,Williamson County,1,30201,198901
2078,13095,GA,Dougherty County,3,26389,92969
2079,18063,IN,Hendricks County,1,9008,153879
2080,20139,KS,Osage County,3,1707,47987
2081,21005,KY,Anderson County,6,2335,75542
2082,51630,VA,Fredericksburg city,1,3755,28360
2083,40009,OK,Beckham County,7,3515,23637
2084,12023,FL,Columbia County,6,11449,49344
2085,27151,MN,Swift County,7,942,9546
2086,31153,NE,Sarpy County,2,10294,169331
2087,21199,KY,Pulaski County,5,11876,391284
2088,12055,FL,Highlands County,4,19035,97616
2089,5083,AR,Logan County,6,3867,35987
2090,51163,VA,Rockbridge County,6,2735,22307
2091,22001,LA,Acadia Parish,4,14228,62204
2092,19131,IA,Mitchell County,7,1064,15328
2093,20169,KS,Saline County,5,6426,114404
2094,48125,TX,Dickens County,8,406,2291
2095,17145,IL,Perry County,7,2953,28010
2096,21031,KY,Butler County,8,2234,371272
2097,47061,TN,Grundy County,8,2969,50228
2098,48237,TX,Jack County,6,1315,8957
2099,49017,UT,Garfield County,9,524,5083
2100,36115,NY,Washington County,3,6479,32190
2101,51840,VA,Winchester city,3,3966,
2102,24035,MD,Queen Anne's County,1,3528,48517
2103,38013,ND,Burke County,9,196,89842
2104,1049,AL,DeKalb County,6,14362,713340
2105,54007,WV,Braxton County,8,2998,14502
2106,40003,OK,Alfalfa County,9,750,5847
2107,40107,OK,Okfuskee County,6,2792,12377
2108,46109,SD,Roberts County,9,1801,10251
2109,19185,IA,Wayne County,9,1134,1775273
2110,51015,VA,Augusta County,4,6590,73912
2111,20113,KS,McPherson County,6,2704,29569
2112,53047,WA,Okanogan County,6,8082,41193
2113,55129,WI,Washburn County,6,1953,15686
2114,13007,GA,Baker County,3,871,16018
2115,48219,TX,Hockley County,6,3817,23530
2116,42131,PA,Wyoming County,2,3021,23019
2117,40127,OK,Pushmataha County,9,2402,11233
2118,20109,KS,Logan County,9,275,35987
2119,48367,TX,Parker County,1,11838,121418
2120,55031,WI,Douglas County,2,5733,106940
2121,27049,MN,Goodhue County,4,3513,46464
2122,37101,NC,Johnston County,2,25065,177967
2123,20107,KS,Linn County,1,1569,118765
2124,16043,ID,Fremont County,6,2062,40998
2125,36065,NY,Oneida County,2,35553,233585
2126,48047,TX,Brooks County,6,2299,15516
2127,30107,MT,Wheatland County,9,390,2134
2128,41039,OR,Lane County,2,66339,356212
2129,35006,NM,Cibola County,6,6712,27335
2130,28071,MS,Lafayette County,6,9851,32943
2131,51620,VA,Franklin city,6,1491,
2132,21053,KY,Clinton County,9,2538,81591
2133,37089,NC,Henderson County,2,13707,109540
2134,46007,SD,Bennett County,9,1159,3452
2135,5041,AR,Desha County,6,3125,12505
2136,47073,TN,Hawkins County,3,10717,56800
2137,27079,MN,Le Sueur County,6,2289,27810
2138,12083,FL,Marion County,2,58992,323614
2139,19089,IA,Howard County,7,900,304580
2140,30095,MT,Stillwater County,8,784,9318
2141,20205,KS,Wilson County,7,1402,121945
2142,12095,FL,Orange County,1,209800,3114363
2143,12063,FL,Jackson County,6,9045,208545
2144,40069,OK,Johnston County,7,2355,177967
2145,48289,TX,Leon County,8,3090,16742
2146,18041,IN,Fayette County,7,4071,45599
2147,40075,OK,Kiowa County,6,1981,9341
2148,1021,AL,Chilton County,1,7960,43951
2149,48025,TX,Bee County,4,6798,32563
2150,39159,OH,Union County,1,3194,25652
2151,36025,NY,Delaware County,6,7613,46722
2152,19021,IA,Buena Vista County,7,2338,20567
2153,51165,VA,Rockingham County,3,7575,299134
2154,4007,AZ,Gila County,4,10678,53053
2155,5047,AR,Franklin County,2,3103,71221
2156,45077,SC,Pickens County,2,17297,119829
2157,54101,WV,Webster County,9,2564,8893
2158,37033,NC,Caswell County,8,4265,23190
2159,47169,TN,Trousdale County,1,1244,7828
2160,37097,NC,Iredell County,4,18166,164517
2161,42027,PA,Centre County,3,24173,155403
2162,36087,NY,Rockland County,1,46260,320903
2163,31021,NE,Burt County,8,683,6574
2164,13273,GA,Terrell County,3,2695,903
2165,36071,NY,Orange County,2,46624,3114363
2166,26105,MI,Mason County,7,4355,27126
2167,20137,KS,Norton County,7,640,5622
2168,22027,LA,Claiborne Parish,7,4593,16650
2169,13077,GA,Coweta County,1,13867,133180
2170,20081,KS,Haskell County,9,402,13052
2171,44003,RI,Kent County,1,15726,621700
2172,13193,GA,Macon County,6,3701,33857
2173,38103,ND,Wells County,9,419,27814
2174,42091,PA,Montgomery County,1,49697,1058810
2175,31089,NE,Holt County,7,1063,10449
2176,45019,SC,Charleston County,2,57691,372803
2177,28153,MS,Wayne County,7,5145,1775273
2178,24033,MD,Prince George's County,1,81629,890081
2179,31043,NE,Dakota County,3,2405,408509
2180,51187,VA,Warren County,1,3922,65337
2181,37173,NC,Swain County,8,2357,14058
2182,40053,OK,Grant County,9,581,7283
2183,19075,IA,Grundy County,3,768,50228
2184,38027,ND,Eddy County,9,229,55471
2185,54025,WV,Greenbrier County,7,5520,35644
2186,26047,MI,Emmet County,7,3841,33140
2187,49029,UT,Morgan County,2,493,119787
2188,48439,TX,Tarrant County,1,270348,1911541
2189,21119,KY,Knott County,9,5659,15976
2190,37009,NC,Ashe County,9,4307,27151
2191,17053,IL,Ford County,3,1472,13832
2192,27021,MN,Cass County,9,4445,28555
2193,54059,WV,Mingo County,6,6902,25900
2194,40023,OK,Choctaw County,7,3922,13426
2195,48117,TX,Deaf Smith County,6,3177,19177
2196,34009,NJ,Cape May County,3,10964,95897
2197,55085,WI,Oneida County,7,3352,233585
2198,5051,AR,Garland County,3,17037,97173
2199,2122,AK,Kenai Peninsula Borough,7,6835,57147
2200,39031,OH,Coshocton County,6,4581,36760
2201,18067,IN,Howard County,3,12011,304580
2202,27013,MN,Blue Earth County,5,9397,65528
2203,36059,NY,Nassau County,1,82192,1352146
2204,46103,SD,Pennington County,3,15515,105761
2205,48173,TX,Glasscock County,8,114,1251
2206,27129,MN,Renville County,9,1412,15166
2207,36067,NY,Onondaga County,2,65822,468387
2208,27023,MN,Chippewa County,7,1066,38696
2209,54037,WV,Jefferson County,1,5563,659479
2210,51003,VA,Albemarle County,3,8524,103000
2211,12121,FL,Suwannee County,6,8244,43734
2212,37049,NC,Craven County,5,15047,104489
2213,12039,FL,Gadsden County,2,8906,46194
2214,46015,SD,Brule County,9,652,5366
2215,46115,SD,Spink County,7,676,6610
2216,30025,MT,Fallon County,9,262,3079
2217,22023,LA,Cameron Parish,3,841,6744
2218,53021,WA,Franklin County,3,12972,71221
2219,37119,NC,Mecklenburg County,1,127889,990977
2220,46035,SD,Davison County,7,2069,19823
2221,54081,WV,Raleigh County,4,12684,78833
2222,27069,MN,Kittson County,9,466,4503
2223,12011,FL,Broward County,1,256027,1838844
2224,30055,MT,McCone County,9,261,1709
2225,48089,TX,Colorado County,6,2985,20752
2226,39047,OH,Fayette County,6,4489,45599
2227,41035,OR,Klamath County,5,12408,65910
2228,31051,NE,Dixon County,3,480,5851
2229,37117,NC,Martin County,6,5175,20422
2230,8041,CO,El Paso County,2,76997,655044
2231,47087,TN,Jackson County,8,2479,208545
2232,39005,OH,Ashland County,4,6235,16016
2233,17201,IL,Winnebago County,2,43858,290666
2234,20039,KS,Decatur County,9,404,11661
2235,38085,ND,Sioux County,8,1543,1313
2236,5065,AR,Izard County,9,2492,13368
2237,37067,NC,Forsyth County,2,62994,361220
2238,36013,NY,Chautauqua County,4,23921,133080
2239,29195,MO,Saline County,6,3436,114404
2240,12009,FL,Brevard County,2,84028,550823
2241,17129,IL,Menard County,3,1191,2148
2242,40025,OK,Cimarron County,9,381,2335
2243,56007,WY,Carbon County,7,1787,15748
2244,16027,ID,Canyon County,2,31525,198871
2245,40125,OK,Pottawatomie County,4,12400,71158
2246,5013,AR,Calhoun County,9,847,135012
2247,13303,GA,Washington County,7,5063,32190
2248,6087,CA,Santa Cruz County,2,35339,46768
2249,18065,IN,Henry County,4,7244,49044
2250,48051,TX,Burleson County,3,2519,17169
2251,54029,WV,Hancock County,3,3876,54845
2252,28077,MS,Lawrence County,8,2502,33587
2253,47037,TN,Davidson County,1,99415,658602
2254,47173,TN,Union County,2,4204,25652
2255,28127,MS,Simpson County,2,6095,27500
2256,51029,VA,Buckingham County,8,2613,17136
2257,19127,IA,Marshall County,4,4755,94760
2258,6025,CA,Imperial County,3,40601,176584
2259,28139,MS,Tippah County,7,5409,22084
2260,20129,KS,Morton County,9,342,28990
2261,38075,ND,Renville County,9,205,15166
2262,30075,MT,Powder River County,9,183,1748
2263,5023,AR,Cleburne County,6,4047,25686
2264,17113,IL,McLean County,3,20429,9517
2265,36097,NY,Schuyler County,6,2684,18460
2266,1007,AL,Bibb County,1,4099,22915
2267,2090,AK,Fairbanks North Star Borough,3,8144,100436
2268,32031,NV,Washoe County,2,56064,433731
2269,13173,GA,Lanier County,3,2316,10408
2270,1011,AL,Bullock County,6,2841,10639
2271,26043,MI,Dickinson County,5,3195,16955
2272,20075,KS,Hamilton County,9,341,4773
2273,6095,CA,Solano County,2,48701,424788
2274,21153,KY,Magoffin County,9,3993,12950
2275,8007,CO,Archuleta County,7,1523,12194
2276,46071,SD,Jackson County,8,1011,208545
2277,22107,LA,Tensas Parish,9,1444,4908
2278,48231,TX,Hunt County,1,14584,87048
2279,29099,MO,Jefferson County,1,22484,659479
2280,30027,MT,Fergus County,7,1619,11501
2281,51550,VA,Chesapeake city,1,20071,673
2282,47033,TN,Crockett County,8,2491,3807
2283,48295,TX,Lipscomb County,9,426,3485
2284,38011,ND,Bowman County,9,262,3214
2285,47083,TN,Houston County,8,1413,22911
2286,37183,NC,Wake County,2,94001,974289
2287,33007,NH,Coos County,7,4072,31997
2288,26161,MI,Washtenaw County,2,49933,354240
2289,29129,MO,Mercer County,9,498,61984
2290,17067,IL,Hancock County,7,2186,54845
2291,47005,TN,Benton County,7,2831,86591
2292,29033,MO,Carroll County,6,1462,47499
2293,5009,AR,Boone County,7,5670,24224
2294,42075,PA,Lebanon County,3,13361,135486
2295,46041,SD,Dewey County,9,1571,5586
2296,22125,LA,West Feliciana Parish,2,2372,15444
2297,48119,TX,Delta County,1,953,30483
2298,6103,CA,Tehama County,4,13060,63057
2299,1133,AL,Winston County,6,4061,24146
2300,51041,VA,Chesterfield County,1,23468,46197
2301,39071,OH,Highland County,6,8410,43299
2302,40135,OK,Sequoyah County,2,7978,41218
2303,13313,GA,Whitfield County,3,16688,102945
2304,5039,AR,Dallas County,6,1464,2480331
2305,40017,OK,Canadian County,1,11232,126123
2306,26059,MI,Hillsdale County,6,6395,46101
2307,48169,TX,Garza County,6,1290,6317
2308,37185,NC,Warren County,8,4999,65337
2309,48121,TX,Denton County,1,65057,728799
2310,47031,TN,Coffee County,4,7705,50938
2311,39077,OH,Huron County,4,7043,32224
2312,13209,GA,Montgomery County,9,1898,1058810
2313,31013,NE,Box Butte County,7,1269,11305
2314,50003,VT,Bennington County,6,4815,36659
2315,46043,SD,Douglas County,9,309,106940
2316,47189,TN,Wilson County,1,10632,121945
2317,34013,NJ,Essex County,1,126492,38762
2318,20073,KS,Greenwood County,6,895,6424
2319,30109,MT,Wibaux County,9,116,1121
2320,21079,KY,Garrard County,6,2784,16915
2321,21087,KY,Green County,8,2223,37090
2322,20001,KS,Allen County,7,1907,363014
2323,27055,MN,Houston County,3,1585,22911
2324,45039,SC,Fairfield County,2,4715,939904
2325,12099,FL,Palm Beach County,1,178918,1372171
2326,40001,OK,Adair County,6,6347,22194
2327,1055,AL,Etowah County,3,17624,103931
2328,13185,GA,Lowndes County,3,23936,59922
2329,13291,GA,Union County,9,3483,25652
2330,18069,IN,Huntington County,6,3880,36791
2331,1111,AL,Randolph County,6,4839,29415
2332,17099,IL,La Salle County,4,14193,112183
2333,8125,CO,Yuma County,7,1207,201201
2334,48427,TX,Starr County,4,25257,61963
2335,26103,MI,Marquette County,5,9419,67700
2336,48485,TX,Wichita County,3,20099,132047
2337,17071,IL,Henderson County,9,794,109540
2338,39037,OH,Darke County,6,5438,52376
2339,26111,MI,Midland County,4,7771,83919
2340,21125,KY,Laurel County,7,13782,59563
2341,12045,FL,Gulf County,6,2958,15829
2342,1095,AL,Marshall County,4,19703,94760
2343,5001,AR,Arkansas County,6,3237,18777
2344,21185,KY,Oldham County,1,3582,2102
2345,42097,PA,Northumberland County,4,12924,94076
2346,42047,PA,Elk County,7,3025,31479
2347,22075,LA,Plaquemines Parish,1,3575,23550
2348,47151,TN,Scott County,6,4755,22015
2349,42117,PA,Tioga County,6,5289,42463
2350,36029,NY,Erie County,1,126912,919866
2351,32027,NV,Pershing County,8,847,6877
2352,21229,KY,Washington County,8,1851,32190
2353,37169,NC,Stokes County,2,5664,46588
2354,13287,GA,Turner County,6,2329,8134
2355,42085,PA,Mercer County,2,17133,61984
2356,28067,MS,Jones County,4,13630,1001
2357,53045,WA,Mason County,6,8830,27126
2358,17029,IL,Coles County,5,9348,53697
2359,29025,MO,Caldwell County,1,1121,81990
2360,47081,TN,Hickman County,1,4754,24267
2361,1121,AL,Talladega County,4,13864,81096
2362,51131,VA,Northampton County,9,2418,299791
2363,17165,IL,Saline County,7,4795,114404
2364,4003,AZ,Cochise County,4,25424,129473
2365,17155,IL,Putnam County,8,448,72577
2366,37007,NC,Anson County,1,5716,26161
2367,8081,CO,Moffat County,7,1676,13103
2368,31143,NE,Polk County,9,408,31569
2369,12089,FL,Nassau County,1,8242,1352146
2370,20035,KS,Cowley County,4,4706,36204
2371,37103,NC,Jones County,8,2088,1001
2372,38021,ND,Dickey County,9,527,5248
2373,47003,TN,Bedford County,6,6885,49055
2374,18139,IN,Rush County,6,2277,17004
2375,40067,OK,Jefferson County,8,1346,659479
2376,48457,TX,Tyler County,6,3548,21464
2377,1085,AL,Lowndes County,2,3252,59922
2378,40097,OK,Mayes County,6,7066,40804
2379,6047,CA,Merced County,3,53417,263228
2380,28157,MS,Wilkinson County,8,2798,9381
2381,39127,OH,Perry County,6,6029,28010
2382,2016,AK,Aleutians West Census Area,7,438,5511
2383,36107,NY,Tioga County,2,6141,42463
2384,47137,TN,Pickett County,9,856,5090
2385,41059,OR,Umatilla County,5,11369,76720
2386,5063,AR,Independence County,7,5727,36997
2387,19027,IA,Carroll County,7,1762,47499
2388,40111,OK,Okmulgee County,2,7817,39438
2389,40007,OK,Beaver County,9,614,6459
2390,18135,IN,Randolph County,6,3801,29415
2391,15001,HI,Hawaii County,5,29962,196428
2392,21065,KY,Estill County,6,3852,14488
2393,46089,SD,McPherson County,9,340,29569
2394,5119,AR,Pulaski County,2,66302,391284
2395,8017,CO,Cheyenne County,9,252,10091
2396,27047,MN,Freeborn County,7,3267,30948
2397,38067,ND,Pembina County,9,629,7181
2398,13131,GA,Grady County,6,5169,53685
2399,27101,MN,Murray County,9,757,13712
2400,40041,OK,Delaware County,6,7294,46722
2401,27043,MN,Faribault County,7,1584,14191
2402,55001,WI,Adams County,8,2624,3828
2403,40051,OK,Grady County,1,7032,53685
2404,13107,GA,Emanuel County,7,5911,22867
2405,39171,OH,Williams County,7,3496,29595
2406,16065,ID,Madison County,6,9274,7712
2407,48141,TX,El Paso County,2,186707,655044
2408,51111,VA,Lunenburg County,9,2231,12527
2409,36053,NY,Madison County,2,7421,7712
2410,18143,IN,Scott County,6,3690,22015
2411,13013,GA,Barrow County,1,9888,71453
2412,6109,CA,Tuolumne County,4,7781,53874
2413,48421,TX,Sherman County,9,397,1731
2414,38001,ND,Adams County,9,216,3828
2415,8055,CO,Huerfano County,6,1425,6519
2416,18159,IN,Tipton County,3,1268,61586
2417,40081,OK,Lincoln County,1,5477,5245
2418,13113,GA,Fayette County,1,6671,45599
2419,17169,IL,Schuyler County,7,823,18460
2420,8019,CO,Clear Creek County,1,753,9031
2421,40153,OK,Woodward County,7,2451,21221
2422,29197,MO,Schuyler County,9,852,18460
2423,40035,OK,Craig County,6,2423,5210
2424,39089,OH,Licking County,1,19680,168375
2425,48447,TX,Throckmorton County,9,228,1600
2426,48343,TX,Morris County,6,2489,499397
2427,51107,VA,Loudoun County,1,13511,349679
2428,13135,GA,Gwinnett County,1,102033,859304
2429,28149,MS,Warren County,4,11200,65337
2430,18051,IN,Gibson County,2,3532,33612
2431,47175,TN,Van Buren County,9,1063,16932
2432,48441,TX,Taylor County,3,22228,20610
2433,39023,OH,Clark County,3,20643,2027868
2434,37035,NC,Catawba County,2,19537,154810
2435,22123,LA,West Carroll Parish,9,2535,11465
2436,2170,AK,Matanuska-Susitna Borough,2,9641,95192
2437,48499,TX,Wood County,6,5559,86569
2438,28131,MS,Stone County,3,3367,12581
2439,37019,NC,Brunswick County,2,17406,115301
2440,31041,NE,Custer County,7,1236,4249
2441,38033,ND,Golden Valley County,9,173,1823
2442,13189,GA,McDuffie County,2,4824,21565
2443,13275,GA,Thomas County,4,9359,44869
2444,13047,GA,Catoosa County,2,8505,65311
2445,13005,GA,Bacon County,7,2524,11216
2446,48061,TX,Cameron County,2,121665,417276
2447,40055,OK,Greer County,7,1295,6171
2448,30083,MT,Richland County,7,859,399256
2449,54005,WV,Boone County,2,5466,24224
2450,17199,IL,Williamson County,5,10423,198901
2451,26031,MI,Cheboygan County,7,4486,25726
2452,1125,AL,Tuscaloosa County,3,34384,200821
2453,19139,IA,Muscatine County,4,4540,42836
2454,51135,VA,Nottoway County,6,3042,15773
2455,48153,TX,Floyd County,6,1339,38728
2456,26075,MI,Jackson County,3,20352,208545
2457,6085,CA,Santa Clara County,1,175627,1862041
2458,40137,OK,Stephens County,4,7254,44919
2459,12117,FL,Seminole County,1,51750,436041
2460,36005,NY,Bronx County,1,405516,
2461,48277,TX,Lamar County,4,9751,49426
2462,54027,WV,Hampshire County,3,3585,159596
2463,48403,TX,Sabine County,9,1779,10361
2464,50019,VT,Orleans County,7,4029,27169
2465,1019,AL,Cherokee County,8,4273,27218
2466,37121,NC,Mitchell County,9,2444,15328
2467,36033,NY,Franklin County,5,8235,71221
